 INPUT STRING:	صاحية
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nAm_1]
   UNSPLITVOC:	(HAanAm)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+nAm
        GLOSS:	will+I+sleep

 INPUT STRING:	وأصحى
     IS_TRANS:	w>SHY
        INDEX:	P132W2
      OFFSETS:	6-11
       TOKENS:	P132W3-P132W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SiHiy_1]
   UNSPLITVOC:	(wiAaSoHaY)
          POS:	CONJ+IV1S+IV
          VOC:	wi+Aa+SoHaY
        GLOSS:	and+I+wake up/be alert/be roused

 INPUT STRING:	الفجر
     IS_TRANS:	Alfjr
        INDEX:	P132W3
      OFFSETS:	12-17
       TOKENS:	P132W5-P132W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fajor_1]
   UNSPLITVOC:	(Alfajor)
          POS:	DET+NOUN
          VOC:	Al+fajor
        GLOSS:	the+dawn

 INPUT STRING:	هأوريكي
     IS_TRANS:	h>wryky
        INDEX:	P133W1
      OFFSETS:	0-7
       TOKENS:	P133W1-P133W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[waraY_1]
   UNSPLITVOC:	(HaAawariykiy)
          POS:	FUT_PART+IV1S+IV+IVSUFF_DO:2FS
          VOC:	Ha+Aa+wariy+ik
        GLOSS:	will+I+show+you

 INPUT STRING:	ثانية
     IS_TRANS:	vAnyp
        INDEX:	P133W2
      OFFSETS:	8-13
       TOKENS:	P133W4-P133W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[vAniyap_1]
   UNSPLITVOC:	(vAniyap)
          POS:	NOUN
          VOC:	vAniyap
        GLOSS:	second

 INPUT STRING:	شايفة
     IS_TRANS:	$Ayfp
        INDEX:	P134W1
      OFFSETS:	0-5
       TOKENS:	P134W1-P134W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($Ayofap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	$Ayof+ap
        GLOSS:	seen+[fem.sg.]

 INPUT STRING:	الكلام
     IS_TRANS:	AlklAm
        INDEX:	P134W2
      OFFSETS:	6-12
       TOKENS:	P134W2-P134W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(AlkalAm)
          POS:	DET+NOUN
          VOC:	Al+kalAm
        GLOSS:	the+speech/statement/remark/talk/saying

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P134W3
      OFFSETS:	12-13
       TOKENS:	P134W3-P134W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P135W1
      OFFSETS:	0-2
       TOKENS:	P135W1-P135W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P135W2
      OFFSETS:	3-4
       TOKENS:	P135W2-P135W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	هأعملها
     IS_TRANS:	h>EmlhA
        INDEX:	P136W1
      OFFSETS:	0-7
       TOKENS:	P136W1-P136W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(HAaEomilhA)
          POS:	FUT_PART+IV1S+IV+IVSUFF_DO:3FS
          VOC:	Ha+Aa+Eomil+hA
        GLOSS:	will+I+do+it

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P136W2
      OFFSETS:	8-11
       TOKENS:	P136W4-P136W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P137W1
      OFFSETS:	0-2
       TOKENS:	P137W1-P137W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	it/they/she

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P137W2
      OFFSETS:	3-5
       TOKENS:	P137W2-P137W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from/off/about/on/over

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P137W3
      OFFSETS:	6-9
       TOKENS:	P137W3-P137W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	EXCLAM_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	أصلا
     IS_TRANS:	>SlA
        INDEX:	P137W4
      OFFSETS:	10-14
       TOKENS:	P137W4-P137W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSolAF)
          POS:	ADV+CASE_INDEF_ACC
          VOC:	>aSol+AF
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily+[acc.indef.]

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P137W5
      OFFSETS:	14-15
       TOKENS:	P137W5-P137W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	عملت
     IS_TRANS:	Emlt
        INDEX:	P138W1
      OFFSETS:	0-4
       TOKENS:	P138W1-P138W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(Eamalt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	Eamal+t
        GLOSS:	function/make/act/do+I

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P138W2
      OFFSETS:	5-9
       TOKENS:	P138W2-P138W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	منهم
     IS_TRANS:	mnhm
        INDEX:	P138W3
      OFFSETS:	10-14
       TOKENS:	P138W3-P138W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(minhum)
          POS:	PREP+PRON_3P
          VOC:	min+hum
        GLOSS:	from+them

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P138W4
      OFFSETS:	14-15
       TOKENS:	P138W5-P138W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P138W5
      OFFSETS:	15-16
       TOKENS:	P138W6-P138W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P139W1
      OFFSETS:	0-2
       TOKENS:	P139W1-P139W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P139W2
      OFFSETS:	3-4
       TOKENS:	P139W2-P139W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P140W1
      OFFSETS:	0-2
       TOKENS:	P140W1-P140W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	FOCUS_PART
          VOC:	mA
        GLOSS:	emphasis

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P140W2
      OFFSETS:	3-6
       TOKENS:	P140W2-P140W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P140W3
      OFFSETS:	7-11
       TOKENS:	P140W3-P140W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	حأعملهم
     IS_TRANS:	H>Emlhm
        INDEX:	P141W1
      OFFSETS:	0-7
       TOKENS:	P141W1-P141W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(HaAaEomilhum)
          POS:	FUT_PART+IV1S+IV+IVSUFF_DO:3P
          VOC:	Ha+Aa+Eomil+hum
        GLOSS:	will+I+function/make/act/do+them

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P141W2
      OFFSETS:	8-10
       TOKENS:	P141W4-P141W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	Although/(even) though/even if/despite/in spite of the fact that/verily/truly

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P141W3
      OFFSETS:	11-14
       TOKENS:	P141W5-P141W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P141W4
      OFFSETS:	15-19
       TOKENS:	P141W6-P141W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	الساعة
     IS_TRANS:	AlsAEp
        INDEX:	P142W1
      OFFSETS:	0-6
       TOKENS:	P142W1-P142W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAEap_1]
   UNSPLITVOC:	(AlsAEap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+sAE+ap
        GLOSS:	the+hour/time/hours/clock/watch/timepiece/clocks/watches+[fem.sg.]

 INPUT STRING:	كام
     IS_TRANS:	kAm
        INDEX:	P142W2
      OFFSETS:	7-10
       TOKENS:	P142W2-P142W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAm_1]
   UNSPLITVOC:	(kAm)
          POS:	NOUN_QUANT
          VOC:	kAm
        GLOSS:	how much/when

 INPUT STRING:	عندك
     IS_TRANS:	Endk
        INDEX:	P142W3
      OFFSETS:	11-15
       TOKENS:	P142W3-P142W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanodak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	Eanod+ak
        GLOSS:	at/have/possession/with+your

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P142W4
      OFFSETS:	15-16
       TOKENS:	P142W5-P142W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	4
     IS_TRANS:	4
        INDEX:	P143W1
      OFFSETS:	0-1
       TOKENS:	P143W1-P143W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(4)
          POS:	NOUN_NUM
          VOC:	4
        GLOSS:	4

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P143W2
      OFFSETS:	1-2
       TOKENS:	P143W2-P143W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	:

 INPUT STRING:	21
     IS_TRANS:	21
        INDEX:	P143W3
      OFFSETS:	2-4
       TOKENS:	P143W3-P143W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(21)
          POS:	NOUN_NUM
          VOC:	21
        GLOSS:	21

 INPUT STRING:	رنا
     IS_TRANS:	rnA
        INDEX:	P144W1
      OFFSETS:	0-3
       TOKENS:	P144W1-P144W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ranA_1]
   UNSPLITVOC:	(ranA)
          POS:	NOUN_PROP
          VOC:	ranA
        GLOSS:	Rana

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P145W1
      OFFSETS:	0-3
       TOKENS:	P145W1-P145W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aayoh_1]
   UNSPLITVOC:	(Aayoh)
          POS:	INTERROG_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P145W2
      OFFSETS:	4-6
       TOKENS:	P145W2-P145W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	it/they/she

 INPUT STRING:	عيوبي
     IS_TRANS:	Eywby
        INDEX:	P145W3
      OFFSETS:	7-12
       TOKENS:	P145W3-P145W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eiyb_1]
   UNSPLITVOC:	(Euyuwbiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Euyuwb+iy
        GLOSS:	faults/defects/weaknesses+my

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P146W1
      OFFSETS:	0-2
       TOKENS:	P146W1-P146W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P146W2
      OFFSETS:	3-6
       TOKENS:	P146W2-P146W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	السؤال
     IS_TRANS:	Als&Al
        INDEX:	P146W3
      OFFSETS:	7-13
       TOKENS:	P146W3-P146W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[su&Al_1]
   UNSPLITVOC:	(Alsu&Al)
          POS:	DET+NOUN
          VOC:	Al+su&Al
        GLOSS:	the+question/inquiry/questions/inquiries

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P146W4
      OFFSETS:	14-16
       TOKENS:	P146W4-P146W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P146W5
      OFFSETS:	17-18
       TOKENS:	P146W5-P146W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P146W6
      OFFSETS:	18-19
       TOKENS:	P146W6-P146W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	ردي
     IS_TRANS:	rdy
        INDEX:	P147W1
      OFFSETS:	0-3
       TOKENS:	P147W1-P147W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rad~_1]
   UNSPLITVOC:	(rud~iy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	rud~+iy
        GLOSS:	answer/reply/return/be returned/be given back+you

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P147W2
      OFFSETS:	4-6
       TOKENS:	P147W2-P147W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	نونة
     IS_TRANS:	nwnp
        INDEX:	P147W3
      OFFSETS:	7-11
       TOKENS:	P147W3-P147W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nuwnuw_1]
   UNSPLITVOC:	(nuwnuh)
          POS:	NOUN_PROP
          VOC:	nuwnuh
        GLOSS:	Nuno

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P147W4
      OFFSETS:	12-13
       TOKENS:	P147W4-P147W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	متهور
     IS_TRANS:	mthwr
        INDEX:	P148W1
      OFFSETS:	0-5
       TOKENS:	P148W1-P148W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mutahaw~ir_1]
   UNSPLITVOC:	(mutahaw~ir)
          POS:	ADJ
          VOC:	mutahaw~ir
        GLOSS:	reckless/foolhardy/rash

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P148W2
      OFFSETS:	5-6
       TOKENS:	P148W2-P148W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P148W3
      OFFSETS:	7-9
       TOKENS:	P148W3-P148W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	بتبص
     IS_TRANS:	btbS
        INDEX:	P148W4
      OFFSETS:	10-14
       TOKENS:	P148W4-P148W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baS~_1]
   UNSPLITVOC:	(bitibuS~)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+buS~
        GLOSS:	[present-tense]+it/they/she+look/glow/sparkle

 INPUT STRING:	لقدام
     IS_TRANS:	lqdAm
        INDEX:	P148W5
      OFFSETS:	15-20
       TOKENS:	P148W6-P148W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qud~Am_1]
   UNSPLITVOC:	(liqud~Am)
          POS:	PREP+NOUN
          VOC:	li+qud~Am
        GLOSS:	for/to+front/in front of

 INPUT STRING:	أمريكا
     IS_TRANS:	>mrykA
        INDEX:	P149W1
      OFFSETS:	0-6
       TOKENS:	P149W1-P149W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AamoriykA_1]
   UNSPLITVOC:	(AmoriykA)
          POS:	NOUN_PROP
          VOC:	AmoriykA
        GLOSS:	America

 INPUT STRING:	طبعت
     IS_TRANS:	TbEt
        INDEX:	P149W2
      OFFSETS:	7-11
       TOKENS:	P149W2-P149W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaboEap_1]
   UNSPLITVOC:	(TaboEit)
          POS:	NOUN.VN+NSUFF_FEM_SG
          VOC:	TaboE+ap
        GLOSS:	printing/edition/printings/editions/influenced+[fem.sg.]

 INPUT STRING:	عليك
     IS_TRANS:	Elyk
        INDEX:	P149W3
      OFFSETS:	12-16
       TOKENS:	P149W3-P149W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(Ealiyk)
          POS:	PREP+PRON_2MS
          VOC:	EalaY+ak
        GLOSS:	on/above+you

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P150W1
      OFFSETS:	0-2
       TOKENS:	P150W1-P150W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	أمريكا
     IS_TRANS:	>mrykA
        INDEX:	P150W2
      OFFSETS:	3-9
       TOKENS:	P150W2-P150W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AamoriykA_1]
   UNSPLITVOC:	(AmoriykA)
          POS:	NOUN_PROP
          VOC:	AmoriykA
        GLOSS:	America

 INPUT STRING:	طبعت
     IS_TRANS:	TbEt
        INDEX:	P150W3
      OFFSETS:	10-14
       TOKENS:	P150W3-P150W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[TabaE_1]
   UNSPLITVOC:	(TabaEit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	TabaE+it
        GLOSS:	print+it/she

 INPUT STRING:	عليك
     IS_TRANS:	Elyk
        INDEX:	P150W4
      OFFSETS:	15-19
       TOKENS:	P150W4-P150W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(Ealiyk)
          POS:	PREP+PRON_2MS
          VOC:	EalaY+ak
        GLOSS:	on/above+you

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P150W5
      OFFSETS:	20-24
       TOKENS:	P150W6-P150W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	ترى
     IS_TRANS:	trY
        INDEX:	P150W6
      OFFSETS:	25-28
       TOKENS:	P150W7-P150W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(trY)
          POS:	FOREIGN
          VOC:	trY
        GLOSS:	nogloss

 INPUT STRING:	عار
     IS_TRANS:	EAr
        INDEX:	P150W7
      OFFSETS:	29-32
       TOKENS:	P150W8-P150W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
