 INPUT STRING:	عاوزه
       TOKENS:	P184W4-P184W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAmiH_1]
   UNSPLITVOC:	(yisAmoHak)
          POS:	IV3MS+IV+IVSUFF_DO:2MS
          VOC:	yi+sAmoH+ak
        GLOSS:	he/it+treat kindly/forgive/pardon+you

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P185W1
      OFFSETS:	0-4
       TOKENS:	P185W1-P185W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	يسامحك
     IS_TRANS:	ysAmHk
        INDEX:	P185W2
      OFFSETS:	5-11
       TOKENS:	P185W2-P185W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAmiH_1]
   UNSPLITVOC:	(yisAmoHik)
          POS:	IV3MS+IV+IVSUFF_DO:2FS
          VOC:	yi+sAmoH+ik
        GLOSS:	he/it+treat kindly/forgive/pardon+you

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P185W3
      OFFSETS:	12-17
       TOKENS:	P185W4-P185W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ahi)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	by/with+Allah/God

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P185W4
      OFFSETS:	18-21
       TOKENS:	P185W6-P185W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	ايامي
     IS_TRANS:	AyAmy
        INDEX:	P185W5
      OFFSETS:	22-27
       TOKENS:	P185W7-P185W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ay~Am_1]
   UNSPLITVOC:	(>ay~Amiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	>ay~Am+iy
        GLOSS:	period/days+my

 INPUT STRING:	صعبة
     IS_TRANS:	SEbp
        INDEX:	P185W6
      OFFSETS:	28-32
       TOKENS:	P185W9-P185W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaEob_1]
   UNSPLITVOC:	(SaEobap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	SaEob+ap
        GLOSS:	difficult/hard/arduous+[fem.sg.]

 INPUT STRING:	وربنا
     IS_TRANS:	wrbnA
        INDEX:	P185W7
      OFFSETS:	33-38
       TOKENS:	P185W10-P185W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(wirab~inA)
          POS:	CONJ+NOUN
          VOC:	wi+rab~inA
        GLOSS:	and+lord/master/lords/masters/owner/proprietor/owners/proprietors

 INPUT STRING:	العالم
     IS_TRANS:	AlEAlm
        INDEX:	P185W8
      OFFSETS:	39-45
       TOKENS:	P185W12-P185W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAlim_1]
   UNSPLITVOC:	(AlEAlim)
          POS:	DET+ADJ
          VOC:	Al+EAlim
        GLOSS:	the+knowing

 INPUT STRING:	نامى
     IS_TRANS:	nAmY
        INDEX:	P186W1
      OFFSETS:	0-4
       TOKENS:	P186W1-P186W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAm_1]
   UNSPLITVOC:	(nAmiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	nAm+iy
        GLOSS:	sleep/lie down+you

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P186W2
      OFFSETS:	5-9
       TOKENS:	P186W2-P186W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	متصحيش
     IS_TRANS:	mtSHy$
        INDEX:	P186W3
      OFFSETS:	10-16
       TOKENS:	P186W4-P186W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[SaHaY_1]
   UNSPLITVOC:	(mAtiSoHiy$)
          POS:	NEG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS+NEG_PART
          VOC:	mA+ti+SoH+iy+$
        GLOSS:	not+you+awake+you+not

 INPUT STRING:	تعبانه
     IS_TRANS:	tEbAnh
        INDEX:	P186W4
      OFFSETS:	17-23
       TOKENS:	P186W7-P186W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEobAn_1]
   UNSPLITVOC:	(taEobAnap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	taEobAn+ap
        GLOSS:	tired/weary/oppressed/overburdened/suppressed/fed up/stressed/exhausted+[fem.sg.]

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P187W1
      OFFSETS:	0-4
       TOKENS:	P187W1-P187W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	معاكى
     IS_TRANS:	mEAkY
        INDEX:	P187W2
      OFFSETS:	5-10
       TOKENS:	P187W3-P187W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEaki)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	maEa+ki
        GLOSS:	with+you

 INPUT STRING:	شايله
     IS_TRANS:	$Aylh
        INDEX:	P187W3
      OFFSETS:	11-16
       TOKENS:	P187W5-P187W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ayil_1]
   UNSPLITVOC:	($Ayolap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	$Ayol+ap
        GLOSS:	carrying+[fem.sg]

 INPUT STRING:	البيت
     IS_TRANS:	Albyt
        INDEX:	P187W4
      OFFSETS:	17-22
       TOKENS:	P187W6-P187W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[biyt_1]
   UNSPLITVOC:	(Albiyt)
          POS:	DET+NOUN
          VOC:	Al+bayt
        GLOSS:	the+house/houses/verse/verses

 INPUT STRING:	والعيال
     IS_TRANS:	wAlEyAl
        INDEX:	P187W5
      OFFSETS:	23-30
       TOKENS:	P187W7-P187W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eay~il_1]
   UNSPLITVOC:	(wiAlEiyAl)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+EiyAl
        GLOSS:	and+the+family/household

 INPUT STRING:	عارف
     IS_TRANS:	EArf
        INDEX:	P188W1
      OFFSETS:	0-4
       TOKENS:	P188W1-P188W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArif)
          POS:	ADJ
          VOC:	EArif
        GLOSS:	knowing/having knowledge of

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P188W2
      OFFSETS:	5-10
       TOKENS:	P188W2-P188W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ahi)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	by/with+Allah/God

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P188W3
      OFFSETS:	11-15
       TOKENS:	P188W4-P188W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	يديكى
     IS_TRANS:	ydykY
        INDEX:	P188W4
      OFFSETS:	16-21
       TOKENS:	P188W6-P188W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aid~ay_1]
   UNSPLITVOC:	(yid~iykiy)
          POS:	IV3MS+IV+IVSUFF_DO:2FS
          VOC:	yi+d~iy+ik
        GLOSS:	he/it+bring/give+you

 INPUT STRING:	الصحه
     IS_TRANS:	AlSHh
        INDEX:	P188W5
      OFFSETS:	22-27
       TOKENS:	P188W8-P188W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SiH~ap_1]
   UNSPLITVOC:	(AlSiH~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+SiH~+ap
        GLOSS:	the+health/authenticity/truth/correctness+[fem.sg.]

 INPUT STRING:	ويقدرك
     IS_TRANS:	wyqdrk
        INDEX:	P188W6
      OFFSETS:	28-34
       TOKENS:	P188W9-P188W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qadar_1]
   UNSPLITVOC:	(wiyiqodarik)
          POS:	CONJ+IV3MS+IV+IVSUFF_DO:2FS
          VOC:	wi+yi+qodar+ik
        GLOSS:	and+he/it+be able to/be capable of/decree (God)+you

 INPUT STRING:	عليهم
     IS_TRANS:	Elyhm
        INDEX:	P188W7
      OFFSETS:	35-40
       TOKENS:	P188W12-P188W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaYhum)
          POS:	PREP+PRON_3P
          VOC:	EalaY+hum
        GLOSS:	on/above+them

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P188W8
      OFFSETS:	41-46
       TOKENS:	P188W14-P188W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ahi)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	by/with+Allah/God

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P188W9
      OFFSETS:	47-51
       TOKENS:	P188W16-P188W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	العالم
     IS_TRANS:	AlEAlm
        INDEX:	P188W10
      OFFSETS:	52-58
       TOKENS:	P188W18-P188W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAlim_1]
   UNSPLITVOC:	(AlEAlim)
          POS:	DET+ADJ
          VOC:	Al+EAlim
        GLOSS:	the+knowing

 INPUT STRING:	جزء
     IS_TRANS:	jz'
        INDEX:	P188W11
      OFFSETS:	59-62
       TOKENS:	P188W19-P188W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[juz'_1]
   UNSPLITVOC:	(juz')
          POS:	NOUN
          VOC:	juz'
        GLOSS:	section/piece/portion/part/fraction/sections/pieces/portions

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P188W12
      OFFSETS:	63-65
       TOKENS:	P188W20-P188W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	اكتئابى
     IS_TRANS:	Akt}AbY
        INDEX:	P188W13
      OFFSETS:	66-73
       TOKENS:	P188W21-P188W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Akt}Ab_1]
   UNSPLITVOC:	(Akt}Abiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Akt}Ab+iy
        GLOSS:	depression+my

 INPUT STRING:	التعب
     IS_TRANS:	AltEb
        INDEX:	P188W14
      OFFSETS:	74-79
       TOKENS:	P188W23-P188W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEab_1]
   UNSPLITVOC:	(AltaEab)
          POS:	DET+NOUN
          VOC:	Al+taEab
        GLOSS:	the+tiredness/fatigue

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P188W15
      OFFSETS:	80-83
       TOKENS:	P188W24-P188W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/that

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P188W16
      OFFSETS:	84-88
       TOKENS:	P188W25-P188W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P188W17
      OFFSETS:	89-92
       TOKENS:	P188W26-P188W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyuh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it

 INPUT STRING:	والى
     IS_TRANS:	wAlY
        INDEX:	P188W18
      OFFSETS:	93-97
       TOKENS:	P188W28-P188W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(wiAlliy)
          POS:	CONJ+REL_PRON
          VOC:	wi+Alliy
        GLOSS:	and+who/which/that

 INPUT STRING:	انتى
     IS_TRANS:	AntY
        INDEX:	P188W19
      OFFSETS:	98-102
       TOKENS:	P188W30-P188W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P188W20
      OFFSETS:	103-106
       TOKENS:	P188W31-P188W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyuh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it

 INPUT STRING:	خصوصا
     IS_TRANS:	xSwSA
        INDEX:	P188W21
      OFFSETS:	107-112
       TOKENS:	P188W33-P188W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xuSuwS_1]
   UNSPLITVOC:	(xuSuwSAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	xuSuwS+AF
        GLOSS:	matter/issue/regard/respect/especially/in particular+[acc.indef.]

 INPUT STRING:	الحمد
     IS_TRANS:	AlHmd
        INDEX:	P189W1
      OFFSETS:	0-5
       TOKENS:	P189W1-P189W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamod_1]
   UNSPLITVOC:	(AlHamod)
          POS:	DET+NOUN
          VOC:	Al+Hamod
        GLOSS:	the+commendation/praise

 INPUT STRING:	لله
     IS_TRANS:	llh
        INDEX:	P189W2
      OFFSETS:	6-9
       TOKENS:	P189W2-P189W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(lil~ah)
          POS:	PREP+NOUN_PROP
          VOC:	li+All~ah
        GLOSS:	for/to+Allah/God

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P190W1
      OFFSETS:	0-3
       TOKENS:	P190W1-P190W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P190W2
      OFFSETS:	4-9
       TOKENS:	P190W2-P190W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ah)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	and+Allah/God

 INPUT STRING:	باحمد
     IS_TRANS:	bAHmd
        INDEX:	P190W3
      OFFSETS:	10-15
       TOKENS:	P190W4-P190W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHomad_1]
   UNSPLITVOC:	(bi>aHomad)
          POS:	PREP+NOUN_PROP
          VOC:	bi+>aHomad
        GLOSS:	with/by+Ahmad/Ahmed

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P190W4
      OFFSETS:	16-20
       TOKENS:	P190W6-P190W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	اني
     IS_TRANS:	Any
        INDEX:	P190W5
      OFFSETS:	21-24
       TOKENS:	P190W8-P190W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Ain~_1]
   UNSPLITVOC:	(Ain~iy)
          POS:	SUB_CONJ+PRON_1S
          VOC:	Ain~+iy
        GLOSS:	that+I/me

 INPUT STRING:	ماحصلليش
     IS_TRANS:	mAHSlly$
        INDEX:	P190W6
      OFFSETS:	25-33
       TOKENS:	P190W10-P190W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(mA_HaSal_liy$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3MS+PREP+PRON_1S+NEG_PART
          VOC:	mA+HaSal+(null)+li+iy+$
        GLOSS:	not+obtain/acquire/get/be obtained/be acquired/occur/happen/take place+he/it+to/for+I+not

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P190W7
      OFFSETS:	34-38
       TOKENS:	P190W15-P190W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	والولاد
     IS_TRANS:	wAlwlAd
        INDEX:	P190W8
      OFFSETS:	39-46
       TOKENS:	P190W16-P190W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[walad_1]
   UNSPLITVOC:	(wiAlwilAd)
          POS:	PART+DET+NOUN
          VOC:	wi+Al+wilAd
        GLOSS:	so/and+the+child/son/children

 INPUT STRING:	كانوا
     IS_TRANS:	kAnwA
        INDEX:	P190W9
      OFFSETS:	47-52
       TOKENS:	P190W18-P190W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	kAn+uwA
        GLOSS:	be/was/were+they

 INPUT STRING:	نايمين
     IS_TRANS:	nAymyn
        INDEX:	P190W10
      OFFSETS:	53-59
       TOKENS:	P190W19-P190W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nAyim_1]
   UNSPLITVOC:	(nAyimiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	nAyim+iyn
        GLOSS:	sleeping/asleep+they

 INPUT STRING:	وخفت
     IS_TRANS:	wxft
        INDEX:	P190W11
      OFFSETS:	60-64
       TOKENS:	P190W20-P190W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAf_1]
   UNSPLITVOC:	(wixuft)
          POS:	CONJ+PV+PVSUFF_SUBJ:1S
          VOC:	wi+xuf+t
        GLOSS:	and+fear/be afraid (of)/fear for/be worried (of)+I

 INPUT STRING:	يتخضوا
     IS_TRANS:	ytxDwA
        INDEX:	P190W12
      OFFSETS:	65-71
       TOKENS:	P190W22-P190W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[yitoxaD_1]
   UNSPLITVOC:	(yitoxaDuwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+toxaD+uwA
        GLOSS:	they+be afraid+we

 INPUT STRING:	الحمد
     IS_TRANS:	AlHmd
        INDEX:	P191W1
      OFFSETS:	0-5
       TOKENS:	P191W1-P191W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamod_1]
   UNSPLITVOC:	(AlHamod)
          POS:	DET+NOUN
          VOC:	Al+Hamod
        GLOSS:	the+commendation/praise

 INPUT STRING:	لله
     IS_TRANS:	llh
        INDEX:	P191W2
      OFFSETS:	6-9
       TOKENS:	P191W2-P191W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(lil~ah)
          POS:	PREP+NOUN_PROP
          VOC:	li+All~ah
        GLOSS:	for/to+Allah/God

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P191W3
      OFFSETS:	10-14
       TOKENS:	P191W4-P191W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	عالم
     IS_TRANS:	EAlm
        INDEX:	P191W4
      OFFSETS:	15-19
       TOKENS:	P191W6-P191W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAlim_1]
   UNSPLITVOC:	(EAlim)
          POS:	ADJ.VN
          VOC:	EAlim
        GLOSS:	knowing

 INPUT STRING:	بحالي
     IS_TRANS:	bHAly
        INDEX:	P191W5
      OFFSETS:	20-25
       TOKENS:	P191W7-P191W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAl_1]
   UNSPLITVOC:	(biHAliy)
          POS:	PREP+NOUN+POSS_PRON_1S
          VOC:	bi+HAl+iy
        GLOSS:	with/by+situation/condition/case/situations/conditions/cases+my

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P192W1
      OFFSETS:	0-3
       TOKENS:	P192W1-P192W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P192W2
      OFFSETS:	4-7
       TOKENS:	P192W2-P192W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/that

 INPUT STRING:	مخضوض
     IS_TRANS:	mxDwD
        INDEX:	P192W3
      OFFSETS:	8-13
       TOKENS:	P192W3-P192W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maxoDuwD_1]
   UNSPLITVOC:	(maxoDuwD)
          POS:	ADJ
          VOC:	maxoDuwD
        GLOSS:	afraid

 INPUT STRING:	وانا
     IS_TRANS:	wAnA
        INDEX:	P192W4
      OFFSETS:	14-18
       TOKENS:	P192W4-P192W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(wiAnA)
          POS:	SUB_CONJ+PRON_1S
          VOC:	wi+AnA
        GLOSS:	while+I/me

 INPUT STRING:	باتخيل
     IS_TRANS:	bAtxyl
