 INPUT STRING:	بتاع
 INPUT STRING:	الصديق
     IS_TRANS:	AlSdyq
        INDEX:	P240W2
      OFFSETS:	4-10
       TOKENS:	P240W2-P240W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Sid~iyq_1]
   UNSPLITVOC:	(AlSid~iyq)
          POS:	DET+NOUN_PROP
          VOC:	Al+Sid~iyq
        GLOSS:	the+Siddiq

 INPUT STRING:	عارف
     IS_TRANS:	EArf
        INDEX:	P240W3
      OFFSETS:	11-15
       TOKENS:	P240W3-P240W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArif)
          POS:	ADJ
          VOC:	EArif
        GLOSS:	knowing/having knowledge of

 INPUT STRING:	جامع
     IS_TRANS:	jAmE
        INDEX:	P240W4
      OFFSETS:	16-20
       TOKENS:	P240W4-P240W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAmiE_1]
   UNSPLITVOC:	(jAmiE)
          POS:	NOUN
          VOC:	jAmiE
        GLOSS:	comprehensive/extensive/mosque/gatherer/collector/receiver/gathering/collecting

 INPUT STRING:	الصديق
     IS_TRANS:	AlSdyq
        INDEX:	P240W5
      OFFSETS:	21-27
       TOKENS:	P240W5-P240W5
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Sid~iyq_1]
   UNSPLITVOC:	(AlSid~iyq)
          POS:	DET+NOUN_PROP
          VOC:	Al+Sid~iyq
        GLOSS:	the+Siddiq

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P240W6
      OFFSETS:	28-29
       TOKENS:	P240W6-P240W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P241W1
      OFFSETS:	0-2
       TOKENS:	P241W1-P241W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	قصدك
     IS_TRANS:	qSdk
        INDEX:	P241W2
      OFFSETS:	3-7
       TOKENS:	P241W2-P241W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaSod_1]
   UNSPLITVOC:	(qaSodak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	qaSod+ak
        GLOSS:	intent/purpose/goal/intentionally+your

 INPUT STRING:	عالكافية
     IS_TRANS:	EAlkAfyp
        INDEX:	P241W3
      OFFSETS:	8-16
       TOKENS:	P241W4-P241W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kAfiyh_1]
   UNSPLITVOC:	(EaAlkAfiyh)
          POS:	PREP+DET+NOUN
          VOC:	Ea+Al+kAfiyh
        GLOSS:	on/above+the+cafe

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P241W4
      OFFSETS:	17-18
       TOKENS:	P241W6-P241W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	وفي
     IS_TRANS:	wfy
        INDEX:	P242W1
      OFFSETS:	0-3
       TOKENS:	P242W1-P242W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(wifiy)
          POS:	CONJ+PREP
          VOC:	wi+fiy
        GLOSS:	and+in

 INPUT STRING:	آخر
     IS_TRANS:	|xr
        INDEX:	P242W2
      OFFSETS:	4-7
       TOKENS:	P242W3-P242W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[|xir_1]
   UNSPLITVOC:	(|xir)
          POS:	ADJ_COMP
          VOC:	|xir
        GLOSS:	last/end

 INPUT STRING:	شارع
     IS_TRANS:	$ArE
        INDEX:	P242W3
      OFFSETS:	8-12
       TOKENS:	P242W4-P242W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$AriE_1]
   UNSPLITVOC:	($AriE)
          POS:	NOUN
          VOC:	$AriE
        GLOSS:	street/streets/legislator

 INPUT STRING:	فلوريدا
     IS_TRANS:	flwrydA
        INDEX:	P242W4
      OFFSETS:	13-20
       TOKENS:	P242W5-P242W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foluwriydA_1]
   UNSPLITVOC:	(foluwriydA)
          POS:	NOUN_PROP
          VOC:	foluwriydA
        GLOSS:	Florida

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P243W1
      OFFSETS:	0-2
       TOKENS:	P243W1-P243W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	عارف
     IS_TRANS:	EArf
        INDEX:	P243W2
      OFFSETS:	3-7
       TOKENS:	P243W2-P243W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArif)
          POS:	ADJ
          VOC:	EArif
        GLOSS:	knowing/having knowledge of

 INPUT STRING:	الجامع
     IS_TRANS:	AljAmE
        INDEX:	P243W3
      OFFSETS:	8-14
       TOKENS:	P243W3-P243W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAmiE_1]
   UNSPLITVOC:	(AljAmiE)
          POS:	DET+NOUN
          VOC:	Al+jAmiE
        GLOSS:	the+comprehensive/extensive/mosque/gatherer/collector/receiver/gathering/collecting

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P243W4
      OFFSETS:	14-15
       TOKENS:	P243W4-P243W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	وآه
     IS_TRANS:	w|h
        INDEX:	P243W5
      OFFSETS:	16-19
       TOKENS:	P243W5-P243W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(wi|ah)
          POS:	CONJ+INTERJ
          VOC:	wi+|ah
        GLOSS:	and+yes

 INPUT STRING:	قصدي
     IS_TRANS:	qSdy
        INDEX:	P243W6
      OFFSETS:	20-24
       TOKENS:	P243W7-P243W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaSod_1]
   UNSPLITVOC:	(qaSodiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	qaSod+iy
        GLOSS:	intent/purpose/goal/intentionally+my

 INPUT STRING:	عالكافي
     IS_TRANS:	EAlkAfy
        INDEX:	P243W7
      OFFSETS:	25-32
       TOKENS:	P243W9-P243W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(EAlkAfy)
          POS:	FOREIGN
          VOC:	EAlkAfy
        GLOSS:	nogloss

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P244W1
      OFFSETS:	0-3
       TOKENS:	P244W1-P244W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	شارع
     IS_TRANS:	$ArE
        INDEX:	P244W2
      OFFSETS:	4-8
       TOKENS:	P244W2-P244W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$AriE_1]
   UNSPLITVOC:	($AriE)
          POS:	NOUN
          VOC:	$AriE
        GLOSS:	street/streets/legislator

 INPUT STRING:	فلوريدا
     IS_TRANS:	flwrydA
        INDEX:	P244W3
      OFFSETS:	9-16
       TOKENS:	P244W3-P244W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foluwriydA_1]
   UNSPLITVOC:	(foluwriydA)
          POS:	NOUN_PROP
          VOC:	foluwriydA
        GLOSS:	Florida

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P244W4
      OFFSETS:	17-19
       TOKENS:	P244W4-P244W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P244W5
      OFFSETS:	19-20
       TOKENS:	P244W5-P244W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P245W1
      OFFSETS:	0-2
       TOKENS:	P245W1-P245W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/him

 INPUT STRING:	مول
     IS_TRANS:	mwl
        INDEX:	P245W2
      OFFSETS:	3-6
       TOKENS:	P245W3-P245W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muwl_1]
   UNSPLITVOC:	(muwl)
          POS:	NOUN
          VOC:	muwl
        GLOSS:	mall

 INPUT STRING:	اسمه
     IS_TRANS:	Asmh
        INDEX:	P245W3
      OFFSETS:	7-11
       TOKENS:	P245W4-P245W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisom_1]
   UNSPLITVOC:	(Aisomuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	Aisom+uh
        GLOSS:	name/names+his/its

 INPUT STRING:	فلوريدا
     IS_TRANS:	flwrydA
        INDEX:	P245W4
      OFFSETS:	12-19
       TOKENS:	P245W6-P245W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foluwriydA_1]
   UNSPLITVOC:	(foluwriydA)
          POS:	NOUN_PROP
          VOC:	foluwriydA
        GLOSS:	Florida

 INPUT STRING:	هناك
     IS_TRANS:	hnAk
        INDEX:	P245W5
      OFFSETS:	20-24
       TOKENS:	P245W7-P245W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hinAk_1]
   UNSPLITVOC:	(hinAk)
          POS:	ADV
          VOC:	hinAk
        GLOSS:	there

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P246W1
      OFFSETS:	0-4
       TOKENS:	P246W1-P246W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	حأجي
     IS_TRANS:	H>jy
        INDEX:	P246W2
      OFFSETS:	5-9
       TOKENS:	P246W2-P246W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jA_1]
   UNSPLITVOC:	(HaAajiy)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+jiy
        GLOSS:	will+I+came/come

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P246W3
      OFFSETS:	10-12
       TOKENS:	P246W4-P246W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	عند
     IS_TRANS:	End
        INDEX:	P246W4
      OFFSETS:	13-16
       TOKENS:	P246W5-P246W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanod)
          POS:	NOUN
          VOC:	Eanod
        GLOSS:	at/have/possession/with

 INPUT STRING:	موبل
     IS_TRANS:	mwbl
        INDEX:	P246W5
      OFFSETS:	17-21
       TOKENS:	P246W6-P246W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(mwbl)
          POS:	FOREIGN
          VOC:	mwbl
        GLOSS:	nogloss

 INPUT STRING:	مثلا
     IS_TRANS:	mvlA
        INDEX:	P246W6
      OFFSETS:	22-26
       TOKENS:	P246W7-P246W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maval_1]
   UNSPLITVOC:	(mavalAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	maval+AF
        GLOSS:	example/proverb/for example/proverbs/examples+[acc.indef.]

 INPUT STRING:	حأخش
     IS_TRANS:	H>x$
        INDEX:	P246W7
      OFFSETS:	27-31
       TOKENS:	P246W8-P246W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xa$~_1]
   UNSPLITVOC:	(HaAaxu$~)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+xu$~
        GLOSS:	will+I+enter

 INPUT STRING:	يمين
     IS_TRANS:	ymyn
        INDEX:	P246W8
      OFFSETS:	32-36
       TOKENS:	P246W10-P246W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yimiyn_1]
   UNSPLITVOC:	(yimiyn)
          POS:	NOUN
          VOC:	yimiyn
        GLOSS:	right side/right hand/to the right/oath/oaths/right/the right/rightism

 INPUT STRING:	وأمشي
     IS_TRANS:	w>m$y
        INDEX:	P246W9
      OFFSETS:	37-42
       TOKENS:	P246W11-P246W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$iy_1]
   UNSPLITVOC:	(wiAamo$iy)
          POS:	CONJ+IV1S+IV
          VOC:	wi+Aa+mo$iy
        GLOSS:	and+I+go/walk

 INPUT STRING:	حألاقي
     IS_TRANS:	H>lAqy
        INDEX:	P246W10
      OFFSETS:	43-49
       TOKENS:	P246W13-P246W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAqaY_1]
   UNSPLITVOC:	(HaAalAqiy)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+lAqiy
        GLOSS:	will+I+meet/encounter/be met/be encountered

 INPUT STRING:	الجامع
     IS_TRANS:	AljAmE
        INDEX:	P246W11
      OFFSETS:	50-56
       TOKENS:	P246W15-P246W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAmiE_1]
   UNSPLITVOC:	(AljAmiE)
          POS:	DET+NOUN
          VOC:	Al+jAmiE
        GLOSS:	the+comprehensive/extensive/mosque/gatherer/collector/receiver/gathering/collecting

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P246W12
      OFFSETS:	56-57
       TOKENS:	P246W16-P246W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	أخش
     IS_TRANS:	>x$
        INDEX:	P246W13
      OFFSETS:	58-61
       TOKENS:	P246W17-P246W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xa$~_1]
   UNSPLITVOC:	(Aaxu$~)
          POS:	IV1S+IV
          VOC:	Aa+xu$~
        GLOSS:	I+enter

 INPUT STRING:	ازاي
     IS_TRANS:	AzAy
        INDEX:	P246W14
      OFFSETS:	62-66
       TOKENS:	P246W18-P246W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aiz~Ay_1]
   UNSPLITVOC:	(Aiz~Ay)
          POS:	REL_ADV
          VOC:	Aiz~Ay
        GLOSS:	how

 INPUT STRING:	الكافي
     IS_TRANS:	AlkAfy
        INDEX:	P247W1
      OFFSETS:	0-6
       TOKENS:	P247W1-P247W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(AlkAfy)
          POS:	FOREIGN
          VOC:	AlkAfy
        GLOSS:	nogloss

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P247W2
      OFFSETS:	7-9
       TOKENS:	P247W2-P247W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	آخرة
     IS_TRANS:	|xrp
        INDEX:	P247W3
      OFFSETS:	10-14
       TOKENS:	P247W3-P247W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[|xir_1]
   UNSPLITVOC:	(|xiruh)
          POS:	ADJ_COMP+POSS_PRON_3MS
          VOC:	|xir+uh
        GLOSS:	last/end+his/its

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P248W1
      OFFSETS:	0-3
       TOKENS:	P248W1-P248W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	قشطة
     IS_TRANS:	q$Tp
        INDEX:	P248W2
      OFFSETS:	4-8
       TOKENS:	P248W2-P248W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qi$oTap_1]
   UNSPLITVOC:	(qi$oTap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qi$oT+ap
        GLOSS:	cream+[fem.sg.]

 INPUT STRING:	بأقول
     IS_TRANS:	b>qwl
        INDEX:	P249W1
      OFFSETS:	0-5
       TOKENS:	P249W1-P249W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(bAaquwl)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+quwl
        GLOSS:	[present-tense]+I+said/say/be said/(for example)

 INPUT STRING:	لك
     IS_TRANS:	lk
        INDEX:	P249W2
      OFFSETS:	6-8
       TOKENS:	P249W3-P249W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lak)
          POS:	PREP+PRON_2MS
          VOC:	li+ak
        GLOSS:	for/to+you

 INPUT STRING:	تعالى
     IS_TRANS:	tEAlY
        INDEX:	P249W3
      OFFSETS:	9-14
       TOKENS:	P249W5-P249W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[taEAlaY_1]
   UNSPLITVOC:	(taEAlaY)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	taEAlaY+(null)
        GLOSS:	come/be high/be raised/be exalted+you

 INPUT STRING:	فيفا
     IS_TRANS:	fyfA
        INDEX:	P249W4
      OFFSETS:	15-19
       TOKENS:	P249W6-P249W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiyfA_1]
   UNSPLITVOC:	(fiyfA)
          POS:	NOUN_PROP
          VOC:	fiyfA
        GLOSS:	FIFA (Federation Internationale de Football Association)

 INPUT STRING:	بكرة
     IS_TRANS:	bkrp
        INDEX:	P249W5
      OFFSETS:	20-24
       TOKENS:	P249W7-P249W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bukorap_1]
   UNSPLITVOC:	(bukorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	bukor+ap
        GLOSS:	tomorrow+[fem.sg.]

 INPUT STRING:	تخش
     IS_TRANS:	tx$
        INDEX:	P250W1
      OFFSETS:	0-3
       TOKENS:	P250W1-P250W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xa$~_1]
   UNSPLITVOC:	(tixu$~)
          POS:	IV2MS+IV
          VOC:	ti+xu$~
        GLOSS:	you+enter

 INPUT STRING:	يمين
     IS_TRANS:	ymyn
        INDEX:	P250W2
      OFFSETS:	4-8
       TOKENS:	P250W2-P250W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yimiyn_1]
   UNSPLITVOC:	(yimiyn)
          POS:	NOUN
          VOC:	yimiyn
        GLOSS:	right side/right hand/to the right/oath/oaths/right/the right/rightism

 INPUT STRING:	برضه
     IS_TRANS:	brDh
        INDEX:	P250W3
      OFFSETS:	9-13
       TOKENS:	P250W3-P250W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baroDuh_1]
   UNSPLITVOC:	(baroDuh)
          POS:	ADV
          VOC:	baroDuh
        GLOSS:	also

 INPUT STRING:	وحتلاقوا
     IS_TRANS:	wHtlAqwA
        INDEX:	P250W4
      OFFSETS:	14-22
       TOKENS:	P250W4-P250W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAqaY_1]
   UNSPLITVOC:	(wiHatilAquwA)
          POS:	CONJ+FUT_PART+IV2P+IV+IVSUFF_SUBJ:P
          VOC:	wi+Ha+ti+lAq+uwA
        GLOSS:	and+will+you+meet/encounter/be met/be encountered+[pl.]

 INPUT STRING:	قدامك
     IS_TRANS:	qdAmk
        INDEX:	P250W5
      OFFSETS:	23-28
       TOKENS:	P250W7-P250W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qud~Am_1]
   UNSPLITVOC:	(qud~Amak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	qud~Am+ak
        GLOSS:	front/in front of+your

 INPUT STRING:	جنينة
     IS_TRANS:	jnynp
        INDEX:	P250W6
      OFFSETS:	29-34
       TOKENS:	P250W9-P250W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jiniynap_1]
   UNSPLITVOC:	(jiniynap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	jiniyn+ap
        GLOSS:	garden/gardens/park/orchard/public garden/recreation ground+[fem.sg.]

 INPUT STRING:	طويلة
     IS_TRANS:	Twylp
        INDEX:	P250W7
      OFFSETS:	35-40
       TOKENS:	P250W10-P250W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tawiyl_1]
   UNSPLITVOC:	(Tawiylap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Tawiyl+ap
        GLOSS:	tall/long/for a long time/at length/extensively+[fem.sg.]

 INPUT STRING:	تمشي
     IS_TRANS:	tm$y
        INDEX:	P251W1
      OFFSETS:	0-4
       TOKENS:	P251W1-P251W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ma$aY_1]
   UNSPLITVOC:	(timo$iy)
          POS:	IV2MS+IV
          VOC:	ti+mo$iy
        GLOSS:	you+walk/proceed

 INPUT STRING:	ربعها
     IS_TRANS:	rbEhA
        INDEX:	P251W2
      OFFSETS:	5-10
       TOKENS:	P251W2-P251W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rubuE_1]
   UNSPLITVOC:	(ruboEahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	ruboEa+hA
        GLOSS:	quarters/fourths+its/their/her

 INPUT STRING:	وخليك
     IS_TRANS:	wxlyk
        INDEX:	P251W3
      OFFSETS:	11-16
       TOKENS:	P251W4-P251W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xalaY_1]
   UNSPLITVOC:	(wixaliyik)
          POS:	CONJ+CV+CVSUFF_SUBJ:2MS
          VOC:	wi+xaliy+ak
        GLOSS:	and+let+you

 INPUT STRING:	باصص
     IS_TRANS:	bASS
