 INPUT STRING:	كلت
 INPUT STRING:	سوا
     IS_TRANS:	swA
        INDEX:	P97W3
      OFFSETS:	12-15
       TOKENS:	P97W5-P97W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sawA_1]
   UNSPLITVOC:	(sawA)
          POS:	NOUN
          VOC:	sawA
        GLOSS:	together

 INPUT STRING:	اصلا
     IS_TRANS:	ASlA
        INDEX:	P98W1
      OFFSETS:	0-4
       TOKENS:	P98W1-P98W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>aSol+AF
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily+[acc.indef.]

 INPUT STRING:	الاجازة
     IS_TRANS:	AlAjAzp
        INDEX:	P98W2
      OFFSETS:	5-12
       TOKENS:	P98W2-P98W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ajAzap_1]
   UNSPLITVOC:	(AlAjAzap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+AjAz+ap
        GLOSS:	the+furlough/permit/holiday/leave/certificate/degree/forgiveness/pardon+[fem.sg.]

 INPUT STRING:	صغيرة
     IS_TRANS:	Sgyrp
        INDEX:	P98W3
      OFFSETS:	13-18
       TOKENS:	P98W3-P98W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sugay~ar_1]
   UNSPLITVOC:	(Sugay~arap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Sugay~ar+ap
        GLOSS:	young/small+[fem.sg.]

 INPUT STRING:	ونصها
     IS_TRANS:	wnShA
        INDEX:	P98W4
      OFFSETS:	19-24
       TOKENS:	P98W4-P98W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nuS~_1]
   UNSPLITVOC:	(winuS~ahA)
          POS:	CONJ+NOUN_QUANT+POSS_PRON_3FS
          VOC:	wi+nuS~+hA
        GLOSS:	and+halves/half/centre half/splitting/crack/gap/cracks/gaps+its/their/her

 INPUT STRING:	ضايع
     IS_TRANS:	DAyE
        INDEX:	P98W5
      OFFSETS:	25-29
       TOKENS:	P98W7-P98W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DAyiE_1]
   UNSPLITVOC:	(DAyiE)
          POS:	ADJ
          VOC:	DAyiE
        GLOSS:	be lost

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P98W6
      OFFSETS:	30-32
       TOKENS:	P98W8-P98W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	رمضان
     IS_TRANS:	rmDAn
        INDEX:	P98W7
      OFFSETS:	33-38
       TOKENS:	P98W9-P98W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ramaDAn_1]
   UNSPLITVOC:	(ramaDAn)
          POS:	NOUN_PROP
          VOC:	ramaDAn
        GLOSS:	Ramadan

 INPUT STRING:	فمش
     IS_TRANS:	fm$
        INDEX:	P98W8
      OFFSETS:	39-42
       TOKENS:	P98W10-P98W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(fami$)
          POS:	CONJ+NEG_PART
          VOC:	fa+mi$
        GLOSS:	so/and+not

 INPUT STRING:	ناقصة
     IS_TRANS:	nAqSp
        INDEX:	P98W9
      OFFSETS:	43-48
       TOKENS:	P98W12-P98W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAqiS_1]
   UNSPLITVOC:	(nAqoSap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	nAqoS+ap
        GLOSS:	incomplete/defective/lacking+[fem.sg.]

 INPUT STRING:	الاجازة
     IS_TRANS:	AlAjAzp
        INDEX:	P98W10
      OFFSETS:	49-56
       TOKENS:	P98W13-P98W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ajAzap_1]
   UNSPLITVOC:	(AlAjAzap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+AjAz+ap
        GLOSS:	the+furlough/permit/holiday/leave/certificate/degree/forgiveness/pardon+[fem.sg.]

 INPUT STRING:	تقل
     IS_TRANS:	tql
        INDEX:	P98W11
      OFFSETS:	57-60
       TOKENS:	P98W14-P98W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qal~_1]
   UNSPLITVOC:	(tiqil~)
          POS:	IV3FS+IV
          VOC:	ti+qil~
        GLOSS:	it/they/she+be less/decrease/diminish/decreased

 INPUT STRING:	كمان
     IS_TRANS:	kmAn
        INDEX:	P98W12
      OFFSETS:	61-65
       TOKENS:	P98W15-P98W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	metabolism/also/else

 INPUT STRING:	رمضان
     IS_TRANS:	rmDAn
        INDEX:	P99W1
      OFFSETS:	0-5
       TOKENS:	P99W1-P99W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ramaDAn_1]
   UNSPLITVOC:	(ramaDAn)
          POS:	NOUN_PROP
          VOC:	ramaDAn
        GLOSS:	Ramadan

 INPUT STRING:	اصلت
     IS_TRANS:	ASlt
        INDEX:	P99W2
      OFFSETS:	6-10
       TOKENS:	P99W2-P99W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(ASlt)
          POS:	TYPO
          VOC:	ASlt
        GLOSS:	nogloss

 INPUT STRING:	اصلا
     IS_TRANS:	ASlA
        INDEX:	P100W1
      OFFSETS:	0-4
       TOKENS:	P100W1-P100W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>aSol+AF
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily+[acc.indef.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P101W1
      OFFSETS:	0-2
       TOKENS:	P101W1-P101W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	اجازه
     IS_TRANS:	AjAzh
        INDEX:	P101W2
      OFFSETS:	3-8
       TOKENS:	P101W2-P101W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ajAzap_1]
   UNSPLITVOC:	(>ajAzap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	>ajAz+ap
        GLOSS:	furlough/permit/holiday/leave/certificate/degree/forgiveness/pardon+[fem.sg.]

 INPUT STRING:	نهائة
     IS_TRANS:	nhA}p
        INDEX:	P101W3
      OFFSETS:	9-14
       TOKENS:	P101W3-P101W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(nhA}p)
          POS:	TYPO
          VOC:	nhA}p
        GLOSS:	nogloss

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P102W1
      OFFSETS:	0-1
       TOKENS:	P102W1-P102W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P102W2
      OFFSETS:	2-4
       TOKENS:	P102W2-P102W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not/non-

 INPUT STRING:	تعرفى
     IS_TRANS:	tErfY
        INDEX:	P102W3
      OFFSETS:	5-10
       TOKENS:	P102W3-P102W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eirif_1]
   UNSPLITVOC:	(tiEorafiy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+Eoraf+iy
        GLOSS:	you+know+you

 INPUT STRING:	تخرجى
     IS_TRANS:	txrjY
        INDEX:	P102W4
      OFFSETS:	11-16
       TOKENS:	P102W4-P102W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaraj_1]
   UNSPLITVOC:	(tuxorujiy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	tu+xoruj+iy
        GLOSS:	you+go out/exit/leave+you

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P102W5
      OFFSETS:	17-20
       TOKENS:	P102W5-P102W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not/non-

 INPUT STRING:	تسافرى
     IS_TRANS:	tsAfrY
        INDEX:	P102W6
      OFFSETS:	21-27
       TOKENS:	P102W7-P102W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAfir_1]
   UNSPLITVOC:	(tisAforiy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+sAfor+iy
        GLOSS:	you+travel+you

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P102W7
      OFFSETS:	28-29
       TOKENS:	P102W8-P102W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P102W8
      OFFSETS:	30-32
       TOKENS:	P102W9-P102W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not/non-

 INPUT STRING:	تصيفى
     IS_TRANS:	tSyfY
        INDEX:	P102W9
      OFFSETS:	33-38
       TOKENS:	P102W10-P102W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Say~if_1]
   UNSPLITVOC:	(tiSay~ifiy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+Say~if+iy
        GLOSS:	you+spend the summer+you

 INPUT STRING:	خالص
     IS_TRANS:	xAlS
        INDEX:	P103W1
      OFFSETS:	0-4
       TOKENS:	P103W1-P103W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAliS_1]
   UNSPLITVOC:	(xAliS)
          POS:	ADJ
          VOC:	xAliS
        GLOSS:	pure/clear/sincere

 INPUT STRING:	كله
     IS_TRANS:	klh
        INDEX:	P104W1
      OFFSETS:	0-3
       TOKENS:	P104W1-P104W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~uh)
          POS:	NOUN_QUANT+POSS_PRON_3MS
          VOC:	kul~+uh
        GLOSS:	all/entire/every/whole+his/its

 INPUT STRING:	نوم
     IS_TRANS:	nwm
        INDEX:	P104W2
      OFFSETS:	4-7
       TOKENS:	P104W3-P104W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nuwm_1]
   UNSPLITVOC:	(nuwm)
          POS:	NOUN
          VOC:	nuwm
        GLOSS:	sleep

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P104W3
      OFFSETS:	8-9
       TOKENS:	P104W4-P104W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	عباده
     IS_TRANS:	EbAdh
        INDEX:	P104W4
      OFFSETS:	10-15
       TOKENS:	P104W5-P104W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EibAdap_1]
   UNSPLITVOC:	(EibAdap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	EibAd+ap
        GLOSS:	worship/religious practice+[fem.sg.]

 INPUT STRING:	بيتوتى
     IS_TRANS:	bytwtY
        INDEX:	P104W5
      OFFSETS:	16-22
       TOKENS:	P104W6-P104W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baytuwtiy_1]
   UNSPLITVOC:	(baytuwtiy)
          POS:	ADJ
          VOC:	baytuwtiy
        GLOSS:	homely

 INPUT STRING:	بيتوتى
     IS_TRANS:	bytwtY
        INDEX:	P104W6
      OFFSETS:	23-29
       TOKENS:	P104W7-P104W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baytuwtiy_1]
   UNSPLITVOC:	(baytuwtiy)
          POS:	ADJ
          VOC:	baytuwtiy
        GLOSS:	homely

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P105W1
      OFFSETS:	0-1
       TOKENS:	P105W1-P105W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	عزومتين
     IS_TRANS:	Ezwmtyn
        INDEX:	P105W2
      OFFSETS:	2-9
       TOKENS:	P105W2-P105W2
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(Ezwmtyn)
          POS:	NO_FUNC
          VOC:	Ezwmtyn
        GLOSS:	nogloss

 INPUT STRING:	فبيوت
     IS_TRANS:	fbywt
        INDEX:	P105W3
      OFFSETS:	10-15
       TOKENS:	P105W3-P105W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[biyt_1]
   UNSPLITVOC:	(fibiyuwt)
          POS:	PREP+NOUN
          VOC:	fi+biyuwt
        GLOSS:	in+house/houses/verse/verses

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P105W4
      OFFSETS:	16-19
       TOKENS:	P105W5-P105W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	نور
     IS_TRANS:	nwr
        INDEX:	P105W5
      OFFSETS:	20-23
       TOKENS:	P105W6-P105W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nuwr_1]
   UNSPLITVOC:	(nuwr)
          POS:	NOUN
          VOC:	nuwr
        GLOSS:	light/lights

 INPUT STRING:	مقطوع
     IS_TRANS:	mqTwE
        INDEX:	P105W6
      OFFSETS:	24-29
       TOKENS:	P105W7-P105W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maqoTuwE_1]
   UNSPLITVOC:	(maqoTuwE)
          POS:	ADJ
          VOC:	maqoTuwE
        GLOSS:	cut off/severed

 INPUT STRING:	فسكندريه
     IS_TRANS:	fskndryh
        INDEX:	P105W7
      OFFSETS:	30-38
       TOKENS:	P105W8-P105W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aisokinodiriy~ap_1]
   UNSPLITVOC:	(fisokinodiriy~ap)
          POS:	PREP+NOUN_PROP+NSUFF_FEM_SG
          VOC:	fi+Aisokinodiriy~+ap
        GLOSS:	in+Alexandria+[fem.sg.]

 INPUT STRING:	حاجه
     IS_TRANS:	HAjh
        INDEX:	P105W8
      OFFSETS:	39-43
       TOKENS:	P105W10-P105W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	اخر
     IS_TRANS:	Axr
        INDEX:	P105W9
      OFFSETS:	44-47
       TOKENS:	P105W11-P105W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[|axar_1]
   UNSPLITVOC:	(|axir)
          POS:	ADJ
          VOC:	|axir
        GLOSS:	other/another/last/end/the last/extreme/utmost/second

 INPUT STRING:	اوبهه
     IS_TRANS:	Awbhh
        INDEX:	P105W10
      OFFSETS:	48-53
       TOKENS:	P105W12-P105W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ub~ahap_1]
   UNSPLITVOC:	(>uwb~ahap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	>uwb~ah+ap
        GLOSS:	pageantry+[fem.sg.]

 INPUT STRING:	الاجازه
     IS_TRANS:	AlAjAzh
        INDEX:	P106W1
      OFFSETS:	0-7
       TOKENS:	P106W1-P106W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ajAzap_1]
   UNSPLITVOC:	(AlAjAzap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+AjAz+ap
        GLOSS:	the+furlough/permit/holiday/leave/certificate/degree/forgiveness/pardon+[fem.sg.]

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P106W2
      OFFSETS:	8-10
       TOKENS:	P106W2-P106W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	شكلها
     IS_TRANS:	$klhA
        INDEX:	P106W3
      OFFSETS:	11-16
       TOKENS:	P106W3-P106W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$akol_1]
   UNSPLITVOC:	($akolahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	$akol+hA
        GLOSS:	manner/form/configuration/manners/types/forms/configurations+its/their/her

 INPUT STRING:	وانا
     IS_TRANS:	wAnA
        INDEX:	P107W1
      OFFSETS:	0-4
       TOKENS:	P107W1-P107W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(wiAnA)
          POS:	CONJ+PRON_1S
          VOC:	wi+AnA
        GLOSS:	and+I/me

 INPUT STRING:	كمان
     IS_TRANS:	kmAn
        INDEX:	P107W2
      OFFSETS:	5-9
       TOKENS:	P107W3-P107W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	metabolism/also/else

 INPUT STRING:	بسافر
     IS_TRANS:	bsAfr
        INDEX:	P107W3
      OFFSETS:	10-15
       TOKENS:	P107W4-P107W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAfir_1]
   UNSPLITVOC:	(basAfir)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+sAfir
        GLOSS:	[present-tense]+I+travel

 INPUT STRING:	طنطا
     IS_TRANS:	TnTA
        INDEX:	P107W4
      OFFSETS:	16-20
       TOKENS:	P107W6-P107W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TanoTA_1]
   UNSPLITVOC:	(TanoTA)
          POS:	NOUN_PROP
          VOC:	TanoTA
        GLOSS:	Tanta

 INPUT STRING:	لاهل
     IS_TRANS:	lAhl
        INDEX:	P107W5
      OFFSETS:	21-25
       TOKENS:	P107W7-P107W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ahol_1]
   UNSPLITVOC:	(li>ahol)
          POS:	PREP+NOUN
          VOC:	li+>ahol
        GLOSS:	for/to+family/people/families/folk/indigenous people/qualified/welcome!

 INPUT STRING:	محمد
     IS_TRANS:	mHmd
        INDEX:	P107W6
      OFFSETS:	26-30
       TOKENS:	P107W9-P107W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[miHam~ad_1]
   UNSPLITVOC:	(miHam~ad)
          POS:	NOUN_PROP
          VOC:	miHam~ad
        GLOSS:	Mohamed/Mohammed/Muhammad

 INPUT STRING:	فعندي
     IS_TRANS:	fEndy
        INDEX:	P107W7
      OFFSETS:	31-36
       TOKENS:	P107W10-P107W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(faEanodiy)
          POS:	CONJ+NOUN+POSS_PRON_1S
          VOC:	fa+Eanod+iy
        GLOSS:	so/and+at/have/possession/with+my

 INPUT STRING:	نص
     IS_TRANS:	nS
        INDEX:	P107W8
      OFFSETS:	37-39
       TOKENS:	P107W13-P107W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nuS~_1]
   UNSPLITVOC:	(nuS~)
          POS:	NOUN_QUANT
          VOC:	nuS~
        GLOSS:	halves/half/centre half/splitting/crack/gap/cracks/gaps

 INPUT STRING:	الاجازة
     IS_TRANS:	AlAjAzp
        INDEX:	P107W9
      OFFSETS:	40-47
       TOKENS:	P107W14-P107W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ajAzap_1]
   UNSPLITVOC:	(AlAjAzap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+AjAz+ap
        GLOSS:	the+furlough/permit/holiday/leave/certificate/degree/forgiveness/pardon+[fem.sg.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P107W10
      OFFSETS:	48-50
       TOKENS:	P107W15-P107W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	محسوب
     IS_TRANS:	mHswb
        INDEX:	P107W11
      OFFSETS:	51-56
       TOKENS:	P107W16-P107W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHosuwb_1]
   UNSPLITVOC:	(maHosuwb)
          POS:	ADJ
          VOC:	maHosuwb
        GLOSS:	calculated/measured

 INPUT STRING:	عندي
     IS_TRANS:	Endy
        INDEX:	P107W12
      OFFSETS:	57-61
       TOKENS:	P107W17-P107W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanodiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Eanod+iy
        GLOSS:	at/have/possession/with+my

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P107W13
      OFFSETS:	62-67
       TOKENS:	P107W19-P107W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Eala$An)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	بكون
     IS_TRANS:	bkwn
        INDEX:	P107W14
      OFFSETS:	68-72
       TOKENS:	P107W21-P107W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(bakuwn)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+kuwn
        GLOSS:	[present-tense]+I+be/was/were

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P107W15
      OFFSETS:	73-75
       TOKENS:	P107W23-P107W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	طنطا
