 INPUT STRING:	بخ
   UNSPLITVOC:	(lihum)
          POS:	PREP+PRON_3P
          VOC:	li+hum
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+them

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P59W29
      OFFSETS:	139-141
       TOKENS:	P59W35-P59W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	لكي
     IS_TRANS:	lky
        INDEX:	P59W30
      OFFSETS:	142-145
       TOKENS:	P59W36-P59W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liki)
          POS:	PREP+PRON_2FS
          VOC:	li+ik
        GLOSS:	for/to+you

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P59W31
      OFFSETS:	146-147
       TOKENS:	P59W38-P59W38
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

