 INPUT STRING:	هوبا

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P101W4
      OFFSETS:	13-16
       TOKENS:	P101W5-P101W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ealiy_1]
   UNSPLITVOC:	(Ealiy)
          POS:	NOUN_PROP
          VOC:	Ealiy
        GLOSS:	Ali

 INPUT STRING:	اهبل
     IS_TRANS:	Ahbl
        INDEX:	P101W5
      OFFSETS:	17-21
       TOKENS:	P101W6-P101W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ahobal_1]
   UNSPLITVOC:	(>ahobal)
          POS:	ADJ
          VOC:	>ahobal
        GLOSS:	dim-witted/imbecile/imbeciles

 INPUT STRING:	
     IS_TRANS:	&#xe056;
        INDEX:	P101W6
      OFFSETS:	22-23
       TOKENS:	P101W7-P101W7
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(&#xe056;)
          POS:	NO_FUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	بيكلم
     IS_TRANS:	byklm
        INDEX:	P102W1
      OFFSETS:	0-5
       TOKENS:	P102W1-P102W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(biyikal~im)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+kal~im
        GLOSS:	[present-tense]+he/it+talk/speak/talk to

 INPUT STRING:	بجاد
     IS_TRANS:	bjAd
        INDEX:	P102W2
      OFFSETS:	6-10
       TOKENS:	P102W3-P102W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bijAd_1]
   UNSPLITVOC:	(bijAd)
          POS:	NOUN_PROP
          VOC:	bijAd
        GLOSS:	Begad

 INPUT STRING:	عالسكايب
     IS_TRANS:	EAlskAyb
        INDEX:	P102W3
      OFFSETS:	11-19
       TOKENS:	P102W4-P102W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(EAlskAyb)
          POS:	TYPO
          VOC:	EAlskAyb
        GLOSS:	nogloss

 INPUT STRING:	كانوا
     IS_TRANS:	kAnwA
        INDEX:	P102W4
      OFFSETS:	20-25
       TOKENS:	P102W5-P102W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	kAn+uwA
        GLOSS:	be/was/were+they

 INPUT STRING:	مزعلين
     IS_TRANS:	mzElyn
        INDEX:	P102W5
      OFFSETS:	26-32
       TOKENS:	P102W6-P102W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mizaE~al_1]
   UNSPLITVOC:	(mizaE~aliyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	mizaE~al+iyn
        GLOSS:	annoying/make angry/making angry/make sad+two

 INPUT STRING:	فاطمه
     IS_TRANS:	fATmh
        INDEX:	P102W6
      OFFSETS:	33-38
       TOKENS:	P102W7-P102W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fATomap_1]
   UNSPLITVOC:	(fATomap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	fATom+ap
        GLOSS:	Fatima/Fatna+[fem.sg.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P103W1
      OFFSETS:	0-2
       TOKENS:	P103W1-P103W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عاوز
     IS_TRANS:	EAwz
        INDEX:	P103W2
      OFFSETS:	3-7
       TOKENS:	P103W2-P103W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAwiz_1]
   UNSPLITVOC:	(EAwiz)
          POS:	ADJ.VN
          VOC:	EAwiz
        GLOSS:	wanting/needing

 INPUT STRING:	يكتب
     IS_TRANS:	yktb
        INDEX:	P103W3
      OFFSETS:	8-12
       TOKENS:	P103W3-P103W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[katab_1]
   UNSPLITVOC:	(yikotib)
          POS:	IV3MS+IV
          VOC:	yi+kotib
        GLOSS:	he/it+write/be written/be fated/be destined

 INPUT STRING:	الهومورك
     IS_TRANS:	Alhwmwrk
        INDEX:	P103W4
      OFFSETS:	13-21
       TOKENS:	P103W4-P103W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Alhwmwrk)
          POS:	TYPO
          VOC:	Alhwmwrk
        GLOSS:	nogloss

 INPUT STRING:	فبابا
     IS_TRANS:	fbAbA
        INDEX:	P104W1
      OFFSETS:	0-5
       TOKENS:	P104W1-P104W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAbA_1]
   UNSPLITVOC:	(fabAbA)
          POS:	CONJ+NOUN
          VOC:	fa+bAbA
        GLOSS:	so/and+Pope

 INPUT STRING:	بيقله
     IS_TRANS:	byqlh
        INDEX:	P104W2
      OFFSETS:	6-11
       TOKENS:	P104W3-P104W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(biyqul~uh)
          POS:	PROG_PART+IV3MS+IV+PREP+PRON_3MS
          VOC:	bi+yi+qul+li+uh
        GLOSS:	[present-tense]+he/it+say+to/for+him

 INPUT STRING:	عيب
     IS_TRANS:	Eyb
        INDEX:	P104W3
      OFFSETS:	12-15
       TOKENS:	P104W7-P104W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eiyb_1]
   UNSPLITVOC:	(Eiyb)
          POS:	NOUN
          VOC:	Eiyb
        GLOSS:	shame/fault/faults/weaknesses

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P104W4
      OFFSETS:	16-19
       TOKENS:	P104W8-P104W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P104W5
      OFFSETS:	20-22
       TOKENS:	P104W9-P104W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	بجاد
     IS_TRANS:	bjAd
        INDEX:	P104W6
      OFFSETS:	23-27
       TOKENS:	P104W10-P104W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bijAd_1]
   UNSPLITVOC:	(bijAd)
          POS:	NOUN_PROP
          VOC:	bijAd
        GLOSS:	Begad

 INPUT STRING:	اسمع
     IS_TRANS:	AsmE
        INDEX:	P104W7
      OFFSETS:	28-32
       TOKENS:	P104W11-P104W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[samaE_1]
   UNSPLITVOC:	(AisomaE)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	AisomaE+(null)
        GLOSS:	Gloss:TBA+you

 INPUT STRING:	كلام
     IS_TRANS:	klAm
        INDEX:	P104W8
      OFFSETS:	33-37
       TOKENS:	P104W12-P104W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAm)
          POS:	NOUN
          VOC:	kalAm
        GLOSS:	speech/statement/remark/talk/saying

 INPUT STRING:	ماما
     IS_TRANS:	mAmA
        INDEX:	P104W9
      OFFSETS:	38-42
       TOKENS:	P104W13-P104W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAmA_1]
   UNSPLITVOC:	(mAmA)
          POS:	NOUN
          VOC:	mAmA
        GLOSS:	mama

 INPUT STRING:	تخيلى
     IS_TRANS:	txylY
        INDEX:	P105W1
      OFFSETS:	0-5
       TOKENS:	P105W1-P105W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitoxay~il_1]
   UNSPLITVOC:	(taxay~aliy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	taxay~al+iy
        GLOSS:	let go/imagine+you

 INPUT STRING:	يقله
     IS_TRANS:	yqlh
        INDEX:	P105W2
      OFFSETS:	6-10
       TOKENS:	P105W2-P105W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(yiqul~uh)
          POS:	IV3MS+IV+PREP+PRON_3MS
          VOC:	yi+qul+li+uh
        GLOSS:	he/it+say+to/for+him

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P105W3
      OFFSETS:	11-14
       TOKENS:	P105W5-P105W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	EXCLAM_PRON
          VOC:	<iyh
        GLOSS:	Gloss:TBA

 INPUT STRING:	جدو
     IS_TRANS:	jdw
        INDEX:	P106W1
      OFFSETS:	0-3
       TOKENS:	P106W1-P106W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jid~uw_1]
   UNSPLITVOC:	(jid~uw)
          POS:	NOUN
          VOC:	jid~uw
        GLOSS:	grandpa

 INPUT STRING:	كلمنى
     IS_TRANS:	klmnY
        INDEX:	P106W2
      OFFSETS:	4-9
       TOKENS:	P106W2-P106W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(kal~imniy)
          POS:	CV+CVSUFF_SUBJ:2MS+CVSUFF_DO:1S
          VOC:	kal~im+(null)+niy
        GLOSS:	talk/speak/talk to+you+me

 INPUT STRING:	باحترام
     IS_TRANS:	bAHtrAm
        INDEX:	P106W3
      OFFSETS:	10-17
       TOKENS:	P106W4-P106W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iHotirAm_1]
   UNSPLITVOC:	(bi<iHotirAm)
          POS:	PREP+NOUN
          VOC:	bi+<iHotirAm
        GLOSS:	with/by+respect/honoring

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P106W4
      OFFSETS:	18-19
       TOKENS:	P106W6-P106W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	ادب
     IS_TRANS:	Adb
        INDEX:	P106W5
      OFFSETS:	20-23
       TOKENS:	P106W7-P106W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>adab_1]
   UNSPLITVOC:	(>adab)
          POS:	NOUN
          VOC:	>adab
        GLOSS:	literature/good manners/etiquette

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P107W1
      OFFSETS:	0-2
       TOKENS:	P107W1-P107W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy_1]
   UNSPLITVOC:	(hiy)
          POS:	INTERJ
          VOC:	hiy
        GLOSS:	laugh

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P107W2
      OFFSETS:	3-5
       TOKENS:	P107W2-P107W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy_1]
   UNSPLITVOC:	(hiy)
          POS:	INTERJ
          VOC:	hiy
        GLOSS:	laugh

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P107W3
      OFFSETS:	6-8
       TOKENS:	P107W3-P107W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy_1]
   UNSPLITVOC:	(hiy)
          POS:	INTERJ
          VOC:	hiy
        GLOSS:	laugh

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P108W1
      OFFSETS:	0-1
       TOKENS:	P108W1-P108W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	stop
     IS_TRANS:	stop
        INDEX:	P108W2
      OFFSETS:	2-6
       TOKENS:	P108W2-P108W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(stop)
          POS:	TRANSLIT_ERR
          VOC:	stop
        GLOSS:	stop

 INPUT STRING:	خلاص
     IS_TRANS:	xlAS
        INDEX:	P108W3
      OFFSETS:	7-11
       TOKENS:	P108W3-P108W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(xalAS)
          POS:	NOUN
          VOC:	xalAS
        GLOSS:	deliverance/salvation/settlement

 INPUT STRING:	مفيش
     IS_TRANS:	mfy$
        INDEX:	P108W4
      OFFSETS:	12-16
       TOKENS:	P108W4-P108W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(mAfiyh$)
          POS:	NEG_PART+PREP+PRON_3MS+NEG_PART
          VOC:	mA+fiy+h+$
        GLOSS:	not+in+him+not

 INPUT STRING:	كلام
     IS_TRANS:	klAm
        INDEX:	P108W5
      OFFSETS:	17-21
       TOKENS:	P108W8-P108W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAm)
          POS:	NOUN
          VOC:	kalAm
        GLOSS:	speech/statement/remark/talk/saying

 INPUT STRING:	تانى
     IS_TRANS:	tAnY
        INDEX:	P108W6
      OFFSETS:	22-26
       TOKENS:	P108W9-P108W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAniy_1]
   UNSPLITVOC:	(tAniy)
          POS:	ADJ
          VOC:	tAniy
        GLOSS:	second/next/II/secondly/thani/other/another/the last

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P109W1
      OFFSETS:	0-2
       TOKENS:	P109W1-P109W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	عسل
     IS_TRANS:	Esl
        INDEX:	P109W2
      OFFSETS:	3-6
       TOKENS:	P109W2-P109W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Easal_1]
   UNSPLITVOC:	(Easal)
          POS:	NOUN
          VOC:	Easal
        GLOSS:	honey

 INPUT STRING:	اوي
     IS_TRANS:	Awy
        INDEX:	P109W3
      OFFSETS:	7-10
       TOKENS:	P109W3-P109W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>awiy_1]
   UNSPLITVOC:	(>awiy)
          POS:	ADJ
          VOC:	>awiy
        GLOSS:	very/much/powerful/very much/strong

 INPUT STRING:	طبعا
     IS_TRANS:	TbEA
        INDEX:	P109W4
      OFFSETS:	11-15
       TOKENS:	P109W4-P109W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaboE_1]
   UNSPLITVOC:	(TaboEAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	TaboE+AF
        GLOSS:	temperament/naturally/of course/printing+[acc.indef.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P110W1
      OFFSETS:	0-1
       TOKENS:	P110W1-P110W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	قام
     IS_TRANS:	qAm
        INDEX:	P110W2
      OFFSETS:	2-5
       TOKENS:	P110W2-P110W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAm_1]
   UNSPLITVOC:	(qAm)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	qAm+(null)
        GLOSS:	undertake/carry out/rise/stand/get up/do/be based (on)+he/it

 INPUT STRING:	قفل
     IS_TRANS:	qfl
        INDEX:	P110W3
      OFFSETS:	6-9
       TOKENS:	P110W3-P110W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qafal_1]
   UNSPLITVOC:	(qafal)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	qafal+(null)
        GLOSS:	return/lock+he/it

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P111W1
      OFFSETS:	0-2
       TOKENS:	P111W1-P111W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy_1]
   UNSPLITVOC:	(hiy)
          POS:	INTERJ
          VOC:	hiy
        GLOSS:	laugh

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P111W2
      OFFSETS:	3-5
       TOKENS:	P111W2-P111W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy_1]
   UNSPLITVOC:	(hiy)
          POS:	INTERJ
          VOC:	hiy
        GLOSS:	laugh

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P111W3
      OFFSETS:	6-8
       TOKENS:	P111W3-P111W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy_1]
   UNSPLITVOC:	(hiy)
          POS:	INTERJ
          VOC:	hiy
        GLOSS:	laugh

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P111W4
      OFFSETS:	9-11
       TOKENS:	P111W4-P111W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	شخصية
     IS_TRANS:	$xSyp
        INDEX:	P111W5
      OFFSETS:	12-17
       TOKENS:	P111W5-P111W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$axoSiy~ap_1]
   UNSPLITVOC:	($axoSiy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$axoSiy~+ap
        GLOSS:	identity/person/personality/individual/identities/personalities/persons/individuals+[fem.sg.]

 INPUT STRING:	اوي
     IS_TRANS:	Awy
        INDEX:	P111W6
      OFFSETS:	18-21
       TOKENS:	P111W6-P111W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(>awiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	مازن
     IS_TRANS:	mAzn
        INDEX:	P112W1
      OFFSETS:	0-4
       TOKENS:	P112W1-P112W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAzin_1]
   UNSPLITVOC:	(mAzin)
          POS:	NOUN_PROP
          VOC:	mAzin
        GLOSS:	Mazen/Mazin

 INPUT STRING:	مره
     IS_TRANS:	mrh
        INDEX:	P112W2
      OFFSETS:	5-8
       TOKENS:	P112W2-P112W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mar~ap_1]
   UNSPLITVOC:	(mar~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mar~+ap
        GLOSS:	occasion/time/moment/occasions/times/moments/once/one time+[fem.sg.]

 INPUT STRING:	زعل
     IS_TRANS:	zEl
        INDEX:	P112W3
      OFFSETS:	9-12
       TOKENS:	P112W3-P112W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zaE~al_1]
   UNSPLITVOC:	(zaE~al)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	zaE~al+(null)
        GLOSS:	annoy/make angry+he/it

 INPUT STRING:	بجاد
     IS_TRANS:	bjAd
        INDEX:	P112W4
      OFFSETS:	13-17
       TOKENS:	P112W4-P112W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bijAd_1]
   UNSPLITVOC:	(bijAd)
          POS:	NOUN_PROP
          VOC:	bijAd
        GLOSS:	Begad

 INPUT STRING:	مجرد
     IS_TRANS:	mjrd
        INDEX:	P112W5
      OFFSETS:	18-22
       TOKENS:	P112W5-P112W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mujar~ad_1]
   UNSPLITVOC:	(mujar~ad)
          POS:	NOUN
          VOC:	mujar~ad
        GLOSS:	nothing but/mere/for no other reason but/for the sole reason that

 INPUT STRING:	مقله
     IS_TRANS:	mqlh
        INDEX:	P112W6
      OFFSETS:	23-27
       TOKENS:	P112W6-P112W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(mAqAl~uh)
          POS:	SUB_CONJ+PV+PVSUFF_SUBJ:3MS+PREP+PRON_1S
          VOC:	mA+qAl+(null)+li+uh
        GLOSS:	that+say/said/be said+he/it+for/to+him

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P112W7
      OFFSETS:	28-31
       TOKENS:	P112W10-P112W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you [masc.sg.]/you/masculine

 INPUT STRING:	غلطان
     IS_TRANS:	glTAn
        INDEX:	P112W8
      OFFSETS:	32-37
       TOKENS:	P112W11-P112W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[galoTAn_1]
   UNSPLITVOC:	(galoTAn)
          POS:	ADJ
          VOC:	galoTAn
        GLOSS:	wrong/erring

 INPUT STRING:	قله
     IS_TRANS:	qlh
        INDEX:	P112W9
      OFFSETS:	38-41
       TOKENS:	P112W12-P112W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qal~_1]
   UNSPLITVOC:	(qal~uh)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:3MS
          VOC:	qal~+(null)+uh
        GLOSS:	say/said/be said+he/it+it/him

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P112W10
      OFFSETS:	42-45
       TOKENS:	P112W14-P112W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	هجيب
     IS_TRANS:	hjyb
        INDEX:	P112W11
      OFFSETS:	46-50
       TOKENS:	P112W15-P112W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAb_1]
   UNSPLITVOC:	(HaAajiyb)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+jiyb
        GLOSS:	will+I+explore/traverse

 INPUT STRING:	مسمار
     IS_TRANS:	msmAr
        INDEX:	P112W12
      OFFSETS:	51-56
       TOKENS:	P112W17-P112W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musomAr_1]
   UNSPLITVOC:	(musomAr)
          POS:	NOUN
          VOC:	musomAr
        GLOSS:	nail/nails/corn/colostrum

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P112W13
      OFFSETS:	57-58
       TOKENS:	P112W18-P112W18
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

