 INPUT STRING:	ك
       TOKENS:	P86W15-P86W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(dwysnEt)
          POS:	FOREIGN
          VOC:	dwysnEt
        GLOSS:	nogloss

 INPUT STRING:	وانت
     IS_TRANS:	wAnt
        INDEX:	P86W13
      OFFSETS:	59-63
       TOKENS:	P86W16-P86W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(wAnt)
          POS:	FOREIGN
          VOC:	wAnt
        GLOSS:	nogloss

 INPUT STRING:	تو
     IS_TRANS:	tw
        INDEX:	P86W14
      OFFSETS:	64-66
       TOKENS:	P86W17-P86W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(tw)
          POS:	FOREIGN
          VOC:	tw
        GLOSS:	nogloss

 INPUT STRING:	تلك
     IS_TRANS:	tlk
        INDEX:	P86W15
      OFFSETS:	67-70
       TOKENS:	P86W18-P86W18
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(tlk)
          POS:	FOREIGN
          VOC:	tlk
        GLOSS:	nogloss

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P86W16
      OFFSETS:	70-71
       TOKENS:	P86W19-P86W19
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	وش
     IS_TRANS:	w$
        INDEX:	P87W1
      OFFSETS:	0-2
       TOKENS:	P87W1-P87W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(w$)
          POS:	FOREIGN
          VOC:	w$
        GLOSS:	nogloss

 INPUT STRING:	رميندز
     IS_TRANS:	rmyndz
        INDEX:	P87W2
      OFFSETS:	3-9
       TOKENS:	P87W2-P87W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(rmyndz)
          POS:	FOREIGN
          VOC:	rmyndz
        GLOSS:	nogloss

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P87W3
      OFFSETS:	10-12
       TOKENS:	P87W3-P87W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(mn)
          POS:	FOREIGN
          VOC:	mn
        GLOSS:	nogloss

 INPUT STRING:	عايز
     IS_TRANS:	EAyz
        INDEX:	P87W4
      OFFSETS:	13-17
       TOKENS:	P87W4-P87W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyiz)
          POS:	ADJ.VN
          VOC:	EAyiz
        GLOSS:	needing/liking/requiring/wanting/desiring

 INPUT STRING:	اطمن
     IS_TRANS:	ATmn
        INDEX:	P87W5
      OFFSETS:	18-22
       TOKENS:	P87W5-P87W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iTam~in_1]
   UNSPLITVOC:	(>aTam~in)
          POS:	IV1S+IV
          VOC:	>a+Tam~in
        GLOSS:	I+pacify

 INPUT STRING:	عليه
     IS_TRANS:	Elyh
        INDEX:	P87W6
      OFFSETS:	23-27
       TOKENS:	P87W6-P87W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealayh)
          POS:	PREP+PRON_3MS
          VOC:	EalaY+uh
        GLOSS:	on/above+it/him

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P88W1
      OFFSETS:	0-1
       TOKENS:	P88W1-P88W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	وهي
     IS_TRANS:	why
        INDEX:	P88W2
      OFFSETS:	2-5
       TOKENS:	P88W2-P88W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(why)
          POS:	FOREIGN
          VOC:	why
        GLOSS:	nogloss

 INPUT STRING:	ماله
     IS_TRANS:	mAlh
        INDEX:	P88W3
      OFFSETS:	6-10
       TOKENS:	P88W3-P88W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(mAluh)
          POS:	INTERROG_PRON+PREP+PRON_3MS
          VOC:	mA+li+uh
        GLOSS:	what+for/to+it/him

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P88W4
      OFFSETS:	11-12
       TOKENS:	P88W6-P88W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P89W1
      OFFSETS:	0-2
       TOKENS:	P89W1-P89W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عارف
     IS_TRANS:	EArf
        INDEX:	P89W2
      OFFSETS:	3-7
       TOKENS:	P89W2-P89W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArif)
          POS:	ADJ
          VOC:	EArif
        GLOSS:	knowing/having knowledge of

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P89W3
      OFFSETS:	7-8
       TOKENS:	P89W3-P89W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P89W4
      OFFSETS:	9-11
       TOKENS:	P89W4-P89W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P89W5
      OFFSETS:	12-15
       TOKENS:	P89W5-P89W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be/was/were+he/it

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P89W6
      OFFSETS:	16-18
       TOKENS:	P89W6-P89W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	يومين
     IS_TRANS:	ywmyn
        INDEX:	P89W7
      OFFSETS:	19-24
       TOKENS:	P89W7-P89W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(yuwmayn)
          POS:	NOUN+NSUFF_MASC_DU
          VOC:	yuwm+ayn
        GLOSS:	today/day/some day/ever/days+two

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P89W8
      OFFSETS:	25-28
       TOKENS:	P89W8-P89W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	امبارح
     IS_TRANS:	AmbArH
        INDEX:	P89W9
      OFFSETS:	29-35
       TOKENS:	P89W9-P89W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<imobAriH_1]
   UNSPLITVOC:	(<imobAriH)
          POS:	NOUN
          VOC:	<imobAriH
        GLOSS:	yesterday

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P89W10
      OFFSETS:	36-39
       TOKENS:	P89W10-P89W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P89W11
      OFFSETS:	39-40
       TOKENS:	P89W11-P89W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	مسقط
     IS_TRANS:	msqT
        INDEX:	P89W12
      OFFSETS:	41-45
       TOKENS:	P89W12-P89W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[misaq~aT_1]
   UNSPLITVOC:	(misaq~aT)
          POS:	ADJ
          VOC:	misaq~aT
        GLOSS:	want to sleep

 INPUT STRING:	شوفيه
     IS_TRANS:	$wfyh
        INDEX:	P90W1
      OFFSETS:	0-5
       TOKENS:	P90W1-P90W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($uwfiyh)
          POS:	CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:3MS
          VOC:	$uwf+iy+uh
        GLOSS:	look+you+it/him

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P90W2
      OFFSETS:	6-9
       TOKENS:	P90W3-P90W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	ماله
     IS_TRANS:	mAlh
        INDEX:	P90W3
      OFFSETS:	10-14
       TOKENS:	P90W4-P90W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(mAluh)
          POS:	INTERROG_PRON+PREP+PRON_3MS
          VOC:	mA+li+uh
        GLOSS:	what+for/to+it/him

 INPUT STRING:	يمكن
     IS_TRANS:	ymkn
        INDEX:	P90W4
      OFFSETS:	15-19
       TOKENS:	P90W7-P90W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amokan_1]
   UNSPLITVOC:	(yimokin)
          POS:	IV3MS+IV
          VOC:	yi+mokin
        GLOSS:	he/it+be possible/make possible for

 INPUT STRING:	يقول
     IS_TRANS:	yqwl
        INDEX:	P90W5
      OFFSETS:	20-24
       TOKENS:	P90W8-P90W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(yiquwl)
          POS:	IV3MS+IV
          VOC:	yi+quwl
        GLOSS:	he/it+said/say/be said/(for example)

 INPUT STRING:	لك
     IS_TRANS:	lk
        INDEX:	P90W6
      OFFSETS:	25-27
       TOKENS:	P90W9-P90W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liki)
          POS:	PREP+PRON_2FS
          VOC:	li+ik
        GLOSS:	for/to+you

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P90W7
      OFFSETS:	28-32
       TOKENS:	P90W11-P90W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	شفت
     IS_TRANS:	$ft
        INDEX:	P91W1
      OFFSETS:	0-3
       TOKENS:	P91W1-P91W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($uft)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	$uf+t
        GLOSS:	look+I

 INPUT STRING:	امبارح
     IS_TRANS:	AmbArH
        INDEX:	P91W2
      OFFSETS:	4-10
       TOKENS:	P91W2-P91W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<imobAriH_1]
   UNSPLITVOC:	(<imobAriH)
          POS:	NOUN
          VOC:	<imobAriH
        GLOSS:	yesterday

 INPUT STRING:	بالصدفة
     IS_TRANS:	bAlSdfp
        INDEX:	P91W3
      OFFSETS:	11-18
       TOKENS:	P91W3-P91W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sadafap_1]
   UNSPLITVOC:	(biAlSadafap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+Sadaf+ap
        GLOSS:	with/by+the+a shell+[fem.sg.]

 INPUT STRING:	أصلا
     IS_TRANS:	>SlA
        INDEX:	P91W4
      OFFSETS:	19-23
       TOKENS:	P91W5-P91W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>aSol+AF
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily+[acc.indef.]

 INPUT STRING:	وإيه
     IS_TRANS:	w<yh
        INDEX:	P92W1
      OFFSETS:	0-4
       TOKENS:	P92W1-P92W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(wi<iyh)
          POS:	CONJ+INTERROG_PRON
          VOC:	wi+<iyh
        GLOSS:	and+what

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P92W2
      OFFSETS:	5-6
       TOKENS:	P92W3-P92W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

