 INPUT STRING:	الووو
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[war~aY_1]
   UNSPLITVOC:	(war~iynA)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	war~+iynA
        GLOSS:	stoke/kindle/conceal/feign/be stoked/be kindled/be concealed/be feigned+we

 INPUT STRING:	الصوره
     IS_TRANS:	AlSwrh
        INDEX:	P149W3
      OFFSETS:	10-16
       TOKENS:	P149W3-P149W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Suwrap_1]
   UNSPLITVOC:	(AlSuwrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Suwr+ap
        GLOSS:	the+picture/image/illustration/photo/pictures/photographs/illustrations/photos+[fem.sg.]

 INPUT STRING:	لاشرف
     IS_TRANS:	lA$rf
        INDEX:	P149W4
      OFFSETS:	17-22
       TOKENS:	P149W4-P149W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[A$raf_1]
   UNSPLITVOC:	(liA$raf)
          POS:	PREP+NOUN_PROP
          VOC:	li+A$raf
        GLOSS:	to/for+Ashraf

 INPUT STRING:	البنت
     IS_TRANS:	Albnt
        INDEX:	P150W1
      OFFSETS:	0-5
       TOKENS:	P150W1-P150W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[binot_1]
   UNSPLITVOC:	(Albinot)
          POS:	DET+NOUN
          VOC:	Al+binot
        GLOSS:	the+daughter/girl/daughters/girls

 INPUT STRING:	شكلها
     IS_TRANS:	$klhA
        INDEX:	P150W2
      OFFSETS:	6-11
       TOKENS:	P150W2-P150W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$akol_1]
   UNSPLITVOC:	($akolahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	$akol+hA
        GLOSS:	manner/form/configuration/manners/types/forms/configurations+its/their/her

 INPUT STRING:	محترم
     IS_TRANS:	mHtrm
        INDEX:	P150W3
      OFFSETS:	12-17
       TOKENS:	P150W4-P150W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muHotaram_1]
   UNSPLITVOC:	(muHotaram)
          POS:	ADJ
          VOC:	muHotaram
        GLOSS:	respected/esteemed

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P150W4
      OFFSETS:	18-19
       TOKENS:	P150W5-P150W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P150W5
      OFFSETS:	20-23
       TOKENS:	P150W6-P150W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	اوي
     IS_TRANS:	Awy
        INDEX:	P150W6
      OFFSETS:	24-27
       TOKENS:	P150W7-P150W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(>awiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	شبه
     IS_TRANS:	$bh
        INDEX:	P151W1
      OFFSETS:	0-3
       TOKENS:	P151W1-P151W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$abah_1]
   UNSPLITVOC:	($abah)
          POS:	NOUN
          VOC:	$abah
        GLOSS:	resemblance/resemblances

 INPUT STRING:	هبه
     IS_TRANS:	hbh
        INDEX:	P151W2
      OFFSETS:	4-7
       TOKENS:	P151W2-P151W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hibap_1]
   UNSPLITVOC:	(hibap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	hib+ap
        GLOSS:	Heba+[fem.sg.]

 INPUT STRING:	صحبتي
     IS_TRANS:	SHbty
        INDEX:	P151W3
      OFFSETS:	8-13
       TOKENS:	P151W3-P151W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAHib_1]
   UNSPLITVOC:	(SaHobitiy)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	SaHob+ap+iy
        GLOSS:	owner/originator/owners/originators/friend/companion/friends/companions+[fem.sg.]+my

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P152W1
      OFFSETS:	0-4
       TOKENS:	P152W1-P152W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	شوفتي
     IS_TRANS:	$wfty
        INDEX:	P152W2
      OFFSETS:	5-10
       TOKENS:	P152W2-P152W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($uwftiy)
          POS:	PV+PVSUFF_SUBJ:2FS
          VOC:	$uwf+tiy
        GLOSS:	look+you

 INPUT STRING:	هبه
     IS_TRANS:	hbh
        INDEX:	P152W3
      OFFSETS:	11-14
       TOKENS:	P152W3-P152W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hibap_1]
   UNSPLITVOC:	(hibap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	hib+ap
        GLOSS:	Heba+[fem.sg.]

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P153W1
      OFFSETS:	0-2
       TOKENS:	P153W1-P153W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	المشكلة
     IS_TRANS:	Alm$klp
        INDEX:	P154W1
      OFFSETS:	0-7
       TOKENS:	P154W1-P154W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$okilap_1]
   UNSPLITVOC:	(Almu$okilap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+mu$okil+ap
        GLOSS:	the+problem/issue/problems/issues/inconveniences+[fem.sg.]

 INPUT STRING:	انها
     IS_TRANS:	AnhA
        INDEX:	P154W2
      OFFSETS:	8-12
       TOKENS:	P154W2-P154W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ahA)
          POS:	SUB_CONJ+PRON_3FS
          VOC:	<in~+hA
        GLOSS:	that+she/it

 INPUT STRING:	ضغيرة
     IS_TRANS:	Dgyrp
        INDEX:	P154W3
      OFFSETS:	13-18
       TOKENS:	P154W4-P154W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Dgyrp)
          POS:	TYPO
          VOC:	Dgyrp
        GLOSS:	nogloss

 INPUT STRING:	كام
     IS_TRANS:	kAm
        INDEX:	P155W1
      OFFSETS:	0-3
       TOKENS:	P155W1-P155W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAm_1]
   UNSPLITVOC:	(kAm)
          POS:	INTERROG_PRON
          VOC:	kAm
        GLOSS:	how many

 INPUT STRING:	سنة
     IS_TRANS:	snp
        INDEX:	P155W2
      OFFSETS:	4-7
       TOKENS:	P155W2-P155W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sanap_1]
   UNSPLITVOC:	(sanap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	san+ap
        GLOSS:	year/years+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P156W1
      OFFSETS:	0-1
       TOKENS:	P156W1-P156W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	جسمها
     IS_TRANS:	jsmhA
        INDEX:	P156W2
      OFFSETS:	2-7
       TOKENS:	P156W2-P156W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jisom_1]
   UNSPLITVOC:	(jisomahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	jisom+hA
        GLOSS:	body/form/bodies/forms+its/their/her

 INPUT STRING:	صغير
     IS_TRANS:	Sgyr
        INDEX:	P156W3
      OFFSETS:	8-12
       TOKENS:	P156W4-P156W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sugay~ar_1]
   UNSPLITVOC:	(Sugay~ar)
          POS:	ADJ
          VOC:	Sugay~ar
        GLOSS:	young/small

 INPUT STRING:	اوي
     IS_TRANS:	Awy
        INDEX:	P156W4
      OFFSETS:	13-16
       TOKENS:	P156W5-P156W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(>awiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	زاي
     IS_TRANS:	zAy
        INDEX:	P156W5
      OFFSETS:	17-20
       TOKENS:	P156W6-P156W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[zAy~_1]
   UNSPLITVOC:	(zAy~)
          POS:	NOUN
          VOC:	zAy~
        GLOSS:	like

 INPUT STRING:	هبه
     IS_TRANS:	hbh
        INDEX:	P156W6
      OFFSETS:	21-24
       TOKENS:	P156W7-P156W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hibap_1]
   UNSPLITVOC:	(hibap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	hib+ap
        GLOSS:	heba+[fem.sg.]

 INPUT STRING:	بردع
     IS_TRANS:	brdE
        INDEX:	P156W7
      OFFSETS:	25-29
       TOKENS:	P156W8-P156W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(brdE)
          POS:	TYPO
          VOC:	brdE
        GLOSS:	nogloss

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P157W1
      OFFSETS:	0-2
       TOKENS:	P157W1-P157W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	اشرف
     IS_TRANS:	A$rf
        INDEX:	P157W2
      OFFSETS:	3-7
       TOKENS:	P157W2-P157W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>a$oraf_1]
   UNSPLITVOC:	(>a$oraf)
          POS:	NOUN_PROP
          VOC:	>a$oraf
        GLOSS:	Ashraf

 INPUT STRING:	بيحب
     IS_TRANS:	byHb
        INDEX:	P157W3
      OFFSETS:	8-12
       TOKENS:	P157W3-P157W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(biyiHib~)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+Hib~
        GLOSS:	[present-tense]+he/it+love/like/want

 INPUT STRING:	البدي
     IS_TRANS:	Albdy
        INDEX:	P157W4
      OFFSETS:	13-18
       TOKENS:	P157W5-P157W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[badiy_1]
   UNSPLITVOC:	(Albadiy)
          POS:	DET+NOUN
          VOC:	Al+badiy
        GLOSS:	the+body

 INPUT STRING:	هم
     IS_TRANS:	hm
        INDEX:	P158W1
      OFFSETS:	0-2
       TOKENS:	P158W1-P158W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(hum~a)
          POS:	PRON_3P
          VOC:	hum~a
        GLOSS:	they [masc.pl]/they

 INPUT STRING:	قالوا
     IS_TRANS:	qAlwA
        INDEX:	P158W2
      OFFSETS:	3-8
       TOKENS:	P158W2-P158W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAluwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	qAl+uwA
        GLOSS:	said/say/be said/(for example)+they

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P158W3
      OFFSETS:	9-12
       TOKENS:	P158W3-P158W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aayoh_1]
   UNSPLITVOC:	(Aiyh)
          POS:	INTERROG_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P158W4
      OFFSETS:	13-17
       TOKENS:	P158W4-P158W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	حسيتوا
     IS_TRANS:	HsytwA
        INDEX:	P158W5
      OFFSETS:	18-24
       TOKENS:	P158W6-P158W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Has~_1]
   UNSPLITVOC:	(Has~iytuw)
          POS:	PV+PVSUFF_SUBJ:2P
          VOC:	Has~iy+tuw
        GLOSS:	feel+you

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P158W6
      OFFSETS:	25-28
       TOKENS:	P158W7-P158W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

