 INPUT STRING:	مع
       TOKENS:	P189W5-P189W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(Ealiyh)
          POS:	PREP+PRON_3MS
          VOC:	EalaY+uh
        GLOSS:	on/above+it/him

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P189W6
      OFFSETS:	24-25
       TOKENS:	P189W7-P189W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	اشطة
     IS_TRANS:	A$Tp
        INDEX:	P190W1
      OFFSETS:	0-4
       TOKENS:	P190W1-P190W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qi$oTap_1]
   UNSPLITVOC:	(qi$oTap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qi$oT+ap
        GLOSS:	cream+[fem.sg.]

 INPUT STRING:	بالحب
     IS_TRANS:	bAlHb
        INDEX:	P190W2
      OFFSETS:	5-10
       TOKENS:	P190W2-P190W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hub~_1]
   UNSPLITVOC:	(biAlHub~)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+Hub~
        GLOSS:	with/by+the+love/affection/out of affection for/for love of

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P190W3
      OFFSETS:	11-14
       TOKENS:	P190W4-P190W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	هه
     IS_TRANS:	hh
        INDEX:	P191W1
      OFFSETS:	0-2
       TOKENS:	P191W1-P191W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hah_1]
   UNSPLITVOC:	(hah)
          POS:	INTERJ
          VOC:	hah
        GLOSS:	hah

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P192W1
      OFFSETS:	0-1
       TOKENS:	P192W1-P192W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P193W1
      OFFSETS:	0-1
       TOKENS:	P193W1-P193W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	عامل
     IS_TRANS:	EAml
        INDEX:	P194W1
      OFFSETS:	0-4
       TOKENS:	P194W1-P194W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAmil_1]
   UNSPLITVOC:	(EAmil)
          POS:	ADJ
          VOC:	EAmil
        GLOSS:	active/operating/working

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P194W2
      OFFSETS:	5-8
       TOKENS:	P194W2-P194W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	عامله
     IS_TRANS:	EAmlh
        INDEX:	P195W1
      OFFSETS:	0-5
       TOKENS:	P195W1-P195W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EAmil_1]
   UNSPLITVOC:	(EAmolap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EAmol+ap
        GLOSS:	active/operating+[fem.sg.]

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P195W2
      OFFSETS:	6-10
       TOKENS:	P195W2-P195W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<inotiy_2]
   UNSPLITVOC:	(<inotiy)
          POS:	NOUN_PROP
          VOC:	<inotiy
        GLOSS:	Enty

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P195W3
      OFFSETS:	11-14
       TOKENS:	P195W3-P195W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P195W4
      OFFSETS:	15-16
       TOKENS:	P195W4-P195W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P196W1
      OFFSETS:	0-3
       TOKENS:	P196W1-P196W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	فل
     IS_TRANS:	fl
        INDEX:	P196W2
      OFFSETS:	4-6
       TOKENS:	P196W2-P196W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ful~_1]
   UNSPLITVOC:	(ful~)
          POS:	NOUN
          VOC:	ful~
        GLOSS:	jasmine

 INPUT STRING:	الحمد
     IS_TRANS:	AlHmd
        INDEX:	P196W3
      OFFSETS:	7-12
       TOKENS:	P196W3-P196W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamod_1]
   UNSPLITVOC:	(AlHamod)
          POS:	DET+NOUN
          VOC:	Al+Hamod
        GLOSS:	the+commendation/praise

 INPUT STRING:	لله
     IS_TRANS:	llh
        INDEX:	P196W4
      OFFSETS:	13-16
       TOKENS:	P196W4-P196W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(lil~ah)
          POS:	PREP+NOUN_PROP
          VOC:	li+All~ah
        GLOSS:	for/to+Allah/God

 INPUT STRING:	وانت
     IS_TRANS:	wAnt
        INDEX:	P197W1
      OFFSETS:	0-4
       TOKENS:	P197W1-P197W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(wiAinota)
          POS:	CONJ+PRON_2MS
          VOC:	wi+Ainota
        GLOSS:	and+you [masc.sg.]/you/masculine

 INPUT STRING:	الحمد
     IS_TRANS:	AlHmd
        INDEX:	P198W1
      OFFSETS:	0-5
       TOKENS:	P198W1-P198W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamod_1]
   UNSPLITVOC:	(AlHamod)
          POS:	DET+NOUN
          VOC:	Al+Hamod
        GLOSS:	the+commendation/praise

 INPUT STRING:	لله
     IS_TRANS:	llh
        INDEX:	P198W2
      OFFSETS:	6-9
       TOKENS:	P198W2-P198W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(lil~ah)
          POS:	PREP+NOUN_PROP
          VOC:	li+All~ah
        GLOSS:	for/to+Allah/God

 INPUT STRING:	الحمد
     IS_TRANS:	AlHmd
        INDEX:	P198W3
      OFFSETS:	10-15
       TOKENS:	P198W4-P198W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamod_1]
   UNSPLITVOC:	(AlHamod)
          POS:	DET+NOUN
          VOC:	Al+Hamod
        GLOSS:	the+commendation/praise

 INPUT STRING:	لله
     IS_TRANS:	llh
        INDEX:	P198W4
      OFFSETS:	16-19
       TOKENS:	P198W5-P198W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(lil~ah)
          POS:	PREP+NOUN_PROP
          VOC:	li+All~ah
        GLOSS:	for/to+Allah/God

 INPUT STRING:	توت
     IS_TRANS:	twt
        INDEX:	P199W1
      OFFSETS:	0-3
       TOKENS:	P199W1-P199W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(twt)
          POS:	FOREIGN
          VOC:	twt
        GLOSS:	nogloss

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P199W2
      OFFSETS:	4-6
       TOKENS:	P199W2-P199W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(|h)
          POS:	FOREIGN
          VOC:	|h
        GLOSS:	nogloss

 INPUT STRING:	بين
     IS_TRANS:	byn
        INDEX:	P199W3
      OFFSETS:	7-10
       TOKENS:	P199W3-P199W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(byn)
          POS:	FOREIGN
          VOC:	byn
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P199W4
      OFFSETS:	10-11
       TOKENS:	P199W4-P199W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	آست
     IS_TRANS:	|st
        INDEX:	P200W1
      OFFSETS:	0-3
       TOKENS:	P200W1-P200W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(|st)
          POS:	FOREIGN
          VOC:	|st
        GLOSS:	nogloss

 INPUT STRING:	*
     IS_TRANS:	*
        INDEX:	P200W2
      OFFSETS:	3-4
       TOKENS:	P200W2-P200W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(*)
          POS:	PUNC
          VOC:	*
        GLOSS:	*

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P201W1
      OFFSETS:	0-3
       TOKENS:	P201W1-P201W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	الكونتاكت
     IS_TRANS:	AlkwntAkt
        INDEX:	P202W1
      OFFSETS:	0-9
       TOKENS:	P202W1-P202W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(AlkwntAkt)
          POS:	FOREIGN
          VOC:	AlkwntAkt
        GLOSS:	nogloss

 INPUT STRING:	ضاعوا
     IS_TRANS:	DAEwA
        INDEX:	P202W2
      OFFSETS:	10-15
       TOKENS:	P202W2-P202W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DAE_1]
   UNSPLITVOC:	(DAEuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	DAE+uwA
        GLOSS:	emanate/be fragrant/disappear/vanish+they

 INPUT STRING:	فياريت
     IS_TRANS:	fyAryt
        INDEX:	P202W3
      OFFSETS:	16-22
       TOKENS:	P202W3-P202W3
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(fyAryt)
          POS:	NO_FUNC
          VOC:	fyAryt
        GLOSS:	nogloss

 INPUT STRING:	تبعثوا
     IS_TRANS:	tbEvwA
        INDEX:	P202W4
      OFFSETS:	23-29
       TOKENS:	P202W4-P202W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baEav_1]
   UNSPLITVOC:	(tiboEavuwA)
          POS:	IV2P+IV+IVSUFF_SUBJ:P
          VOC:	t+baEav+uwA
        GLOSS:	you+send+you

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P202W5
      OFFSETS:	30-32
       TOKENS:	P202W5-P202W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy~a)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	for/to+I/me

 INPUT STRING:	نمركو
     IS_TRANS:	nmrkw
        INDEX:	P202W6
      OFFSETS:	33-38
       TOKENS:	P202W7-P202W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nimrap_1]
   UNSPLITVOC:	(nimarkum)
          POS:	NOUN+POSS_PRON_2P
          VOC:	nimar+kum
        GLOSS:	number+your

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P202W7
      OFFSETS:	39-40
       TOKENS:	P202W9-P202W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	بالراحة
     IS_TRANS:	bAlrAHp
        INDEX:	P203W1
      OFFSETS:	0-7
       TOKENS:	P203W1-P203W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAHap_1]
   UNSPLITVOC:	(bilrAHap_1)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+rAH+ap
        GLOSS:	with/by+the+rest/repose/leisure/palm of the hand+[fem.sg.]

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P203W2
      OFFSETS:	8-11
       TOKENS:	P203W3-P203W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P203W3
      OFFSETS:	12-13
       TOKENS:	P203W4-P203W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P204W1
      OFFSETS:	0-1
       TOKENS:	P204W1-P204W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P205W1
      OFFSETS:	0-2
       TOKENS:	P205W1-P205W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	فروحتي
     IS_TRANS:	frwHty
        INDEX:	P205W2
      OFFSETS:	3-9
       TOKENS:	P205W2-P205W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[faruwHap_1]
   UNSPLITVOC:	(faruwHtiy)
          POS:	NOUN_PROP+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	faruwH+ap+iy
        GLOSS:	Farouhap (nickname of Farah)+[fem.sg.]+I/me

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P205W3
      OFFSETS:	10-11
       TOKENS:	P205W4-P205W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P206W1
      OFFSETS:	0-3
       TOKENS:	P206W1-P206W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P206W2
      OFFSETS:	4-6
       TOKENS:	P206W2-P206W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P206W3
      OFFSETS:	7-10
       TOKENS:	P206W3-P206W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/him

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P206W4
      OFFSETS:	11-14
       TOKENS:	P206W5-P206W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P206W5
      OFFSETS:	15-16
       TOKENS:	P206W6-P206W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P207W1
      OFFSETS:	0-3
       TOKENS:	P207W1-P207W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/him

 INPUT STRING:	محشي
     IS_TRANS:	mH$y
        INDEX:	P207W2
      OFFSETS:	4-8
       TOKENS:	P207W3-P207W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHo$iy_1]
   UNSPLITVOC:	(maHo$iy)
          POS:	NOUN
          VOC:	maHo$iy
        GLOSS:	cabbage/stuffed vegetables/wrapped/twisted/cylindrical

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P207W3
      OFFSETS:	9-10
       TOKENS:	P207W4-P207W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P208W1
      OFFSETS:	0-2
       TOKENS:	P208W1-P208W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	سكر
     IS_TRANS:	skr
        INDEX:	P208W2
      OFFSETS:	3-6
       TOKENS:	P208W2-P208W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suk~ar_1]
   UNSPLITVOC:	(suk~ar)
          POS:	NOUN
          VOC:	suk~ar
        GLOSS:	sugar/diabetes

 INPUT STRING:	احبك
     IS_TRANS:	AHbk
        INDEX:	P209W1
      OFFSETS:	0-4
       TOKENS:	P209W1-P209W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(AaHib~ik)
          POS:	IV1S+IV+IVSUFF_DO:2FS
          VOC:	Aa+Hib~+ik
        GLOSS:	I+love/like/want+you

 INPUT STRING:	احبك
     IS_TRANS:	AHbk
        INDEX:	P210W1
      OFFSETS:	0-4
       TOKENS:	P210W1-P210W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(AaHib~ik)
          POS:	IV1S+IV+IVSUFF_DO:2FS
          VOC:	Aa+Hib~+ik
        GLOSS:	gloss+gloss+gloss

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P210W2
      OFFSETS:	5-8
       TOKENS:	P210W3-P210W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P210W3
      OFFSETS:	9-10
       TOKENS:	P210W4-P210W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	هأها
     IS_TRANS:	h>hA
        INDEX:	P210W4
      OFFSETS:	11-15
       TOKENS:	P210W5-P210W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[haha_1]
   UNSPLITVOC:	(haha)
          POS:	INTERJ
          VOC:	haha
        GLOSS:	laugh

 INPUT STRING:	احبك
     IS_TRANS:	AHbk
        INDEX:	P211W1
      OFFSETS:	0-4
       TOKENS:	P211W1-P211W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(AaHib~ik)
          POS:	IV1S+IV+IVSUFF_DO:2FS
          VOC:	Aa+Hib~+ik
        GLOSS:	I+love/like/want+you

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P211W2
      OFFSETS:	5-7
       TOKENS:	P211W3-P211W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P211W3
      OFFSETS:	8-9
       TOKENS:	P211W4-P211W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P212W1
      OFFSETS:	0-3
       TOKENS:	P212W1-P212W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you [masc.sg.]/you/masculine

 INPUT STRING:	ضربت
     IS_TRANS:	Drbt
        INDEX:	P212W2
      OFFSETS:	4-8
       TOKENS:	P212W2-P212W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Darab_1]
   UNSPLITVOC:	(Darabt)
          POS:	PV+PVSUFF_SUBJ:2MS
          VOC:	Darab+t
        GLOSS:	strike/hit/be struck/be hit+you

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P212W3
      OFFSETS:	9-10
       TOKENS:	P212W3-P212W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P212W4
      OFFSETS:	10-11
       TOKENS:	P212W4-P212W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P213W1
      OFFSETS:	0-2
       TOKENS:	P213W1-P213W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	FOCUS_PART
          VOC:	mA
        GLOSS:	[emphasis]

 INPUT STRING:	تسيبيني
     IS_TRANS:	tsybyny
        INDEX:	P213W2
      OFFSETS:	3-10
       TOKENS:	P213W2-P213W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAb_1]
