 INPUT STRING:	ايه
        LEMMA:	[bitAE_1]
   UNSPLITVOC:	(bitAEit)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	bitAE+ap
        GLOSS:	thing/owned by/something/property/commodities/that of/belonging to/goods+[fem.sg.]

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P117W7
      OFFSETS:	21-24
       TOKENS:	P117W7-P117W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidap)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	this/like/something like/such/like that/that way/that

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P117W8
      OFFSETS:	25-27
       TOKENS:	P117W8-P117W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mi$~_1]
   UNSPLITVOC:	(mi$~)
          POS:	NEG_PART
          VOC:	mi$~
        GLOSS:	not

 INPUT STRING:	هعرف
     IS_TRANS:	hErf
        INDEX:	P117W9
      OFFSETS:	28-32
       TOKENS:	P117W9-P117W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eirif_1]
   UNSPLITVOC:	(HaAaEoraf)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+Eoraf
        GLOSS:	will+I+be known/know

 INPUT STRING:	اقفلها
     IS_TRANS:	AqflhA
        INDEX:	P117W10
      OFFSETS:	33-39
       TOKENS:	P117W11-P117W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qafal_1]
   UNSPLITVOC:	(AaqofilahA)
          POS:	IV1S+IV+IVSUFF_DO:3FS
          VOC:	Aa+qofil+hA
        GLOSS:	I+return/lock+it/them/her

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P117W11
      OFFSETS:	40-43
       TOKENS:	P117W13-P117W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	بعدها
     IS_TRANS:	bEdhA
        INDEX:	P117W12
      OFFSETS:	44-49
       TOKENS:	P117W14-P117W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baEd_1]
   UNSPLITVOC:	(baEdhA)
          POS:	NOUN_QUANT+POSS_PRON_3FS
          VOC:	baEd+hA
        GLOSS:	some+its/her

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P118W1
      OFFSETS:	0-3
       TOKENS:	P118W1-P118W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be/was/were+he/it

 INPUT STRING:	قفل
     IS_TRANS:	qfl
        INDEX:	P118W2
      OFFSETS:	4-7
       TOKENS:	P118W2-P118W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaf~il_1]
   UNSPLITVOC:	(qaf~il)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	qaf~il+(null)
        GLOSS:	close+he/it

 INPUT STRING:	ال
     IS_TRANS:	Al
        INDEX:	P118W3
      OFFSETS:	8-10
       TOKENS:	P118W3-P118W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Al_1]
   UNSPLITVOC:	(Al)
          POS:	DET
          VOC:	Al
        GLOSS:	the/for

 INPUT STRING:	درس
     IS_TRANS:	drs
        INDEX:	P118W4
      OFFSETS:	11-14
       TOKENS:	P118W4-P118W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(drs)
          POS:	FOREIGN
          VOC:	drs
        GLOSS:	nogloss

 INPUT STRING:	ف
     IS_TRANS:	f
        INDEX:	P118W5
      OFFSETS:	15-16
       TOKENS:	P118W5-P118W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fi_1]
   UNSPLITVOC:	(fi)
          POS:	PREP
          VOC:	fi
        GLOSS:	in/about

 INPUT STRING:	بعده
     IS_TRANS:	bEdh
        INDEX:	P118W6
      OFFSETS:	17-21
       TOKENS:	P118W6-P118W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baED_1]
   UNSPLITVOC:	(baEDuh)
          POS:	NOUN_QUANT+POSS_PRON_3MS
          VOC:	baED+uh
        GLOSS:	some+its/his

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P119W1
      OFFSETS:	0-2
       TOKENS:	P119W1-P119W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mi$~_1]
   UNSPLITVOC:	(mi$~)
          POS:	NEG_PART
          VOC:	mi$~
        GLOSS:	not

 INPUT STRING:	هينفع
     IS_TRANS:	hynfE
        INDEX:	P119W2
      OFFSETS:	3-8
       TOKENS:	P119W2-P119W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nifiE_1]
   UNSPLITVOC:	(HayinofaE)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+nofaE
        GLOSS:	will+he/it+utilize/benefit/be advantageous to/be useful to

 INPUT STRING:	طب
     IS_TRANS:	Tb
        INDEX:	P120W1
      OFFSETS:	0-2
       TOKENS:	P120W1-P120W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Tab~_1]
   UNSPLITVOC:	(Tab~)
          POS:	INTERJ
          VOC:	Tab~
        GLOSS:	well/ok/good

 INPUT STRING:	هتعملي
     IS_TRANS:	htEmly
        INDEX:	P120W2
      OFFSETS:	3-9
       TOKENS:	P120W2-P120W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(HatiEomiliy)
          POS:	FUT_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	Ha+ti+Eomil+iy
        GLOSS:	will+you+function/make/act/do+you

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P120W3
      OFFSETS:	10-13
       TOKENS:	P120W4-P120W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aiyh_1]
   UNSPLITVOC:	(Aiyh)
          POS:	INTERROG_PRON
          VOC:	Aiyh
        GLOSS:	what

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P121W1
      OFFSETS:	0-2
       TOKENS:	P121W1-P121W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mi$~_1]
   UNSPLITVOC:	(mi$~)
          POS:	NEG_PART
          VOC:	mi$~
        GLOSS:	not

 INPUT STRING:	عرفه
     IS_TRANS:	Erfh
        INDEX:	P121W2
      OFFSETS:	3-7
       TOKENS:	P121W2-P121W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArfap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	Earif+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	ابص
     IS_TRANS:	AbS
        INDEX:	P121W3
      OFFSETS:	8-11
       TOKENS:	P121W3-P121W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baS~_1]
   UNSPLITVOC:	(AabuS~)
          POS:	IV1S+IV
          VOC:	Aa+buS~
        GLOSS:	I+look/glow/sparkle

 INPUT STRING:	انلنا
     IS_TRANS:	AnlnA
        INDEX:	P121W4
      OFFSETS:	12-17
       TOKENS:	P121W4-P121W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(AnlnA)
          POS:	FOREIGN
          VOC:	AnlnA
        GLOSS:	nogloss

 INPUT STRING:	فور
     IS_TRANS:	fwr
        INDEX:	P121W5
      OFFSETS:	18-21
       TOKENS:	P121W5-P121W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(fwr)
          POS:	FOREIGN
          VOC:	fwr
        GLOSS:	nogloss

 INPUT STRING:	اداس
     IS_TRANS:	AdAs
        INDEX:	P121W6
      OFFSETS:	22-26
       TOKENS:	P121W6-P121W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(AdAs)
          POS:	FOREIGN
          VOC:	AdAs
        GLOSS:	nogloss

 INPUT STRING:	ماشي
     IS_TRANS:	mA$y
        INDEX:	P122W1
      OFFSETS:	0-4
       TOKENS:	P122W1-P122W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA$iy_1]
   UNSPLITVOC:	(mA$iy)
          POS:	ADJ
          VOC:	mA$iy
        GLOSS:	going/walking/on foot

