 INPUT STRING:	اديني
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	دماغها
     IS_TRANS:	dmAghA
        INDEX:	P205W12
      OFFSETS:	45-51
       TOKENS:	P205W14-P205W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dimAg_1]
   UNSPLITVOC:	(dimAghA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	dimAg+hA
        GLOSS:	brain/brains+its/their/her

 INPUT STRING:	يسلام
     IS_TRANS:	yslAm
        INDEX:	P206W1
      OFFSETS:	0-5
       TOKENS:	P206W1-P206W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[salAm_1]
   UNSPLITVOC:	(ya_salAm)
          POS:	VOC_PART+NOUN
          VOC:	yA+salAm
        GLOSS:	O/oh+peace/greeting/salute/salutation

 INPUT STRING:	امال
     IS_TRANS:	AmAl
        INDEX:	P206W2
      OFFSETS:	6-10
       TOKENS:	P206W3-P206W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>um~Al_1]
   UNSPLITVOC:	(>um~Al)
          POS:	ADV
          VOC:	>um~Al
        GLOSS:	hence/then

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P206W3
      OFFSETS:	11-13
       TOKENS:	P206W4-P206W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	حامل
     IS_TRANS:	HAml
        INDEX:	P206W4
      OFFSETS:	14-18
       TOKENS:	P206W5-P206W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAmil_1]
   UNSPLITVOC:	(HAmil)
          POS:	NOUN
          VOC:	HAmil
        GLOSS:	bearer/carrier/bearers/carriers/pregnant

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P206W5
      OFFSETS:	19-21
       TOKENS:	P206W6-P206W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	توءم
     IS_TRANS:	tw'm
        INDEX:	P206W6
      OFFSETS:	22-26
       TOKENS:	P206W7-P206W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tawo>am_1]
   UNSPLITVOC:	(tawo'am)
          POS:	NOUN
          VOC:	tawo'am
        GLOSS:	twin

 INPUT STRING:	مثلا
     IS_TRANS:	mvlA
        INDEX:	P206W7
      OFFSETS:	27-31
       TOKENS:	P206W8-P206W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maval_1]
   UNSPLITVOC:	(mavalAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	maval+AF
        GLOSS:	example/proverb/for example/proverbs/examples+[acc.indef.]

 INPUT STRING:	"
     IS_TRANS:	"
        INDEX:	P206W8
      OFFSETS:	31-32
       TOKENS:	P206W9-P206W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(")
          POS:	PUNC
          VOC:	"
        GLOSS:	"

 INPUT STRING:	كانت
     IS_TRANS:	kAnt
        INDEX:	P206W9
      OFFSETS:	33-37
       TOKENS:	P206W10-P206W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	kAn+it
        GLOSS:	be/was/were+it/they/she

 INPUT STRING:	عملت
     IS_TRANS:	Emlt
        INDEX:	P206W10
      OFFSETS:	38-42
       TOKENS:	P206W11-P206W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(Eamalit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	Eamal+it
        GLOSS:	function/make/act/do+it/they/she

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P206W11
      OFFSETS:	43-45
       TOKENS:	P206W12-P206W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Ah)
          POS:	TYPO
          VOC:	Ah
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P206W12
      OFFSETS:	45-46
       TOKENS:	P206W13-P206W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P206W13
      OFFSETS:	46-47
       TOKENS:	P206W14-P206W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P207W1
      OFFSETS:	0-4
       TOKENS:	P207W1-P207W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	معاها
     IS_TRANS:	mEAhA
        INDEX:	P207W2
      OFFSETS:	5-10
       TOKENS:	P207W3-P207W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	maEa+hA
        GLOSS:	with+its/their/her

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P208W1
      OFFSETS:	0-4
       TOKENS:	P208W1-P208W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	معانا
     IS_TRANS:	mEAnA
        INDEX:	P208W2
      OFFSETS:	5-10
       TOKENS:	P208W3-P208W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	maEa+nA
        GLOSS:	with+our

 INPUT STRING:	جميعا
     IS_TRANS:	jmyEA
        INDEX:	P208W3
      OFFSETS:	11-16
       TOKENS:	P208W5-P208W5
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jamiyE_1]
   UNSPLITVOC:	(jamiyEAF)
          POS:	NOUN_QUANT+CASE_INDEF_ACC
          VOC:	jamiyE+AF
        GLOSS:	all, entire, every, whole+[acc.indef.]

 INPUT STRING:	"
     IS_TRANS:	"
        INDEX:	P208W4
      OFFSETS:	16-17
       TOKENS:	P208W6-P208W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(")
          POS:	PUNC
          VOC:	"
        GLOSS:	"

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P209W1
      OFFSETS:	0-2
       TOKENS:	P209W1-P209W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P209W2
      OFFSETS:	3-8
       TOKENS:	P209W2-P209W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ahi)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	by+Allah/God

 INPUT STRING:	لنتي
     IS_TRANS:	lnty
        INDEX:	P210W1
      OFFSETS:	0-4
       TOKENS:	P210W1-P210W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(lnty)
          POS:	TYPO
          VOC:	lnty
        GLOSS:	nogloss

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P210W2
      OFFSETS:	5-7
       TOKENS:	P210W2-P210W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الكام
     IS_TRANS:	AlkAm
        INDEX:	P210W3
      OFFSETS:	8-13
       TOKENS:	P210W3-P210W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kAm_1]
   UNSPLITVOC:	(AlkAm)
          POS:	DET+INTERROG_PRON
          VOC:	Al+kAm
        GLOSS:	the+how much/how many

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P210W4
      OFFSETS:	14-16
       TOKENS:	P210W4-P210W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	منى
     IS_TRANS:	mnY
        INDEX:	P210W5
      OFFSETS:	17-20
       TOKENS:	P210W5-P210W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[munaY_1]
   UNSPLITVOC:	(munaY)
          POS:	NOUN_PROP
          VOC:	munaY
        GLOSS:	Mouna/Muna

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P210W6
      OFFSETS:	20-21
       TOKENS:	P210W6-P210W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P210W7
      OFFSETS:	21-22
       TOKENS:	P210W7-P210W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	مشاء
     IS_TRANS:	m$A'
        INDEX:	P211W1
      OFFSETS:	0-4
       TOKENS:	P211W1-P211W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(m$A')
          POS:	NO_FUNC
          VOC:	m$A'
        GLOSS:	nogloss

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P211W2
      OFFSETS:	5-9
       TOKENS:	P211W2-P211W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	حلو
     IS_TRANS:	Hlw
        INDEX:	P211W3
      OFFSETS:	10-13
       TOKENS:	P211W3-P211W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilow)
          POS:	ADJ
          VOC:	Hilow
        GLOSS:	sweet/pleasant

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P211W4
      OFFSETS:	14-17
       TOKENS:	P211W4-P211W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	الرسمه
     IS_TRANS:	Alrsmh
        INDEX:	P211W5
      OFFSETS:	18-24
       TOKENS:	P211W5-P211W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rasomap_1]
   UNSPLITVOC:	(Alrasomap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+rasom+ap
        GLOSS:	the+painting+[fem.sg.]

 INPUT STRING:	بتاعت
     IS_TRANS:	btAEt
        INDEX:	P211W6
      OFFSETS:	25-30
       TOKENS:	P211W6-P211W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitAE_1]
   UNSPLITVOC:	(bitAEit)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	bitAE+ap
        GLOSS:	owners/something/belongings+[fem.sg.]

 INPUT STRING:	حسين
     IS_TRANS:	Hsyn
        INDEX:	P211W7
      OFFSETS:	31-35
       TOKENS:	P211W7-P211W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hisiyn_1]
   UNSPLITVOC:	(Hisiyn)
          POS:	NOUN_PROP
          VOC:	Hisiyn
        GLOSS:	Hussein

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P211W8
      OFFSETS:	36-38
       TOKENS:	P211W8-P211W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	Although/(even) though/even if/despite/in spite of the fact that/verily/truly

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P211W9
      OFFSETS:	39-42
       TOKENS:	P211W9-P211W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P211W10
      OFFSETS:	43-47
       TOKENS:	P211W10-P211W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	يطلع
     IS_TRANS:	yTlE
        INDEX:	P211W11
      OFFSETS:	48-52
       TOKENS:	P211W11-P211W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(yiTolaE)
          POS:	IV3MS+IV
          VOC:	yi+TolaE
        GLOSS:	he/it+ascend/begin to/rise/start/seems/come out/get out/turn be

 INPUT STRING:	فنان
     IS_TRANS:	fnAn
        INDEX:	P211W12
      OFFSETS:	53-57
       TOKENS:	P211W12-P211W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fan~An_1]
   UNSPLITVOC:	(fan~An)
          POS:	NOUN
          VOC:	fan~An
        GLOSS:	artist

 INPUT STRING:	زي
     IS_TRANS:	zy
        INDEX:	P211W13
      OFFSETS:	58-60
       TOKENS:	P211W13-P211W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	like/as

 INPUT STRING:	مامتو
     IS_TRANS:	mAmtw
        INDEX:	P211W14
      OFFSETS:	61-66
       TOKENS:	P211W14-P211W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAmA_1]
   UNSPLITVOC:	(mAmotuw)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	mAmot+uh
        GLOSS:	mama+his/its

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P212W1
      OFFSETS:	0-2
       TOKENS:	P212W1-P212W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	رسمها
     IS_TRANS:	rsmhA
        INDEX:	P212W2
      OFFSETS:	3-8
       TOKENS:	P212W2-P212W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rasam_1]
   UNSPLITVOC:	(rasamhA)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:3FS
          VOC:	rasam+(null)+hA
        GLOSS:	trace/sketch/prescribe/be traced/be sketched/be prescribed+he/it+it/them/her

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P212W3
      OFFSETS:	9-12
       TOKENS:	P212W4-P212W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الحيطة
     IS_TRANS:	AlHyTp
        INDEX:	P212W4
      OFFSETS:	13-19
       TOKENS:	P212W5-P212W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HiyT_1]
   UNSPLITVOC:	(AlHiyTap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+HiyT+ap
        GLOSS:	the+wall/walls/caution/care+[fem.sg.]

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P212W5
      OFFSETS:	20-22
       TOKENS:	P212W6-P212W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	عجبتي
     IS_TRANS:	Ejbty
        INDEX:	P212W6
      OFFSETS:	23-28
       TOKENS:	P212W7-P212W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Ejbty)
          POS:	TYPO
          VOC:	Ejbty
        GLOSS:	nogloss

 INPUT STRING:	عادي
     IS_TRANS:	EAdy
        INDEX:	P213W1
      OFFSETS:	0-4
       TOKENS:	P213W1-P213W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAdiy_1]
   UNSPLITVOC:	(EAdiy)
          POS:	ADJ
          VOC:	EAdiy
        GLOSS:	ordinary/regular/normal

 INPUT STRING:	مكل
     IS_TRANS:	mkl
        INDEX:	P213W2
      OFFSETS:	5-8
       TOKENS:	P213W2-P213W2
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mkl)
          POS:	NO_FUNC
          VOC:	mkl
        GLOSS:	nogloss

 INPUT STRING:	الفنانين
     IS_TRANS:	AlfnAnyn
        INDEX:	P213W3
      OFFSETS:	9-17
       TOKENS:	P213W3-P213W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fan~An_1]
   UNSPLITVOC:	(Alfan~Aniyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+fan~An+iyn
        GLOSS:	the+artist+[pl.]

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P213W4
      OFFSETS:	18-21
       TOKENS:	P213W4-P213W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	طيخلهم
     IS_TRANS:	Tyxlhm
        INDEX:	P214W1
      OFFSETS:	0-6
       TOKENS:	P214W1-P214W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Tyxlhm)
          POS:	TYPO
          VOC:	Tyxlhm
        GLOSS:	nogloss

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P214W2
      OFFSETS:	7-9
       TOKENS:	P214W2-P214W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Ah)
          POS:	TYPO
          VOC:	Ah
        GLOSS:	nogloss

 INPUT STRING:	النهرده
     IS_TRANS:	Alnhrdh
        INDEX:	P214W3
      OFFSETS:	10-17
       TOKENS:	P214W3-P214W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nahArdap_1]
   UNSPLITVOC:	(Alnahardah)
          POS:	DET+NOUN
          VOC:	Al+nahardah
        GLOSS:	the+today

 INPUT STRING:	كباب
     IS_TRANS:	kbAb
        INDEX:	P215W1
      OFFSETS:	0-4
       TOKENS:	P215W1-P215W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kabAb_1]
   UNSPLITVOC:	(kabAb)
          POS:	NOUN
          VOC:	kabAb
        GLOSS:	kebab (grilled meat dish)

 INPUT STRING:	حلة
     IS_TRANS:	Hlp
        INDEX:	P215W2
      OFFSETS:	5-8
       TOKENS:	P215W2-P215W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hal~ap_1]
   UNSPLITVOC:	(Hal~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Hal~+ap
        GLOSS:	cooking pot/cooking pots+[fem.sg.]

 INPUT STRING:	ورز
     IS_TRANS:	wrz
        INDEX:	P215W3
      OFFSETS:	9-12
       TOKENS:	P215W3-P215W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ruz~ap_1]
   UNSPLITVOC:	(wiruz~)
          POS:	CONJ+NOUN
          VOC:	wi+ruz~
        GLOSS:	and+a grain of rice

 INPUT STRING:	وانتي
     IS_TRANS:	wAnty
        INDEX:	P216W1
      OFFSETS:	0-5
       TOKENS:	P216W1-P216W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(wiAinotiy)
          POS:	CONJ+PRON_2FS
          VOC:	wi+Ainotiy
        GLOSS:	and+you [fem.sg.]/you/feminine

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P216W2
      OFFSETS:	5-6
       TOKENS:	P216W3-P216W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P216W3
      OFFSETS:	6-7
       TOKENS:	P216W4-P216W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	حطلب
     IS_TRANS:	HTlb
        INDEX:	P217W1
      OFFSETS:	0-4
       TOKENS:	P217W1-P217W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Talab_1]
   UNSPLITVOC:	(HaAaTolub)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+Tolub
        GLOSS:	will+I+request/be requested

 INPUT STRING:	سمك
     IS_TRANS:	smk
        INDEX:	P217W2
      OFFSETS:	5-8
       TOKENS:	P217W3-P217W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[samakap_1]
   UNSPLITVOC:	(samak)
          POS:	NOUN
          VOC:	samak
        GLOSS:	a fish

 INPUT STRING:	وحعمل
     IS_TRANS:	wHEml
        INDEX:	P217W3
      OFFSETS:	9-14
       TOKENS:	P217W4-P217W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(wiHaAaEomil)
          POS:	CONJ+FUT_PART+IV1S+IV
          VOC:	wi+Ha+Aa+Eomil
        GLOSS:	and+will+I+function/make/act/do

 INPUT STRING:	رز
     IS_TRANS:	rz
        INDEX:	P217W4
      OFFSETS:	15-17
       TOKENS:	P217W7-P217W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
