 INPUT STRING:	الستودينت
          POS:	ADJ
          VOC:	TuwAl
        GLOSS:	length/height/lengths/heights

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P150W3
      OFFSETS:	8-11
       TOKENS:	P150W3-P150W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P151W1
      OFFSETS:	0-3
       TOKENS:	P151W1-P151W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	بكعب
     IS_TRANS:	bkEb
        INDEX:	P151W2
      OFFSETS:	4-8
       TOKENS:	P151W2-P151W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kaEob_1]
   UNSPLITVOC:	(bikaEob)
          POS:	PREP+NOUN
          VOC:	bi+kaEob
        GLOSS:	with/by+knot/node/heel/heels

 INPUT STRING:	وما
     IS_TRANS:	wmA
        INDEX:	P151W3
      OFFSETS:	9-12
       TOKENS:	P151W4-P151W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_4]
   UNSPLITVOC:	(wamA)
          POS:	CONJ+NEG_PART
          VOC:	wa+mA
        GLOSS:	and+not

 INPUT STRING:	كنتش
     IS_TRANS:	knt$
        INDEX:	P151W4
      OFFSETS:	13-17
       TOKENS:	P151W6-P151W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunti$)
          POS:	PV+PVSUFF_SUBJ:1S+NEG_PART
          VOC:	kun+t+$
        GLOSS:	be/was/were+I+not

 INPUT STRING:	طايلاهم
     IS_TRANS:	TAylAhm
        INDEX:	P151W5
      OFFSETS:	18-25
       TOKENS:	P151W8-P151W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TAyil_1]
   UNSPLITVOC:	(TAyolAhum)
          POS:	ADJ+NSUFF_FEM_SG+PRON_3P
          VOC:	TAyol+ap+hum
        GLOSS:	immense/huge+[fem.sg.]+they

 INPUT STRING:	وأما
     IS_TRANS:	w>mA
        INDEX:	P151W6
      OFFSETS:	26-30
       TOKENS:	P151W10-P151W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>am~A_1]
   UNSPLITVOC:	(wa>am~A)
          POS:	CONJ+SUB_CONJ
          VOC:	wa+>am~A
        GLOSS:	and+as/when/if

 INPUT STRING:	قلعت
     IS_TRANS:	qlEt
        INDEX:	P151W7
      OFFSETS:	31-35
       TOKENS:	P151W12-P151W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qalaE_1]
   UNSPLITVOC:	(qalaEt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	qalaE+t
        GLOSS:	pick up+I [verb]

 INPUT STRING:	الجزمة
     IS_TRANS:	Aljzmp
        INDEX:	P151W8
      OFFSETS:	36-42
       TOKENS:	P151W13-P151W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jazomap_1]
   UNSPLITVOC:	(Aljazomap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+jazom+ap
        GLOSS:	the+shoes/boots+[fem.sg.]

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P151W9
      OFFSETS:	43-47
       TOKENS:	P151W14-P151W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	رجلي
     IS_TRANS:	rjly
        INDEX:	P151W10
      OFFSETS:	48-52
       TOKENS:	P151W16-P151W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rijol_1]
   UNSPLITVOC:	(rijoliy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	rijol+iy
        GLOSS:	leg/legs+my

 INPUT STRING:	وجعتني
     IS_TRANS:	wjEtny
        INDEX:	P151W11
      OFFSETS:	53-59
       TOKENS:	P151W18-P151W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wajaE_1]
   UNSPLITVOC:	(wajaEitniy)
          POS:	PV+PVSUFF_SUBJ:3FS+PVSUFF_DO:1S
          VOC:	wajaE+it+niy
        GLOSS:	pain/suffer/ache/hurt+it/they/she+me

 INPUT STRING:	ووقفت
     IS_TRANS:	wwqft
        INDEX:	P151W12
      OFFSETS:	60-65
       TOKENS:	P151W20-P151W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wiqif_1]
   UNSPLITVOC:	(wiwiqift)
          POS:	CONJ+PV+PVSUFF_SUBJ:1S
          VOC:	wi+wiqif+t
        GLOSS:	and+stand+I

 INPUT STRING:	حافي
     IS_TRANS:	HAfy
        INDEX:	P151W13
      OFFSETS:	66-70
       TOKENS:	P151W22-P151W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAfiy_1]
   UNSPLITVOC:	(HAfiy)
          POS:	ADJ
          VOC:	HAfiy
        GLOSS:	barefoot/bare

 INPUT STRING:	وقفت
     IS_TRANS:	wqft
        INDEX:	P151W14
      OFFSETS:	71-75
       TOKENS:	P151W23-P151W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wiqif_1]
   UNSPLITVOC:	(wiqift)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	wiqif+t
        GLOSS:	stand+I

 INPUT STRING:	له
     IS_TRANS:	lh
        INDEX:	P151W15
      OFFSETS:	76-78
       TOKENS:	P151W24-P151W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+him/it

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P151W16
      OFFSETS:	79-82
       TOKENS:	P151W26-P151W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	كرسي
     IS_TRANS:	krsy
        INDEX:	P151W17
      OFFSETS:	83-87
       TOKENS:	P151W27-P151W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kurosiy_1]
   UNSPLITVOC:	(kurosiy)
          POS:	NOUN
          VOC:	kurosiy
        GLOSS:	seats/seat/chairs

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P151W18
      OFFSETS:	88-92
       TOKENS:	P151W28-P151W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	اشوف
     IS_TRANS:	A$wf
        INDEX:	P151W19
      OFFSETS:	93-97
       TOKENS:	P151W30-P151W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(Aa$uwf)
          POS:	IV1S+IV
          VOC:	Aa+$uwf
        GLOSS:	I+look

 INPUT STRING:	راسه
     IS_TRANS:	rAsh
        INDEX:	P151W20
      OFFSETS:	98-102
       TOKENS:	P151W31-P151W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAs_1]
   UNSPLITVOC:	(rAsuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	rAs+uh
        GLOSS:	head+his/its

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P151W21
      OFFSETS:	103-104
       TOKENS:	P151W33-P151W33
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	وما
     IS_TRANS:	wmA
        INDEX:	P151W22
      OFFSETS:	105-108
       TOKENS:	P151W34-P151W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_4]
   UNSPLITVOC:	(wamA)
          POS:	CONJ+NEG_PART
          VOC:	wa+mA
        GLOSS:	and+not

 INPUT STRING:	كنتش
     IS_TRANS:	knt$
        INDEX:	P151W23
      OFFSETS:	109-113
       TOKENS:	P151W36-P151W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunti$)
          POS:	PV+PVSUFF_SUBJ:1S+NEG_PART
          VOC:	kun+t+$
        GLOSS:	be/was/were+I+not

 INPUT STRING:	طايلاه
     IS_TRANS:	TAylAh
        INDEX:	P151W24
      OFFSETS:	114-120
       TOKENS:	P151W38-P151W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TAyil_1]
   UNSPLITVOC:	(TAyolAh)
          POS:	ADJ+NSUFF_FEM_SG+PRON_3MS
          VOC:	TAyol+ap+uh
        GLOSS:	immense/huge+[fem.sg.]+him

 INPUT STRING:	برضه
     IS_TRANS:	brDh
        INDEX:	P151W25
      OFFSETS:	121-125
       TOKENS:	P151W40-P151W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baroDuh_1]
   UNSPLITVOC:	(baroDuh)
          POS:	ADV
          VOC:	baroDuh
        GLOSS:	also

 INPUT STRING:	لازم
     IS_TRANS:	lAzm
        INDEX:	P152W1
      OFFSETS:	0-4
       TOKENS:	P152W1-P152W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(lAzim)
          POS:	NOUN
          VOC:	lAzim
        GLOSS:	necessary/required/needed

 INPUT STRING:	اطلع
     IS_TRANS:	ATlE
        INDEX:	P152W2
      OFFSETS:	5-9
       TOKENS:	P152W2-P152W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(AaTolaE)
          POS:	IV1S+IV
          VOC:	Aa+TolaE
        GLOSS:	I+ascend/begin to/rise/start/seems/come out/get out/turn be

 INPUT STRING:	له
     IS_TRANS:	lh
        INDEX:	P152W3
      OFFSETS:	10-12
       TOKENS:	P152W3-P152W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+him/it

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P152W4
      OFFSETS:	13-16
       TOKENS:	P152W5-P152W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	سلم
     IS_TRANS:	slm
        INDEX:	P152W5
      OFFSETS:	17-20
       TOKENS:	P152W6-P152W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sil~im_1]
   UNSPLITVOC:	(sil~im)
          POS:	NOUN
          VOC:	sil~im
        GLOSS:	ladder/stairs/ladders/staircase/step/steps/route/course

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P152W6
      OFFSETS:	21-25
       TOKENS:	P152W7-P152W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	أحضنه
     IS_TRANS:	>HDnh
        INDEX:	P152W7
      OFFSETS:	26-31
       TOKENS:	P152W9-P152W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HaDan_1]
   UNSPLITVOC:	(>aHoDunuh)
          POS:	IV1S+IV+IVSUFF_DO:3MS
          VOC:	>a+HoDun+uh
        GLOSS:	i+embrace/nurture/raise+him/it

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P152W8
      OFFSETS:	32-35
       TOKENS:	P152W11-P152W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	اوف
     IS_TRANS:	Awf
        INDEX:	P152W9
      OFFSETS:	36-39
       TOKENS:	P152W12-P152W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>uwf_1]
   UNSPLITVOC:	(>uwf)
          POS:	INTERJ
          VOC:	>uwf
        GLOSS:	exasperation, irritation, extreme annoyance

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P152W10
      OFFSETS:	40-43
       TOKENS:	P152W13-P152W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	yet

 INPUT STRING:	حأطلع
     IS_TRANS:	H>TlE
        INDEX:	P152W11
      OFFSETS:	44-49
       TOKENS:	P152W14-P152W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(HaAaTolaE)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+TolaE
        GLOSS:	will+I+ascend/begin to/rise/start/seems/come out/get out/turn be

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P152W12
      OFFSETS:	49-50
       TOKENS:	P152W16-P152W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P152W13
      OFFSETS:	51-52
       TOKENS:	P152W17-P152W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	هههه
     IS_TRANS:	hhhh
        INDEX:	P153W1
      OFFSETS:	0-4
       TOKENS:	P153W1-P153W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hah_1]
   UNSPLITVOC:	(hahahah)
          POS:	INTERJ
          VOC:	hahahah
        GLOSS:	laughing

 INPUT STRING:	وما
     IS_TRANS:	wmA
        INDEX:	P153W2
      OFFSETS:	5-8
       TOKENS:	P153W2-P153W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_3]
   UNSPLITVOC:	(wamA)
          POS:	CONJ+INTERROG_PRON
          VOC:	wa+mA
        GLOSS:	and+what/which

 INPUT STRING:	له
     IS_TRANS:	lh
        INDEX:	P153W3
      OFFSETS:	9-11
       TOKENS:	P153W4-P153W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+him/it

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P153W4
      OFFSETS:	12-14
       TOKENS:	P153W6-P153W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	أختي
     IS_TRANS:	>xty
        INDEX:	P153W5
      OFFSETS:	15-19
       TOKENS:	P153W7-P153W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>uxot_1]
   UNSPLITVOC:	(>uxotiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	>uxot+iy
        GLOSS:	sister/counterpart/sisters+my

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P153W6
      OFFSETS:	20-21
       TOKENS:	P153W9-P153W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P154W1
      OFFSETS:	0-3
       TOKENS:	P154W1-P154W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	أما
     IS_TRANS:	>mA
        INDEX:	P154W2
      OFFSETS:	4-7
       TOKENS:	P154W2-P154W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>am~A_1]
   UNSPLITVOC:	(>am~A)
          POS:	SUB_CONJ
          VOC:	>am~A
        GLOSS:	as/when/if

 INPUT STRING:	كنت
     IS_TRANS:	knt
        INDEX:	P154W3
      OFFSETS:	8-11
       TOKENS:	P154W3-P154W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be/was/were+I

 INPUT STRING:	عاوزة
     IS_TRANS:	EAwzp
        INDEX:	P154W4
      OFFSETS:	12-17
       TOKENS:	P154W4-P154W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAwiz_1]
   UNSPLITVOC:	(EAwozap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	EAwoz+ap
        GLOSS:	wanting/needing+[fem.sg.]

 INPUT STRING:	اقول
     IS_TRANS:	Aqwl
        INDEX:	P154W5
      OFFSETS:	18-22
       TOKENS:	P154W5-P154W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(Aaquwl)
          POS:	IV1S+IV
          VOC:	Aa+quwl
        GLOSS:	I+said/say/be said/(for example)

 INPUT STRING:	له
     IS_TRANS:	lh
        INDEX:	P154W6
      OFFSETS:	23-25
       TOKENS:	P154W6-P154W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+him/it

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P154W7
      OFFSETS:	26-30
       TOKENS:	P154W8-P154W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P154W8
      OFFSETS:	31-33
       TOKENS:	P154W9-P154W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	ودنه
     IS_TRANS:	wdnh
        INDEX:	P154W9
      OFFSETS:	34-38
       TOKENS:	P154W10-P154W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[widon_1]
   UNSPLITVOC:	(widonuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	widon+uh
        GLOSS:	ear/ears+his/its

 INPUT STRING:	كنت
     IS_TRANS:	knt
        INDEX:	P154W10
      OFFSETS:	39-42
       TOKENS:	P154W12-P154W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be/was/were+I

 INPUT STRING:	بأتشعلق
     IS_TRANS:	b>t$Elq
        INDEX:	P154W11
      OFFSETS:	43-50
       TOKENS:	P154W13-P154W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aito$aEolaq_1]
   UNSPLITVOC:	(bAato$aEolaq)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+to$aEolaq
        GLOSS:	[present-tense]+I+hang

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P154W12
      OFFSETS:	51-53
       TOKENS:	P154W15-P154W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	كتفه
     IS_TRANS:	ktfh
        INDEX:	P154W13
      OFFSETS:	54-58
       TOKENS:	P154W16-P154W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[katif_1]
   UNSPLITVOC:	(katifuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	katif+uh
        GLOSS:	shoulder+its/his

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P154W14
      OFFSETS:	59-63
       TOKENS:	P154W18-P154W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	اقول
     IS_TRANS:	Aqwl
        INDEX:	P154W15
      OFFSETS:	64-68
       TOKENS:	P154W20-P154W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(Aaquwl)
          POS:	IV1S+IV
          VOC:	Aa+quwl
        GLOSS:	I+said/say/be said/(for example)

 INPUT STRING:	له
     IS_TRANS:	lh
        INDEX:	P154W16
      OFFSETS:	69-71
       TOKENS:	P154W21-P154W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+him/it

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P154W17
      OFFSETS:	72-76
       TOKENS:	P154W23-P154W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aill~iy_1]
   UNSPLITVOC:	(Aill~iy)
          POS:	REL_PRON
          VOC:	Aill~iy
        GLOSS:	who/which/that

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P154W18
      OFFSETS:	77-80
       TOKENS:	P154W24-P154W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	عاوزاه
     IS_TRANS:	EAwzAh
        INDEX:	P154W19
      OFFSETS:	81-87
       TOKENS:	P154W25-P154W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAwiz_1]
   UNSPLITVOC:	(EAwozAh)
