 INPUT STRING:	طمني
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P40W27
      OFFSETS:	110-111
       TOKENS:	P40W33-P40W33
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	سامحني
     IS_TRANS:	sAmHny
        INDEX:	P40W28
      OFFSETS:	111-117
       TOKENS:	P40W34-P40W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sAmiH_1]
   UNSPLITVOC:	(sAmiHniy)
          POS:	CV+CVSUFF_SUBJ:2MS+CVSUFF_DO:1S
          VOC:	sAmiH+(null)+niy
        GLOSS:	forgive/pardon+you+me

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P40W29
      OFFSETS:	118-121
       TOKENS:	P40W36-P40W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	بأحاول
     IS_TRANS:	b>HAwl
        INDEX:	P40W30
      OFFSETS:	122-128
       TOKENS:	P40W37-P40W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAwil_1]
   UNSPLITVOC:	(bAaHAwil)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+HAwil
        GLOSS:	[present-tense]+I+test/try/attempt/try out/test for ripeness/explore/invent/originate

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P40W31
      OFFSETS:	129-131
       TOKENS:	P40W39-P40W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_4]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	أخذش
     IS_TRANS:	>x*$
        INDEX:	P40W32
      OFFSETS:	132-136
       TOKENS:	P40W40-P40W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>axa*_1]
   UNSPLITVOC:	(Aaxu*$)
          POS:	IV1S+IV+NEG_PART
          VOC:	Aa+xu*+$
        GLOSS:	I+take+not

 INPUT STRING:	اي
     IS_TRANS:	Ay
        INDEX:	P40W33
      OFFSETS:	137-139
       TOKENS:	P40W42-P40W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Aay~_2]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	ذنب
     IS_TRANS:	*nb
        INDEX:	P40W34
      OFFSETS:	140-143
       TOKENS:	P40W43-P40W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[*anob_1]
   UNSPLITVOC:	(*anob)
          POS:	NOUN
          VOC:	*anob
        GLOSS:	fault/offense/misdeed/misdeeds/offenses/faults

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P41W1
      OFFSETS:	0-2
       TOKENS:	P41W1-P41W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	فهمت
     IS_TRANS:	fhmt
        INDEX:	P41W2
      OFFSETS:	3-7
       TOKENS:	P41W2-P41W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fihim_1]
   UNSPLITVOC:	(fihimt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	fihim+t
        GLOSS:	understand/be understood/be heard/been able hear/be received information/be received news/be listened/be attentive+I

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P41W3
      OFFSETS:	8-10
       TOKENS:	P41W3-P41W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P41W4
      OFFSETS:	11-15
       TOKENS:	P41W4-P41W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P41W5
      OFFSETS:	16-18
       TOKENS:	P41W5-P41W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_4]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	كنتش
     IS_TRANS:	knt$
        INDEX:	P41W6
      OFFSETS:	19-23
       TOKENS:	P41W6-P41W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunti$)
          POS:	PV+PVSUFF_SUBJ:1S+NEG_PART
          VOC:	kun+t+$
        GLOSS:	be/was/were+I+not

 INPUT STRING:	اعرفها
     IS_TRANS:	AErfhA
        INDEX:	P41W7
      OFFSETS:	24-30
       TOKENS:	P41W8-P41W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eirif_1]
   UNSPLITVOC:	(AaEorafahA)
          POS:	IV1S+IV+IVSUFF_DO:3FS
          VOC:	Aa+Eoraf+hA
        GLOSS:	I+know+it/them/her

 INPUT STRING:	زعلان
     IS_TRANS:	zElAn
        INDEX:	P42W1
      OFFSETS:	0-5
       TOKENS:	P42W1-P42W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zaEolAn_1]
   UNSPLITVOC:	(zaEolAn)
          POS:	ADJ
          VOC:	zaEolAn
        GLOSS:	angry/annoyed

 INPUT STRING:	مني
     IS_TRANS:	mny
        INDEX:	P42W2
      OFFSETS:	6-9
       TOKENS:	P42W2-P42W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min~iy)
          POS:	PREP+PRON_1S
          VOC:	min~+iy
        GLOSS:	from+me

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P42W3
      OFFSETS:	10-12
       TOKENS:	P42W4-P42W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P42W4
      OFFSETS:	13-17
       TOKENS:	P42W5-P42W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P42W5
      OFFSETS:	18-19
       TOKENS:	P42W6-P42W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P42W6
      OFFSETS:	19-20
       TOKENS:	P42W7-P42W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P43W1
      OFFSETS:	0-2
       TOKENS:	P43W1-P43W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	توصلي
     IS_TRANS:	twSly
        INDEX:	P43W2
      OFFSETS:	3-8
       TOKENS:	P43W2-P43W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[wiSil_1]
   UNSPLITVOC:	(tiwoSaliy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+woSal+iy
        GLOSS:	you+connect/arrive/reach+[fem.sg.]

 INPUT STRING:	بال
     IS_TRANS:	bAl
        INDEX:	P43W3
      OFFSETS:	9-12
       TOKENS:	P43W3-P43W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Al_1]
   UNSPLITVOC:	(biAl)
          POS:	PREP+DET
          VOC:	bi+Al
        GLOSS:	to/for+the

 INPUT STRING:	سلامة
     IS_TRANS:	slAmp
        INDEX:	P43W4
      OFFSETS:	13-18
       TOKENS:	P43W5-P43W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[salAmap_1]
   UNSPLITVOC:	(salAmap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	salAm+ap
        GLOSS:	security/safety/integrity+[fem.sg.]

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P43W5
      OFFSETS:	19-21
       TOKENS:	P43W6-P43W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	ملحقتش
     IS_TRANS:	mlHqt$
        INDEX:	P43W6
      OFFSETS:	22-28
       TOKENS:	P43W7-P43W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[liHiq_1]
   UNSPLITVOC:	(mA_liHiqti$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:1S+NEG_PART
          VOC:	mA+liHiq+t+$
        GLOSS:	not+follow/be attached/[help!]/reach+I+not

 INPUT STRING:	أشبع
     IS_TRANS:	>$bE
        INDEX:	P43W7
      OFFSETS:	29-33
       TOKENS:	P43W10-P43W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[$ibiE_1]
   UNSPLITVOC:	(Aa$obaE)
          POS:	IV1S+IV
          VOC:	Aa+$obaE
        GLOSS:	I+be full

 INPUT STRING:	منك
     IS_TRANS:	mnk
        INDEX:	P43W8
      OFFSETS:	34-37
       TOKENS:	P43W11-P43W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min~ik)
          POS:	PREP+PRON_2FS
          VOC:	min~+ik
        GLOSS:	from+you

 INPUT STRING:	حتوحشيني
     IS_TRANS:	HtwH$yny
        INDEX:	P43W9
      OFFSETS:	38-46
       TOKENS:	P43W13-P43W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[waHa$_1]
   UNSPLITVOC:	(HatiwoHa$iyniy)
          POS:	FUT_PART+IV2FS+IV+IVSUFF_SUBJ:2FS+IVSUFF_DO:1S
          VOC:	Ha+ti+woHa$+iy+niy
        GLOSS:	will+you+miss+[fem.sg.]+me

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P44W1
      OFFSETS:	0-2
       TOKENS:	P44W1-P44W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_2]
   UNSPLITVOC:	(mA)
          POS:	FOCUS_PART
          VOC:	mA
        GLOSS:	[empphasis]

 INPUT STRING:	أنا
     IS_TRANS:	>nA
        INDEX:	P44W2
      OFFSETS:	3-6
       TOKENS:	P44W2-P44W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	كنت
     IS_TRANS:	knt
        INDEX:	P44W3
      OFFSETS:	7-10
       TOKENS:	P44W3-P44W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be/was/were+I

 INPUT STRING:	قدامك
     IS_TRANS:	qdAmk
        INDEX:	P44W4
      OFFSETS:	11-16
       TOKENS:	P44W4-P44W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qud~Am_1]
   UNSPLITVOC:	(qud~Amak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	qud~Am+ak
        GLOSS:	front/in front of+your

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P45W1
      OFFSETS:	0-2
       TOKENS:	P45W1-P45W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	it/they/she

 INPUT STRING:	الطيارة
     IS_TRANS:	AlTyArp
        INDEX:	P45W2
      OFFSETS:	3-10
       TOKENS:	P45W2-P45W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~Arap_1]
   UNSPLITVOC:	(AlTay~Arap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Tay~Ar+ap
        GLOSS:	the+airoplane+[fem.sg.]

 INPUT STRING:	إمتى
     IS_TRANS:	<mtY
        INDEX:	P45W3
      OFFSETS:	11-15
       TOKENS:	P45W3-P45W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<imotaY_1]
   UNSPLITVOC:	(<imotaY)
          POS:	INTERROG_ADV
          VOC:	<imotaY
        GLOSS:	when

 INPUT STRING:	8.15
     IS_TRANS:	8.15
        INDEX:	P46W1
      OFFSETS:	0-4
       TOKENS:	P46W1-P46W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[8.15_1]
   UNSPLITVOC:	(8.15)
          POS:	NOUN_NUM
          VOC:	8.15
        GLOSS:	8.15

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P46W2
      OFFSETS:	5-7
       TOKENS:	P46W2-P46W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P46W3
      OFFSETS:	8-11
       TOKENS:	P46W3-P46W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P46W4
      OFFSETS:	12-16
       TOKENS:	P46W4-P46W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	طب
     IS_TRANS:	Tb
        INDEX:	P47W1
      OFFSETS:	0-2
       TOKENS:	P47W1-P47W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tab_1]
   UNSPLITVOC:	(Tab)
          POS:	INTERJ
          VOC:	Tab
        GLOSS:	ok

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P47W2
      OFFSETS:	3-5
       TOKENS:	P47W2-P47W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_2]
   UNSPLITVOC:	(mA)
          POS:	FOCUS_PART
          VOC:	mA
        GLOSS:	[empphasis]

 INPUT STRING:	حتفضلي
     IS_TRANS:	HtfDly
        INDEX:	P47W3
      OFFSETS:	6-12
       TOKENS:	P47W3-P47W3
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(HtfDly)
          POS:	NO_FUNC
          VOC:	HtfDly
        GLOSS:	nogloss

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P47W4
      OFFSETS:	13-16
       TOKENS:	P47W4-P47W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	طول
     IS_TRANS:	Twl
        INDEX:	P47W5
      OFFSETS:	17-20
       TOKENS:	P47W5-P47W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tuwl_1]
   UNSPLITVOC:	(Tuwl)
          POS:	NOUN
          VOC:	Tuwl
        GLOSS:	length/height/lengths/heights

 INPUT STRING:	قدامي
     IS_TRANS:	qdAmy
        INDEX:	P47W6
      OFFSETS:	21-26
       TOKENS:	P47W6-P47W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qud~Am_1]
   UNSPLITVOC:	(qud~Amiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	qud~Am+iy
        GLOSS:	front/in front of+my

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P48W1
      OFFSETS:	0-3
       TOKENS:	P48W1-P48W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	فال
     IS_TRANS:	fAl
        INDEX:	P48W2
      OFFSETS:	4-7
       TOKENS:	P48W2-P48W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Al_1]
   UNSPLITVOC:	(fAl)
          POS:	PREP+DET
          VOC:	fiy+Al
        GLOSS:	in+the/for

 INPUT STRING:	طيارة
     IS_TRANS:	TyArp
        INDEX:	P48W3
      OFFSETS:	8-13
       TOKENS:	P48W4-P48W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~Arap_1]
   UNSPLITVOC:	(Tay~Arap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Tay~Ar+ap
        GLOSS:	airoplane+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P48W4
      OFFSETS:	13-14
       TOKENS:	P48W5-P48W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P48W5
      OFFSETS:	14-15
       TOKENS:	P48W6-P48W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P48W6
      OFFSETS:	15-17
       TOKENS:	P48W7-P48W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	حتنزل
     IS_TRANS:	Htnzl
        INDEX:	P48W7
      OFFSETS:	18-23
       TOKENS:	P48W8-P48W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nizil_1]
   UNSPLITVOC:	(Hatinozil)
          POS:	FUT_PART+IV2MS+IV
          VOC:	Ha+ti+nozil
        GLOSS:	will+you+descend/come/desend/stay

 INPUT STRING:	انهارده
     IS_TRANS:	AnhArdh
        INDEX:	P48W8
      OFFSETS:	24-31
       TOKENS:	P48W10-P48W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ain~ahArodap_1]
   UNSPLITVOC:	(Ain~ahArodap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Ain~ahArod+ap
        GLOSS:	today+[fem.sg.]

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P48W9
      OFFSETS:	32-33
       TOKENS:	P48W11-P48W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P48W10
      OFFSETS:	33-34
       TOKENS:	P48W12-P48W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	حأنزل
     IS_TRANS:	H>nzl
        INDEX:	P49W1
      OFFSETS:	0-5
       TOKENS:	P49W1-P49W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nizil_1]
   UNSPLITVOC:	(HaAanozil)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+nozil
        GLOSS:	will+I+descend/come/desend/stay

 INPUT STRING:	اروح
     IS_TRANS:	ArwH
        INDEX:	P49W2
      OFFSETS:	6-10
       TOKENS:	P49W3-P49W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(AaruwH)
          POS:	IV1S+IV
          VOC:	Aa+ruwH
        GLOSS:	I+begin/go

 INPUT STRING:	لسمير
     IS_TRANS:	lsmyr
        INDEX:	P49W3
      OFFSETS:	11-16
       TOKENS:	P49W4-P49W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[samiyr_1]
   UNSPLITVOC:	(lisamiyr)
          POS:	PREP+NOUN_PROP
          VOC:	li+samiyr
        GLOSS:	for/to+Samir/Sameer

 INPUT STRING:	ومأعرفش
     IS_TRANS:	wm>Erf$
        INDEX:	P49W4
      OFFSETS:	17-24
       TOKENS:	P49W6-P49W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eirif_1]
   UNSPLITVOC:	(wimAEoraf$)
          POS:	CONJ+NEG_PART+IV1S+IV+NEG_PART
          VOC:	wi+ma+>a+Eoraf+$
        GLOSS:	and+not+I+know+not

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P49W5
      OFFSETS:	25-28
       TOKENS:	P49W10-P49W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	yet

 INPUT STRING:	حأعمل
     IS_TRANS:	H>Eml
        INDEX:	P49W6
      OFFSETS:	29-34
       TOKENS:	P49W11-P49W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(HaAaEomil)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+Eomil
        GLOSS:	will+I+function/make/act/do

 INPUT STRING:	أيه
     IS_TRANS:	>yh
        INDEX:	P49W7
      OFFSETS:	35-38
       TOKENS:	P49W13-P49W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ayoh_1]
   UNSPLITVOC:	(>ayoh)
          POS:	REL_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	حأقفل
     IS_TRANS:	H>qfl
        INDEX:	P50W1
      OFFSETS:	0-5
       TOKENS:	P50W1-P50W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qafal_1]
   UNSPLITVOC:	(HaAaqofil)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+qofil
        GLOSS:	will+I+return/lock

 INPUT STRING:	موبايلي
     IS_TRANS:	mwbAyly
