 INPUT STRING:	فتحت
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+it/him

 INPUT STRING:	حيرجع
     IS_TRANS:	HyrjE
        INDEX:	P155W1
      OFFSETS:	0-5
       TOKENS:	P155W1-P155W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rijiE_1]
   UNSPLITVOC:	(HayirojaE)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+rojaE
        GLOSS:	will+he/it+come back/go back/return back/return

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P156W1
      OFFSETS:	0-3
       TOKENS:	P156W1-P156W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	ادعي
     IS_TRANS:	AdEy
        INDEX:	P156W2
      OFFSETS:	4-8
       TOKENS:	P156W2-P156W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daEA_1]
   UNSPLITVOC:	(AidoEiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	AidoE+iy
        GLOSS:	call/invite/be called/be invited+you

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P156W3
      OFFSETS:	9-11
       TOKENS:	P156W3-P156W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+me

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P157W1
      OFFSETS:	0-4
       TOKENS:	P157W1-P157W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	يصلح
     IS_TRANS:	ySlH
        INDEX:	P157W2
      OFFSETS:	5-9
       TOKENS:	P157W3-P157W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSolaH_1]
   UNSPLITVOC:	(yiSoliH)
          POS:	IV3MS+IV
          VOC:	yi+SoliH
        GLOSS:	he/it+put in order/repair/be put in order/be repaired

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P157W3
      OFFSETS:	10-12
       TOKENS:	P157W4-P157W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_7]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	why/what/which

 INPUT STRING:	بيننا
     IS_TRANS:	bynnA
        INDEX:	P157W4
      OFFSETS:	13-18
       TOKENS:	P157W5-P157W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[biyn_1]
   UNSPLITVOC:	(biynnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	biyn+nA
        GLOSS:	between+our

 INPUT STRING:	فلز
     IS_TRANS:	flz
        INDEX:	P157W5
      OFFSETS:	19-22
       TOKENS:	P157W7-P157W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(flz)
          POS:	FOREIGN
          VOC:	flz
        GLOSS:	nogloss

 INPUT STRING:	اي
     IS_TRANS:	Ay
        INDEX:	P157W6
      OFFSETS:	23-25
       TOKENS:	P157W8-P157W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Ay)
          POS:	FOREIGN
          VOC:	Ay
        GLOSS:	nogloss

 INPUT STRING:	نكد
     IS_TRANS:	nkd
        INDEX:	P157W7
      OFFSETS:	26-29
       TOKENS:	P157W9-P157W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(nkd)
          POS:	FOREIGN
          VOC:	nkd
        GLOSS:	nogloss

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P157W8
      OFFSETS:	30-32
       TOKENS:	P157W10-P157W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(|h)
          POS:	FOREIGN
          VOC:	|h
        GLOSS:	nogloss

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P158W1
      OFFSETS:	0-3
       TOKENS:	P158W1-P158W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	خايفة
     IS_TRANS:	xAyfp
        INDEX:	P158W2
      OFFSETS:	4-9
       TOKENS:	P158W2-P158W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAyif_1]
   UNSPLITVOC:	(xAyofap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	xAyof+ap
        GLOSS:	frightened/fearful/afraid+[fem.sg.]

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P158W3
      OFFSETS:	10-13
       TOKENS:	P158W3-P158W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	يقلب
     IS_TRANS:	yqlb
        INDEX:	P158W4
      OFFSETS:	14-18
       TOKENS:	P158W4-P158W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qalab_1]
   UNSPLITVOC:	(yiqolib)
          POS:	IV3MS+IV
          VOC:	yi+qolib
        GLOSS:	he/it+turn around/reverse/overthrow/topple

 INPUT STRING:	كريم
     IS_TRANS:	krym
        INDEX:	P158W5
      OFFSETS:	19-23
       TOKENS:	P158W5-P158W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kariym_1]
   UNSPLITVOC:	(kariym)
          POS:	NOUN_PROP
          VOC:	kariym
        GLOSS:	Kareem/Karim

 INPUT STRING:	عربي
     IS_TRANS:	Erby
        INDEX:	P158W6
      OFFSETS:	24-28
       TOKENS:	P158W6-P158W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Earabiy_2]
   UNSPLITVOC:	(Earabiy)
          POS:	NOUN_PROP
          VOC:	Earabiy
        GLOSS:	Arabi

 INPUT STRING:	2
     IS_TRANS:	2
        INDEX:	P158W7
      OFFSETS:	29-30
       TOKENS:	P158W7-P158W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(2)
          POS:	ADJ_NUM
          VOC:	2
        GLOSS:	2

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P159W1
      OFFSETS:	0-3
       TOKENS:	P159W1-P159W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jad~_1]
   UNSPLITVOC:	(bijad~)
          POS:	PREP+NOUN
          VOC:	bi+jad~
        GLOSS:	with/by+seriousness/earnestness

 INPUT STRING:	بروميس
     IS_TRANS:	brwmys
        INDEX:	P160W1
      OFFSETS:	0-6
       TOKENS:	P160W1-P160W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(brwmys)
          POS:	FOREIGN
          VOC:	brwmys
        GLOSS:	nogloss

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P160W2
      OFFSETS:	7-12
       TOKENS:	P160W2-P160W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ahi)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	by+Allah/God

 INPUT STRING:	وهايف
     IS_TRANS:	whAyf
        INDEX:	P161W1
      OFFSETS:	0-5
       TOKENS:	P161W1-P161W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(whAyf)
          POS:	FOREIGN
          VOC:	whAyf
        GLOSS:	nogloss

 INPUT STRING:	نو
     IS_TRANS:	nw
        INDEX:	P161W2
      OFFSETS:	6-8
       TOKENS:	P161W2-P161W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(nw)
          POS:	FOREIGN
          VOC:	nw
        GLOSS:	nogloss

 INPUT STRING:	إذا
     IS_TRANS:	<*A
        INDEX:	P161W3
      OFFSETS:	9-12
       TOKENS:	P161W3-P161W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(<*A)
          POS:	FOREIGN
          VOC:	<*A
        GLOSS:	nogloss

 INPUT STRING:	اي
     IS_TRANS:	Ay
        INDEX:	P161W4
      OFFSETS:	13-15
       TOKENS:	P161W4-P161W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Ay)
          POS:	FOREIGN
          VOC:	Ay
        GLOSS:	nogloss

 INPUT STRING:	تو
     IS_TRANS:	tw
        INDEX:	P161W5
      OFFSETS:	16-18
       TOKENS:	P161W5-P161W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(tw)
          POS:	FOREIGN
          VOC:	tw
        GLOSS:	nogloss

 INPUT STRING:	إنه
     IS_TRANS:	<nh
        INDEX:	P161W6
      OFFSETS:	19-22
       TOKENS:	P161W6-P161W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+he/it

 INPUT STRING:	عادي
     IS_TRANS:	EAdy
        INDEX:	P161W7
      OFFSETS:	23-27
       TOKENS:	P161W8-P161W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAdiy_1]
   UNSPLITVOC:	(EAdiy)
          POS:	NOUN
          VOC:	EAdiy
        GLOSS:	aggressive/hostile/ordinary/normal/regular/chaser/plain

 INPUT STRING:	قشطة
     IS_TRANS:	q$Tp
        INDEX:	P161W8
      OFFSETS:	28-32
       TOKENS:	P161W9-P161W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qi$oTap_1]
   UNSPLITVOC:	(qi$oTap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qi$oT+ap
        GLOSS:	cream+[fem.sg.]

 INPUT STRING:	اي
     IS_TRANS:	Ay
        INDEX:	P161W9
      OFFSETS:	33-35
       TOKENS:	P161W10-P161W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Ay)
          POS:	FOREIGN
          VOC:	Ay
        GLOSS:	nogloss

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P161W10
      OFFSETS:	36-39
       TOKENS:	P161W11-P161W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(kAn)
          POS:	FOREIGN
          VOC:	kAn
        GLOSS:	nogloss

 INPUT STRING:	جرت
     IS_TRANS:	jrt
        INDEX:	P161W11
      OFFSETS:	40-43
       TOKENS:	P161W12-P161W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(jrt)
          POS:	FOREIGN
          VOC:	jrt
        GLOSS:	nogloss

 INPUT STRING:	أوفر
     IS_TRANS:	>wfr
        INDEX:	P161W12
      OFFSETS:	44-48
       TOKENS:	P161W13-P161W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(>wfr)
          POS:	FOREIGN
          VOC:	>wfr
        GLOSS:	nogloss

 INPUT STRING:	أيه
     IS_TRANS:	>yh
        INDEX:	P161W13
      OFFSETS:	49-52
       TOKENS:	P161W14-P161W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(>yh)
          POS:	FOREIGN
          VOC:	>yh
        GLOSS:	nogloss

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P161W14
      OFFSETS:	53-57
       TOKENS:	P161W15-P161W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	أم
     IS_TRANS:	>m
        INDEX:	P161W15
      OFFSETS:	58-60
       TOKENS:	P161W17-P161W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(>m)
          POS:	FOREIGN
          VOC:	>m
        GLOSS:	nogloss

 INPUT STRING:	نوت
     IS_TRANS:	nwt
        INDEX:	P161W16
      OFFSETS:	61-64
       TOKENS:	P161W18-P161W18
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(nwt)
          POS:	FOREIGN
          VOC:	nwt
        GLOSS:	nogloss

 INPUT STRING:	أتتصحد
     IS_TRANS:	>ttSHd
        INDEX:	P161W17
      OFFSETS:	65-71
       TOKENS:	P161W19-P161W19
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(>ttSHd)
          POS:	FOREIGN
          VOC:	>ttSHd
        GLOSS:	nogloss

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P161W18
      OFFSETS:	72-74
       TOKENS:	P161W20-P161W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	اي
     IS_TRANS:	Ay
        INDEX:	P161W19
      OFFSETS:	75-77
       TOKENS:	P161W21-P161W21
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Ay)
          POS:	FOREIGN
          VOC:	Ay
        GLOSS:	nogloss

 INPUT STRING:	قوس
     IS_TRANS:	qws
        INDEX:	P161W20
      OFFSETS:	78-81
       TOKENS:	P161W22-P161W22
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(qws)
          POS:	FOREIGN
          VOC:	qws
        GLOSS:	nogloss

 INPUT STRING:	اي
     IS_TRANS:	Ay
        INDEX:	P161W21
      OFFSETS:	82-84
       TOKENS:	P161W23-P161W23
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Ay)
          POS:	FOREIGN
          VOC:	Ay
        GLOSS:	nogloss

 INPUT STRING:	وش
     IS_TRANS:	w$
        INDEX:	P161W22
      OFFSETS:	85-87
       TOKENS:	P161W24-P161W24
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(w$)
          POS:	FOREIGN
          VOC:	w$
        GLOSS:	nogloss

 INPUT STRING:	رونق
     IS_TRANS:	rwnq
        INDEX:	P161W23
      OFFSETS:	88-92
       TOKENS:	P161W25-P161W25
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(rwnq)
          POS:	FOREIGN
          VOC:	rwnq
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P161W24
      OFFSETS:	93-94
       TOKENS:	P161W26-P161W26
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P161W25
      OFFSETS:	94-95
       TOKENS:	P161W27-P161W27
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P162W1
      OFFSETS:	0-3
       TOKENS:	P162W1-P162W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_3]
   UNSPLITVOC:	(walA)
          POS:	CONJ+PSEUDO_VERB
          VOC:	wa+lA
        GLOSS:	and+no

 INPUT STRING:	عاوزة
     IS_TRANS:	EAwzp
        INDEX:	P162W2
      OFFSETS:	4-9
       TOKENS:	P162W3-P162W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAwiz_1]
   UNSPLITVOC:	(EAwozap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EAwoz+ap
        GLOSS:	wanting/needing+[fem.sg.]

 INPUT STRING:	موضوع
     IS_TRANS:	mwDwE
        INDEX:	P162W3
      OFFSETS:	10-15
       TOKENS:	P162W4-P162W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(mawDuwE)
          POS:	NOUN
          VOC:	mawDuwE
        GLOSS:	subject/theme/issue/subjects/themes/issues

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P162W4
      OFFSETS:	15-16
       TOKENS:	P162W5-P162W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	:

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P162W5
      OFFSETS:	16-17
       TOKENS:	P162W6-P162W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	حأقول
     IS_TRANS:	H>qwl
        INDEX:	P163W1
      OFFSETS:	0-5
       TOKENS:	P163W1-P163W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(HaAaquwl)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+quwl
        GLOSS:	will+I+said/say/be said/(for example)

 INPUT STRING:	لمين
     IS_TRANS:	lmyn
        INDEX:	P163W2
      OFFSETS:	6-10
       TOKENS:	P163W3-P163W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miyn_1]
   UNSPLITVOC:	(limiyn)
          POS:	PREP+INTERROG_PRON
          VOC:	li+miyn
        GLOSS:	to/for+who

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P163W3
      OFFSETS:	11-13
       TOKENS:	P163W5-P163W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[yA_3]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	اختي
     IS_TRANS:	Axty
        INDEX:	P163W4
      OFFSETS:	14-18
       TOKENS:	P163W6-P163W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>uxot_1]
   UNSPLITVOC:	(>uxotiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	>uxot+iy
        GLOSS:	sister/counterpart/sisters+my

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P164W1
      OFFSETS:	0-2
       TOKENS:	P164W1-P164W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	وأن
     IS_TRANS:	w>n
        INDEX:	P164W2
      OFFSETS:	3-6
       TOKENS:	P164W2-P164W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(w>n)
          POS:	FOREIGN
          VOC:	w>n
        GLOSS:	nogloss

 INPUT STRING:	ولوفيه
     IS_TRANS:	wlwfyh
        INDEX:	P164W3
      OFFSETS:	7-13
       TOKENS:	P164W3-P164W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(wlwfyh)
          POS:	FOREIGN
          VOC:	wlwfyh
        GLOSS:	nogloss

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P164W4
      OFFSETS:	14-16
       TOKENS:	P164W4-P164W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(En)
          POS:	FOREIGN
          VOC:	En
        GLOSS:	nogloss

 INPUT STRING:	نفر
     IS_TRANS:	nfr
        INDEX:	P164W5
      OFFSETS:	17-20
       TOKENS:	P164W5-P164W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(nfr)
          POS:	FOREIGN
          VOC:	nfr
        GLOSS:	nogloss

 INPUT STRING:	فيك
     IS_TRANS:	fyk
        INDEX:	P164W6
      OFFSETS:	21-24
       TOKENS:	P164W6-P164W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(fyk)
          POS:	FOREIGN
          VOC:	fyk
        GLOSS:	nogloss

 INPUT STRING:	نفر
     IS_TRANS:	nfr
        INDEX:	P164W7
      OFFSETS:	25-28
       TOKENS:	P164W7-P164W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(nfr)
          POS:	FOREIGN
          VOC:	nfr
        GLOSS:	nogloss

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P165W1
      OFFSETS:	0-2
       TOKENS:	P165W1-P165W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عارفة
     IS_TRANS:	EArfp
        INDEX:	P165W2
      OFFSETS:	3-8
       TOKENS:	P165W2-P165W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P166W1
      OFFSETS:	0-3
       TOKENS:	P166W1-P166W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(ElY)
          POS:	FOREIGN
          VOC:	ElY
        GLOSS:	nogloss

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P166W2
      OFFSETS:	4-5
       TOKENS:	P166W2-P166W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(w)
          POS:	FOREIGN
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P166W3
      OFFSETS:	6-8
       TOKENS:	P166W3-P166W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
