 INPUT STRING:	اميرة
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(kal~imik)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:2FS
          VOC:	kal~im+(null)+ik
        GLOSS:	talk/speak/talk to+he/it+you

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P753W7
      OFFSETS:	26-30
       TOKENS:	P753W10-P753W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	خايف
     IS_TRANS:	xAyf
        INDEX:	P753W8
      OFFSETS:	31-35
       TOKENS:	P753W12-P753W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAyif_1]
   UNSPLITVOC:	(xAyif)
          POS:	ADJ
          VOC:	xAyif
        GLOSS:	frightened/fearful/afraid

 INPUT STRING:	عليكي
     IS_TRANS:	Elyky
        INDEX:	P753W9
      OFFSETS:	36-41
       TOKENS:	P753W13-P753W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(Ealaykiy)
          POS:	PREP+PRON_2FS
          VOC:	EalaY+ik
        GLOSS:	on/above+you

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P753W10
      OFFSETS:	42-44
       TOKENS:	P753W15-P753W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	Or/if not/unless/except if/except when

 INPUT STRING:	عايز
     IS_TRANS:	EAyz
        INDEX:	P753W11
      OFFSETS:	45-49
       TOKENS:	P753W16-P753W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyiz)
          POS:	ADJ.VN
          VOC:	EAyiz
        GLOSS:	needing/liking/requiring/wanting/desiring

 INPUT STRING:	يطمن
     IS_TRANS:	yTmn
        INDEX:	P753W12
      OFFSETS:	50-54
       TOKENS:	P753W17-P753W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiT~am~in_1]
   UNSPLITVOC:	(yiT~am~in)
          POS:	IV3MS+IV
          VOC:	yi+T~am~in
        GLOSS:	he/it+assuage/reassure/calm down/pacify

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P753W13
      OFFSETS:	55-58
       TOKENS:	P753W18-P753W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	صحتك
     IS_TRANS:	SHtk
        INDEX:	P753W14
      OFFSETS:	59-63
       TOKENS:	P753W19-P753W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SiH~ap_1]
   UNSPLITVOC:	(SiH~itik)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_2FS
          VOC:	SiH~+ap+ik
        GLOSS:	health/authenticity/truth/correctness+[fem.sg.]+your

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P753W15
      OFFSETS:	64-66
       TOKENS:	P753W21-P753W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	Or/if not/unless/except if/except when

 INPUT STRING:	يتمنالك
     IS_TRANS:	ytmnAlk
        INDEX:	P753W16
      OFFSETS:	67-74
       TOKENS:	P753W22-P753W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aitman~Y_1]
   UNSPLITVOC:	(yitman~Alik)
          POS:	IV3MS+IV+PREP+PRON_2FS
          VOC:	yi+tman~Y+li+ik
        GLOSS:	he/it+wish+to/for+you

 INPUT STRING:	حياه
     IS_TRANS:	HyAh
        INDEX:	P753W17
      OFFSETS:	75-79
       TOKENS:	P753W25-P753W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HayAp_1]
   UNSPLITVOC:	(HayAp)
          POS:	NOUN
          VOC:	HayAp
        GLOSS:	life/lives

 INPUT STRING:	سعيده
     IS_TRANS:	sEydh
        INDEX:	P753W18
      OFFSETS:	80-85
       TOKENS:	P753W26-P753W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saEiyd_1]
   UNSPLITVOC:	(saEiydap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	saEiyd+ap
        GLOSS:	happy+[fem.sg.]

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P754W1
      OFFSETS:	0-2
       TOKENS:	P754W1-P754W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes/Oh

 INPUT STRING:	ودلوقتي
     IS_TRANS:	wdlwqty
        INDEX:	P755W1
      OFFSETS:	0-7
       TOKENS:	P755W1-P755W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[dilowaqot_1]
   UNSPLITVOC:	(widilowaqotiy)
          POS:	CONJ+ADV
          VOC:	wi+dilowaqotiy
        GLOSS:	and+now

 INPUT STRING:	علشانه
     IS_TRANS:	El$Anh
        INDEX:	P755W2
      OFFSETS:	8-14
       TOKENS:	P755W3-P755W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Eala$Anuh)
          POS:	PREP+NOUN+POSS_PRON_3MS
          VOC:	EalaY+$An+uh
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of+his/its

 INPUT STRING:	ازاي
     IS_TRANS:	AzAy
        INDEX:	P755W3
      OFFSETS:	15-19
       TOKENS:	P755W6-P755W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aiz~Ay_1]
   UNSPLITVOC:	(Aiz~Ay)
          POS:	INTERROG_ADV
          VOC:	Aiz~Ay
        GLOSS:	how/what degree

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P755W4
      OFFSETS:	20-21
       TOKENS:	P755W7-P755W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P755W5
      OFFSETS:	22-25
       TOKENS:	P755W8-P755W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aayoh_1]
   UNSPLITVOC:	(Aayoh)
          POS:	INTERROG_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	الفرق
     IS_TRANS:	Alfrq
        INDEX:	P755W6
      OFFSETS:	26-31
       TOKENS:	P755W9-P755W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faroq_1]
   UNSPLITVOC:	(Alfaroq)
          POS:	DET+NOUN
          VOC:	Al+faroq
        GLOSS:	the+difference/discrepancy/differences/discrepancies

 INPUT STRING:	هم
     IS_TRANS:	hm
        INDEX:	P756W1
      OFFSETS:	0-2
       TOKENS:	P756W1-P756W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum_1]
   UNSPLITVOC:	(hum)
          POS:	INTERJ
          VOC:	hum
        GLOSS:	Um

 INPUT STRING:	بش
     IS_TRANS:	b$
        INDEX:	P757W1
      OFFSETS:	0-2
       TOKENS:	P757W1-P757W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(b$)
          POS:	TYPO
          VOC:	b$
        GLOSS:	nogloss

 INPUT STRING:	فات
     IS_TRANS:	fAt
        INDEX:	P757W2
      OFFSETS:	3-6
       TOKENS:	P757W2-P757W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAt_1]
   UNSPLITVOC:	(fAt)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	fAt+(null)
        GLOSS:	expire/go by+he/it

 INPUT STRING:	فترة
     IS_TRANS:	ftrp
        INDEX:	P757W3
      OFFSETS:	7-11
       TOKENS:	P757W3-P757W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fatorap_1]
   UNSPLITVOC:	(fatorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	fator+ap
        GLOSS:	phase/time period/interval/phases/time periods/intervals+[fem.sg.]

 INPUT STRING:	كبيرة
     IS_TRANS:	kbyrp
        INDEX:	P757W4
      OFFSETS:	12-17
       TOKENS:	P757W4-P757W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kibiyr_1]
   UNSPLITVOC:	(kibiyrap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	kibiyr+ap
        GLOSS:	senior/major/large/big/important/great+[fem.sg.]

 INPUT STRING:	منشيش
     IS_TRANS:	mn$y$
        INDEX:	P757W5
      OFFSETS:	18-23
       TOKENS:	P757W5-P757W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(mn$y$)
          POS:	TYPO
          VOC:	mn$y$
        GLOSS:	nogloss

 INPUT STRING:	منسيش
     IS_TRANS:	mnsy$
        INDEX:	P758W1
      OFFSETS:	0-5
       TOKENS:	P758W1-P758W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nisiy_1]
   UNSPLITVOC:	(mA_nisiy$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3MS+NEG_PART
          VOC:	mA+nisiy+(null)+$
        GLOSS:	not+forget/forgot+he/it+not

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P759W1
      OFFSETS:	0-3
       TOKENS:	P759W1-P759W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layoh_1]
   UNSPLITVOC:	(layoh)
          POS:	INTERROG_ADV
          VOC:	layoh
        GLOSS:	why

 INPUT STRING:	الحب
     IS_TRANS:	AlHb
        INDEX:	P760W1
      OFFSETS:	0-4
       TOKENS:	P760W1-P760W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hub~_1]
   UNSPLITVOC:	(AlHub~)
          POS:	DET+NOUN
          VOC:	Al+Hub~
        GLOSS:	the+love/affection/out of affection for/for love of

 INPUT STRING:	الصادق
     IS_TRANS:	AlSAdq
        INDEX:	P760W2
      OFFSETS:	5-11
       TOKENS:	P760W2-P760W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[AlSAdiq_1]
   UNSPLITVOC:	(AlSAdiq)
          POS:	DET+ADJ
          VOC:	Al+SAdiq
        GLOSS:	the+veracious/truthful

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P760W3
      OFFSETS:	12-14
       TOKENS:	P760W3-P760W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he/it

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P760W4
      OFFSETS:	15-17
       TOKENS:	P760W4-P760W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	الواحد
     IS_TRANS:	AlwAHd
        INDEX:	P760W5
      OFFSETS:	18-24
       TOKENS:	P760W5-P760W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[AlwAHid_1]
   UNSPLITVOC:	(AlwAHid)
          POS:	DET+ADJ
          VOC:	Al+wAHid
        GLOSS:	the+single/individual/alone/singular

 INPUT STRING:	يشوف
     IS_TRANS:	y$wf
        INDEX:	P760W6
      OFFSETS:	25-29
       TOKENS:	P760W6-P760W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(yi$uwf)
          POS:	IV3MS+IV
          VOC:	yi+$uwf
        GLOSS:	he/it+look

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P760W7
      OFFSETS:	30-34
       TOKENS:	P760W7-P760W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/that

 INPUT STRING:	بيحبه
     IS_TRANS:	byHbh
        INDEX:	P760W8
      OFFSETS:	35-40
       TOKENS:	P760W8-P760W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(biyiHib~uh)
          POS:	PROG_PART+IV3MS+IV+IVSUFF_DO:3MS
          VOC:	bi+yi+Hib~+uh
        GLOSS:	[present-tense]+he/it+love/like/want+it/him

 INPUT STRING:	سعيد
     IS_TRANS:	sEyd
        INDEX:	P760W9
      OFFSETS:	41-45
       TOKENS:	P760W11-P760W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saEiyd_1]
   UNSPLITVOC:	(saEiyd)
          POS:	ADJ
          VOC:	saEiyd
        GLOSS:	happy

 INPUT STRING:	حتي
     IS_TRANS:	Hty
        INDEX:	P760W10
      OFFSETS:	46-49
       TOKENS:	P760W12-P760W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PART
          VOC:	Hat~aY
        GLOSS:	even/including

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P760W11
      OFFSETS:	50-52
       TOKENS:	P760W13-P760W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	بعيد
     IS_TRANS:	bEyd
        INDEX:	P760W12
      OFFSETS:	53-57
       TOKENS:	P760W14-P760W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baEiyd_1]
   UNSPLITVOC:	(baEiyd)
          POS:	ADJ
          VOC:	baEiyd
        GLOSS:	remote/distant/far

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P761W1
      OFFSETS:	0-2
       TOKENS:	P761W1-P761W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	امتلاك
     IS_TRANS:	AmtlAk
        INDEX:	P761W2
      OFFSETS:	3-9
       TOKENS:	P761W2-P761W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AimotilAk_1]
   UNSPLITVOC:	(AimotilAk)
          POS:	NOUN
          VOC:	AimotilAk
        GLOSS:	possession/seizure/control

 INPUT STRING:	همم
     IS_TRANS:	hmm
        INDEX:	P762W1
      OFFSETS:	0-3
       TOKENS:	P762W1-P762W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hum_1]
   UNSPLITVOC:	(hum)
          POS:	INTERJ
          VOC:	hum
        GLOSS:	Um

 INPUT STRING:	يمنك
     IS_TRANS:	ymnk
        INDEX:	P763W1
      OFFSETS:	0-4
       TOKENS:	P763W1-P763W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(ymnk)
          POS:	TYPO
          VOC:	ymnk
        GLOSS:	nogloss

 INPUT STRING:	يمكن
     IS_TRANS:	ymkn
        INDEX:	P764W1
      OFFSETS:	0-4
       TOKENS:	P764W1-P764W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amokan_1]
   UNSPLITVOC:	(yimokin)
          POS:	IV3MS+IV
          VOC:	yi+mokin
        GLOSS:	he/it+be possible/make possible for

 INPUT STRING:	عمرو
     IS_TRANS:	Emrw
        INDEX:	P765W1
      OFFSETS:	0-4
       TOKENS:	P765W1-P765W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamorw_1]
   UNSPLITVOC:	(Eamor)
          POS:	NOUN_PROP
          VOC:	Eamorw
        GLOSS:	Amr

 INPUT STRING:	حتي
     IS_TRANS:	Hty
        INDEX:	P766W1
      OFFSETS:	0-3
       TOKENS:	P766W1-P766W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PART
          VOC:	Hat~aY
        GLOSS:	even/including

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P766W2
      OFFSETS:	4-6
       TOKENS:	P766W2-P766W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	طلباته
     IS_TRANS:	TlbAth
        INDEX:	P766W3
      OFFSETS:	7-13
       TOKENS:	P766W3-P766W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Talab_1]
   UNSPLITVOC:	(TalabAtuh)
          POS:	NOUN+NSUFF_FEM_PL+POSS_PRON_3MS
          VOC:	Talab+At+uh
        GLOSS:	quest/search/request/demand/requests/demands+[fem.pl.]+his/its

 INPUT STRING:	منك
     IS_TRANS:	mnk
        INDEX:	P766W4
      OFFSETS:	14-17
       TOKENS:	P766W5-P766W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[min~_1]
   UNSPLITVOC:	(min~ik)
          POS:	PREP+PRON_2FS
          VOC:	min~+ik
        GLOSS:	from+you

 INPUT STRING:	بيرجع
     IS_TRANS:	byrjE
        INDEX:	P766W5
      OFFSETS:	18-23
       TOKENS:	P766W7-P766W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rijiE_1]
   UNSPLITVOC:	(biyirojaE)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+rojaE
        GLOSS:	[present-tense]+he/it+come back/go back/return back/return

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P766W6
      OFFSETS:	24-26
       TOKENS:	P766W9-P766W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	كلامه
     IS_TRANS:	klAmh
        INDEX:	P766W7
      OFFSETS:	27-32
       TOKENS:	P766W10-P766W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAmuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	kalAm+uh
        GLOSS:	speech/statement/remark/talk/saying+his/its

 INPUT STRING:	اول
     IS_TRANS:	Awl
        INDEX:	P766W8
      OFFSETS:	33-36
       TOKENS:	P766W12-P766W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaw~il_1]
   UNSPLITVOC:	(Aw~il)
          POS:	ADJ
          VOC:	Aw~il
        GLOSS:	first/explain/interpret/be explained/be interpreted/first-place/best/top

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P766W9
      OFFSETS:	37-39
       TOKENS:	P766W13-P766W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_8]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that/if/unless/whether/as long as/as soon as

 INPUT STRING:	بيشوفك
     IS_TRANS:	by$wfk
        INDEX:	P766W10
      OFFSETS:	40-46
       TOKENS:	P766W14-P766W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(biyi$uwfik)
          POS:	PROG_PART+IV3MS+IV+IVSUFF_DO:2FS
          VOC:	bi+yi+$uwf+ik
        GLOSS:	[present-tense]+he/it+look+you

 INPUT STRING:	زعلانه
     IS_TRANS:	zElAnh
        INDEX:	P766W11
      OFFSETS:	47-53
       TOKENS:	P766W17-P766W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zaEolAn_1]
   UNSPLITVOC:	(zaEolAnap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	zaEolAn+ap
        GLOSS:	angry/annoyed+[fem.sg.]

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P767W1
      OFFSETS:	0-4
       TOKENS:	P767W1-P767W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	عايزك
     IS_TRANS:	EAyzk
        INDEX:	P767W2
      OFFSETS:	5-10
       TOKENS:	P767W3-P767W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyozik)
          POS:	ADJ.VN+PRON_2FS
          VOC:	EAyoz+ik
        GLOSS:	needing/liking/requiring/wanting/desiring+you

 INPUT STRING:	سعيده
     IS_TRANS:	sEydh
        INDEX:	P767W3
      OFFSETS:	11-16
       TOKENS:	P767W5-P767W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saEiyd_1]
   UNSPLITVOC:	(saEiydap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	saEiyd+ap
        GLOSS:	happy+[fem.sg.]

 INPUT STRING:	عمرو
     IS_TRANS:	Emrw
        INDEX:	P768W1
      OFFSETS:	0-4
       TOKENS:	P768W1-P768W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamorw_1]
   UNSPLITVOC:	(Eamor)
          POS:	NOUN_PROP
          VOC:	Eamorw
        GLOSS:	Amr

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P768W2
      OFFSETS:	5-7
       TOKENS:	P768W2-P768W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	حته
     IS_TRANS:	Hth
        INDEX:	P768W3
      OFFSETS:	8-11
       TOKENS:	P768W3-P768W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hit~ap_1]
   UNSPLITVOC:	(Hit~ap)
          POS:	NOUN_QUANT+NSUFF_FEM_SG
          VOC:	Hit~+ap
        GLOSS:	morsel/piece/morsels/pieces/small piece/part/hair/hairs+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P768W4
      OFFSETS:	12-14
       TOKENS:	P768W4-P768W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الجنه
