 INPUT STRING:	نقول
        GLOSS:	why

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P956W5
      OFFSETS:	18-20
       TOKENS:	P956W5-P956W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	قفة
     IS_TRANS:	qfp
        INDEX:	P956W6
      OFFSETS:	21-24
       TOKENS:	P956W6-P956W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[quf~ap_1]
   UNSPLITVOC:	(quf~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	quf~+ap
        GLOSS:	basket/baskets/round boat/round boats+[fem.sg.]

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P956W7
      OFFSETS:	25-26
       TOKENS:	P956W7-P956W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	\
     IS_TRANS:	\
        INDEX:	P956W8
      OFFSETS:	27-28
       TOKENS:	P956W8-P956W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(\)
          POS:	PUNC
          VOC:	\
        GLOSS:	nogloss

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P956W9
      OFFSETS:	29-30
       TOKENS:	P956W9-P956W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	/
     IS_TRANS:	/
        INDEX:	P956W10
      OFFSETS:	31-32
       TOKENS:	P956W10-P956W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(/)
          POS:	PUNC
          VOC:	/
        GLOSS:	nogloss

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P957W1
      OFFSETS:	0-4
       TOKENS:	P957W1-P957W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P957W2
      OFFSETS:	5-7
       TOKENS:	P957W3-P957W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_4]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	حدش
     IS_TRANS:	Hd$
        INDEX:	P957W3
      OFFSETS:	8-11
       TOKENS:	P957W4-P957W4
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(Hd$)
          POS:	NO_FUNC
          VOC:	Hd$
        GLOSS:	nogloss

 INPUT STRING:	يتكلم
     IS_TRANS:	ytklm
        INDEX:	P957W4
      OFFSETS:	12-17
       TOKENS:	P957W5-P957W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitokal~im_1]
   UNSPLITVOC:	(yitokal~im)
          POS:	IV3MS+IV
          VOC:	yi+tokal~im
        GLOSS:	he/it+speak/talk/discuss

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P957W5
      OFFSETS:	18-19
       TOKENS:	P957W6-P957W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P957W6
      OFFSETS:	20-22
       TOKENS:	P957W7-P957W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	حأشيلها
     IS_TRANS:	H>$ylhA
        INDEX:	P957W7
      OFFSETS:	23-30
       TOKENS:	P957W8-P957W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Al_1]
   UNSPLITVOC:	(HaAa$iylhA)
          POS:	FUT_PART+IV1S+IV+IVSUFF_DO:3FS
          VOC:	Ha+Aa+$iyl+hA
        GLOSS:	will+I+carry/lift+it/them/her

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P958W1
      OFFSETS:	0-4
       TOKENS:	P958W1-P958W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P958W2
      OFFSETS:	5-10
       TOKENS:	P958W3-P958W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(AlnAs)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	تتكلم
     IS_TRANS:	ttklm
        INDEX:	P958W3
      OFFSETS:	11-16
       TOKENS:	P958W4-P958W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitokal~im_1]
   UNSPLITVOC:	(titokal~im)
          POS:	IV3FS+IV
          VOC:	ti+tokal~im
        GLOSS:	it/they/she+speak/talk/discuss

 INPUT STRING:	وبعد
     IS_TRANS:	wbEd
        INDEX:	P958W4
      OFFSETS:	17-21
       TOKENS:	P958W5-P958W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(wibaEod)
          POS:	CONJ+NOUN
          VOC:	wi+baEod
        GLOSS:	and+after/if/unless/whether/as long as/as soon as/which

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P958W5
      OFFSETS:	22-25
       TOKENS:	P958W7-P958W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	تقري
     IS_TRANS:	tqry
        INDEX:	P958W6
      OFFSETS:	26-30
       TOKENS:	P958W8-P958W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qarA_1]
   UNSPLITVOC:	(tiqoriy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+qor+iy
        GLOSS:	you+pierce/examine/be pierced/be examined+you

 INPUT STRING:	وما
     IS_TRANS:	wmA
        INDEX:	P958W7
      OFFSETS:	31-34
       TOKENS:	P958W9-P958W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(wamA)
          POS:	CONJ+NEG_PART
          VOC:	wa+mA
        GLOSS:	and+not

 INPUT STRING:	ترديش
     IS_TRANS:	trdy$
        INDEX:	P958W8
      OFFSETS:	35-40
       TOKENS:	P958W11-P958W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rad~_1]
   UNSPLITVOC:	(tirud~iy$)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS+NEG_PART
          VOC:	ti+rud~+iy+$
        GLOSS:	you+answer/reply/return/be returned/be given back+you+not

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P958W9
      OFFSETS:	40-41
       TOKENS:	P958W13-P958W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P958W10
      OFFSETS:	42-43
       TOKENS:	P958W14-P958W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P959W1
      OFFSETS:	0-2
       TOKENS:	P959W1-P959W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	Ah

 INPUT STRING:	عادي
     IS_TRANS:	EAdy
        INDEX:	P959W2
      OFFSETS:	3-7
       TOKENS:	P959W2-P959W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EAdiy~_1]
   UNSPLITVOC:	(EAdiy~)
          POS:	ADJ
          VOC:	EAdiy~
        GLOSS:	ordinary/regular/normal

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P959W3
      OFFSETS:	8-9
       TOKENS:	P959W3-P959W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P960W1
      OFFSETS:	0-4
       TOKENS:	P960W1-P960W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P960W2
      OFFSETS:	5-9
       TOKENS:	P960W3-P960W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	لسطر
     IS_TRANS:	lsTr
        INDEX:	P960W3
      OFFSETS:	10-14
       TOKENS:	P960W4-P960W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(lsTr)
          POS:	FOREIGN
          VOC:	lsTr
        GLOSS:	nogloss

 INPUT STRING:	واحدة
     IS_TRANS:	wAHdp
        INDEX:	P961W1
      OFFSETS:	0-5
       TOKENS:	P961W1-P961W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHodap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	wAHod+ap
        GLOSS:	one+[fem.sg.]

 INPUT STRING:	اسمها
     IS_TRANS:	AsmhA
        INDEX:	P961W2
      OFFSETS:	6-11
       TOKENS:	P961W2-P961W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<isom_1]
   UNSPLITVOC:	(<isomahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	<isom+hA
        GLOSS:	name/names+its/their/her

 INPUT STRING:	قفة
     IS_TRANS:	qfp
        INDEX:	P961W3
      OFFSETS:	12-15
       TOKENS:	P961W4-P961W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[quf~ap_1]
   UNSPLITVOC:	(quf~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	quf~+ap
        GLOSS:	basket/baskets/round boat/round boats+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P961W4
      OFFSETS:	15-16
       TOKENS:	P961W5-P961W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	مستنيين
     IS_TRANS:	mstnyyn
        INDEX:	P961W5
      OFFSETS:	17-24
       TOKENS:	P961W6-P961W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[misotan~iy_1]
   UNSPLITVOC:	(misotan~iyiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	misotan~iy+iyn
        GLOSS:	waiting/anticipating+[masc.pl.]

 INPUT STRING:	منها
     IS_TRANS:	mnhA
        INDEX:	P961W6
      OFFSETS:	25-29
       TOKENS:	P961W7-P961W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[min~_1]
   UNSPLITVOC:	(min~hA)
          POS:	PREP+PRON_3FS
          VOC:	min~+hA
        GLOSS:	from+it/them/her

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P961W7
      OFFSETS:	30-33
       TOKENS:	P961W9-P961W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P961W8
      OFFSETS:	33-34
       TOKENS:	P961W10-P961W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P961W9
      OFFSETS:	35-36
       TOKENS:	P961W11-P961W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	هههه
     IS_TRANS:	hhhh
        INDEX:	P962W1
      OFFSETS:	0-4
       TOKENS:	P962W1-P962W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[haha_1]
   UNSPLITVOC:	(haha)
          POS:	INTERJ
          VOC:	haha
        GLOSS:	laugh

 INPUT STRING:	قفة
     IS_TRANS:	qfp
        INDEX:	P962W2
      OFFSETS:	5-8
       TOKENS:	P962W2-P962W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[quf~ap_1]
   UNSPLITVOC:	(quf~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	quf~+ap
        GLOSS:	basket/baskets/round boat/round boats+[fem.sg.]

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P962W3
      OFFSETS:	9-10
       TOKENS:	P962W3-P962W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	بأحبها
     IS_TRANS:	b>HbhA
        INDEX:	P963W1
      OFFSETS:	0-6
       TOKENS:	P963W1-P963W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(bAaHib~ahA)
          POS:	PROG_PART+IV1S+IV+IVSUFF_DO:3FS
          VOC:	bi+Aa+Hib~+hA
        GLOSS:	[present-tense]+I+love/like/want+it/them/her

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P963W2
      OFFSETS:	7-10
       TOKENS:	P963W4-P963W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	\
     IS_TRANS:	\
        INDEX:	P963W3
      OFFSETS:	10-11
       TOKENS:	P963W5-P963W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(\)
          POS:	PUNC
          VOC:	\
        GLOSS:	nogloss

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P963W4
      OFFSETS:	12-13
       TOKENS:	P963W6-P963W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	/
     IS_TRANS:	/
        INDEX:	P963W5
      OFFSETS:	14-15
       TOKENS:	P963W7-P963W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(/)
          POS:	PUNC
          VOC:	/
        GLOSS:	nogloss

 INPUT STRING:	وانا
     IS_TRANS:	wAnA
        INDEX:	P964W1
      OFFSETS:	0-4
       TOKENS:	P964W1-P964W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(wiAnA)
          POS:	CONJ+PRON_1S
          VOC:	wi+AnA
        GLOSS:	and+I/me

 INPUT STRING:	كمان
     IS_TRANS:	kmAn
        INDEX:	P964W2
      OFFSETS:	5-9
       TOKENS:	P964W3-P964W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	metabolism/also/else

 INPUT STRING:	بأحبك
     IS_TRANS:	b>Hbk
        INDEX:	P964W3
      OFFSETS:	10-15
       TOKENS:	P964W4-P964W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(bAaHib~ak)
          POS:	PROG_PART+IV1S+IV+IVSUFF_DO:2MS
          VOC:	bi+Aa+Hib~+ak
        GLOSS:	[present-tense]+I+love/like/want+you

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P964W4
      OFFSETS:	16-17
       TOKENS:	P964W7-P964W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	قصدي
     IS_TRANS:	qSdy
        INDEX:	P965W1
      OFFSETS:	0-4
       TOKENS:	P965W1-P965W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaSod_1]
   UNSPLITVOC:	(qaSodiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	qaSod+iy
        GLOSS:	intent/purpose/goal/intentionally+my

 INPUT STRING:	عالاسم
     IS_TRANS:	EAlAsm
        INDEX:	P965W2
      OFFSETS:	5-11
       TOKENS:	P965W3-P965W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<isom_1]
   UNSPLITVOC:	(EaAl<isom)
          POS:	PREP+DET+NOUN
          VOC:	Ea+Al+<isom
        GLOSS:	on/above+the+name/names

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P965W3
      OFFSETS:	12-14
       TOKENS:	P965W5-P965W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P965W4
      OFFSETS:	15-18
       TOKENS:	P965W6-P965W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	فكرة
     IS_TRANS:	fkrp
        INDEX:	P965W5
      OFFSETS:	19-23
       TOKENS:	P965W7-P965W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rih_1]
   UNSPLITVOC:	(fakarih)
          POS:	SUB_CONJ+PREP+NOUN
          VOC:	fa+ka+rih
        GLOSS:	because/therefore/as+like/such+the king in cards

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P965W6
      OFFSETS:	24-25
       TOKENS:	P965W10-P965W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	حأحن
     IS_TRANS:	H>Hn
        INDEX:	P966W1
      OFFSETS:	0-4
       TOKENS:	P966W1-P966W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(H>Hn)
          POS:	TYPO
          VOC:	H>Hn
        GLOSS:	nogloss

 INPUT STRING:	حأحن
     IS_TRANS:	H>Hn
        INDEX:	P967W1
      OFFSETS:	0-4
       TOKENS:	P967W1-P967W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(H>Hn)
          POS:	TYPO
          VOC:	H>Hn
        GLOSS:	nogloss

 INPUT STRING:	*
     IS_TRANS:	*
        INDEX:	P967W2
      OFFSETS:	4-5
       TOKENS:	P967W2-P967W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(*)
          POS:	PUNC
          VOC:	*
        GLOSS:	*

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P968W1
      OFFSETS:	0-2
       TOKENS:	P968W1-P968W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عارفة
     IS_TRANS:	EArfp
        INDEX:	P968W2
      OFFSETS:	3-8
       TOKENS:	P968W2-P968W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	تزبلي
     IS_TRANS:	tzbly
        INDEX:	P968W3
      OFFSETS:	9-14
       TOKENS:	P968W3-P968W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(tzbly)
          POS:	FOREIGN
          VOC:	tzbly
        GLOSS:	nogloss

 INPUT STRING:	هههه
     IS_TRANS:	hhhh
        INDEX:	P969W1
      OFFSETS:	0-4
       TOKENS:	P969W1-P969W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[haha_1]
   UNSPLITVOC:	(haha)
          POS:	INTERJ
          VOC:	haha
        GLOSS:	laugh

 INPUT STRING:	كنت
     IS_TRANS:	knt
        INDEX:	P970W1
      OFFSETS:	0-3
       TOKENS:	P970W1-P970W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be/was/were+I

 INPUT STRING:	مستنيكي
     IS_TRANS:	mstnyky
        INDEX:	P970W2
      OFFSETS:	4-11
       TOKENS:	P970W2-P970W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[misotan~iy_1]
   UNSPLITVOC:	(misotan~iykiy)
          POS:	ADJ+PRON_2FS
          VOC:	misotan~iy+ik
        GLOSS:	waiting/anticipating+you

 INPUT STRING:	تكلميني
     IS_TRANS:	tklmyny
        INDEX:	P970W3
      OFFSETS:	12-19
       TOKENS:	P970W4-P970W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(tikal~imiyniy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS+IVSUFF_DO:1S
          VOC:	ti+kal~im+iy+niy
        GLOSS:	you+talk/speak/talk to+you+me
