 INPUT STRING:	يمكن
        INDEX:	P310W1
      OFFSETS:	0-4
       TOKENS:	P310W1-P310W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	لعبة
     IS_TRANS:	lEbp
        INDEX:	P310W2
      OFFSETS:	5-9
       TOKENS:	P310W2-P310W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[liEobap_1]
   UNSPLITVOC:	(liEobap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	liEob+ap
        GLOSS:	sport/sports/games/playing+[fem.sg.]

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P310W3
      OFFSETS:	10-13
       TOKENS:	P310W3-P310W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	حقيقية
     IS_TRANS:	Hqyqyp
        INDEX:	P310W4
      OFFSETS:	14-20
       TOKENS:	P310W4-P310W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haqiyqiy_1]
   UNSPLITVOC:	(Haqiyqiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Haqiyqiy~+ap
        GLOSS:	right/true/actual/real+[fem.sg.]

 INPUT STRING:	حقيقي
     IS_TRANS:	Hqyqy
        INDEX:	P311W1
      OFFSETS:	0-5
       TOKENS:	P311W1-P311W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haqiyqiy_1]
   UNSPLITVOC:	(Haqiyqiy)
          POS:	ADJ
          VOC:	Haqiyqiy
        GLOSS:	right/true/actual/real

 INPUT STRING:	أقسم
     IS_TRANS:	>qsm
        INDEX:	P311W2
      OFFSETS:	6-10
       TOKENS:	P311W2-P311W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aqosam_1]
   UNSPLITVOC:	(>uqosim)
          POS:	IV1S+IV
          VOC:	>u+qosim
        GLOSS:	I+take an oath/swear

 INPUT STRING:	بالله
     IS_TRANS:	bAllh
        INDEX:	P311W3
      OFFSETS:	11-16
       TOKENS:	P311W3-P311W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(biAll~ah)
          POS:	PREP+NOUN_PROP
          VOC:	bi+All~ah
        GLOSS:	with/by+Allah/God

 INPUT STRING:	وحشة
     IS_TRANS:	wH$p
        INDEX:	P312W1
      OFFSETS:	0-4
       TOKENS:	P312W1-P312W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wiHi$_1]
   UNSPLITVOC:	(wiHo$ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	wiHo$+ap
        GLOSS:	wicked/evil/bad guy (film)/bad+[fem.sg.]

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P313W1
      OFFSETS:	0-3
       TOKENS:	P313W1-P313W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	وريني
     IS_TRANS:	wryny
        INDEX:	P313W2
      OFFSETS:	4-9
       TOKENS:	P313W2-P313W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[war~aY_1]
   UNSPLITVOC:	(war~iyniy)
          POS:	CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:1S
          VOC:	war~+iy+niy
        GLOSS:	show+you+me

 INPUT STRING:	صورة
     IS_TRANS:	Swrp
        INDEX:	P313W3
      OFFSETS:	10-14
       TOKENS:	P313W4-P313W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Suwrap_1]
   UNSPLITVOC:	(Suwrap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Suwr+ap
        GLOSS:	picture/image/illustration/photo/pictures/photographs/illustrations/photos+[fem.sg.]

 INPUT STRING:	تانية
     IS_TRANS:	tAnyp
        INDEX:	P313W4
      OFFSETS:	15-20
       TOKENS:	P313W5-P313W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAniy_1]
   UNSPLITVOC:	(tAnoyap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	tAnoy+ap
        GLOSS:	second/next/II/secondly/thani/other/another/the last+[fem.sg.]

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P313W5
      OFFSETS:	21-24
       TOKENS:	P313W6-P313W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidap)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	this/like/something like/like that/such/that way/that

 INPUT STRING:	أه
     IS_TRANS:	>h
        INDEX:	P314W1
      OFFSETS:	0-2
       TOKENS:	P314W1-P314W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(>ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	موضة
     IS_TRANS:	mwDp
        INDEX:	P314W2
      OFFSETS:	3-7
       TOKENS:	P314W2-P314W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muwDap_1]
   UNSPLITVOC:	(muwDap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	muwD+ap
        GLOSS:	uniform/clothing/fashion/clothes/uniforms/style+[fem.sg.]

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P314W3
      OFFSETS:	8-10
       TOKENS:	P314W3-P314W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	أرفع
     IS_TRANS:	>rfE
        INDEX:	P314W4
      OFFSETS:	11-15
       TOKENS:	P314W4-P314W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>arofaE_1]
   UNSPLITVOC:	(>arofaE)
          POS:	ADJ_COMP
          VOC:	>arofaE
        GLOSS:	higher/highest/finer/finest/loftier/loftiest/more/most sublime

 INPUT STRING:	سنة
     IS_TRANS:	snp
        INDEX:	P314W5
      OFFSETS:	16-19
       TOKENS:	P314W5-P314W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sin~ap_1]
   UNSPLITVOC:	(sin~ap)
          POS:	NOUN_QUANT+NSUFF_FEM_SG
          VOC:	sin~+ap
        GLOSS:	a little bit+[fem.sg.]

 INPUT STRING:	وريني
     IS_TRANS:	wryny
        INDEX:	P315W1
      OFFSETS:	0-5
       TOKENS:	P315W1-P315W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[war~aY_1]
   UNSPLITVOC:	(war~iyniy)
          POS:	CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:1S
          VOC:	war~+iy+niy
        GLOSS:	show+you+me

 INPUT STRING:	صورة
     IS_TRANS:	Swrp
        INDEX:	P315W2
      OFFSETS:	6-10
       TOKENS:	P315W3-P315W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Suwrap_1]
   UNSPLITVOC:	(Suwrap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Suwr+ap
        GLOSS:	picture/image/illustration/photo/pictures/photographs/illustrations/photos+[fem.sg.]

 INPUT STRING:	تانية
     IS_TRANS:	tAnyp
        INDEX:	P315W3
      OFFSETS:	11-16
       TOKENS:	P315W4-P315W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAniy_1]
   UNSPLITVOC:	(tAnoyap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	tAnoy+ap
        GLOSS:	second/next/II/secondly/thani/other/another/the last+[fem.sg.]

 INPUT STRING:	مهو
     IS_TRANS:	mhw
        INDEX:	P316W1
      OFFSETS:	0-3
       TOKENS:	P316W1-P316W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(ma_huw)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	mA+huw~a
        GLOSS:	that+he/it

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P316W2
      OFFSETS:	4-6
       TOKENS:	P316W3-P316W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	لاقية
     IS_TRANS:	lAqyp
        INDEX:	P316W3
      OFFSETS:	7-12
       TOKENS:	P316W4-P316W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAqiy_1]
   UNSPLITVOC:	(lAqoyap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	lAqoy+ap
        GLOSS:	finding/seeing+[fem.sg.]

 INPUT STRING:	الأرفع
     IS_TRANS:	Al>rfE
        INDEX:	P316W4
      OFFSETS:	13-19
       TOKENS:	P316W5-P316W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>arofaE_1]
   UNSPLITVOC:	(Al>arofaE)
          POS:	DET+ADJ_COMP
          VOC:	Al+>arofaE
        GLOSS:	the+higher/highest/finer/finest/loftier/loftiest/more/most sublime

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P316W5
      OFFSETS:	20-23
       TOKENS:	P316W6-P316W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	so/then

 INPUT STRING:	ريم
     IS_TRANS:	rym
        INDEX:	P317W1
      OFFSETS:	0-3
       TOKENS:	P317W1-P317W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[riym_1]
   UNSPLITVOC:	(riym)
          POS:	NOUN_PROP
          VOC:	riym
        GLOSS:	Reem/Rim

 INPUT STRING:	ترميناتور
     IS_TRANS:	trmynAtwr
        INDEX:	P317W2
      OFFSETS:	4-13
       TOKENS:	P317W2-P317W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(trmynAtwr)
          POS:	FOREIGN
          VOC:	trmynAtwr
        GLOSS:	nogloss

 INPUT STRING:	شوية
     IS_TRANS:	$wyp
        INDEX:	P317W3
      OFFSETS:	14-18
       TOKENS:	P317W3-P317W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$iway~ap_1]
   UNSPLITVOC:	($iway~ap)
          POS:	NOUN_QUANT+NSUFF_FEM_SG
          VOC:	$iway~+ap
        GLOSS:	a little bit+[fem.sg.]

 INPUT STRING:	رجعيها
     IS_TRANS:	rjEyhA
        INDEX:	P318W1
      OFFSETS:	0-6
       TOKENS:	P318W1-P318W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[raj~aE_1]
   UNSPLITVOC:	(raj~aEiyhA)
          POS:	CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:3FS
          VOC:	raj~aE+iy+hA
        GLOSS:	send back+you+it/them/her

 INPUT STRING:	فلس
     IS_TRANS:	fls
        INDEX:	P318W2
      OFFSETS:	7-10
       TOKENS:	P318W3-P318W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(fls)
          POS:	FOREIGN
          VOC:	fls
        GLOSS:	nogloss

 INPUT STRING:	فلز
     IS_TRANS:	flz
        INDEX:	P319W1
      OFFSETS:	0-3
       TOKENS:	P319W1-P319W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(flz)
          POS:	FOREIGN
          VOC:	flz
        GLOSS:	nogloss

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P320W1
      OFFSETS:	0-2
       TOKENS:	P320W1-P320W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	عندي
     IS_TRANS:	Endy
        INDEX:	P320W2
      OFFSETS:	3-7
       TOKENS:	P320W2-P320W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanodiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Eanod+iy
        GLOSS:	at/have/possession/with+my

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P320W3
      OFFSETS:	8-10
       TOKENS:	P320W4-P320W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	أيام
     IS_TRANS:	>yAm
        INDEX:	P320W4
      OFFSETS:	11-15
       TOKENS:	P320W5-P320W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yuwm_1]
   UNSPLITVOC:	(>ay~Am)
          POS:	NOUN
          VOC:	>ay~Am
        GLOSS:	ever/period/day/today/some days/some day/days

 INPUT STRING:	علوم
     IS_TRANS:	Elwm
        INDEX:	P320W5
      OFFSETS:	16-20
       TOKENS:	P320W6-P320W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eilom_1]
   UNSPLITVOC:	(Euluwm)
          POS:	NOUN
          VOC:	Euluwm
        GLOSS:	knowledge/knowing/in view of the fact (that)/with the knowledge (that)/science/study of/sciences

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P321W1
      OFFSETS:	0-3
       TOKENS:	P321W1-P321W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	عايزة
     IS_TRANS:	EAyzp
        INDEX:	P321W2
      OFFSETS:	4-9
       TOKENS:	P321W2-P321W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyozap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EAyoz+ap
        GLOSS:	needing/liking/requiring/wanting/desiring+[fem.sg.]

 INPUT STRING:	واحدة
     IS_TRANS:	wAHdp
        INDEX:	P321W3
      OFFSETS:	10-15
       TOKENS:	P321W3-P321W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHodap)
          POS:	NOUN_NUM+NSUFF_FEM_SG
          VOC:	wAHod+ap
        GLOSS:	one+[fem.sg.]

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P321W4
      OFFSETS:	16-19
       TOKENS:	P321W4-P321W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	so/then

 INPUT STRING:	متستهبليش
     IS_TRANS:	mtsthbly$
        INDEX:	P322W1
      OFFSETS:	0-9
       TOKENS:	P322W1-P322W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisotahobil_1]
   UNSPLITVOC:	(mA_tisotahobiliy$)
          POS:	NEG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS+NEG_PART
          VOC:	mA+ti+sotahobil+iy+$
        GLOSS:	not+you+fool around/claim be simple minded/be fool+you+not

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P323W1
      OFFSETS:	0-3
       TOKENS:	P323W1-P323W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P323W2
      OFFSETS:	4-6
       TOKENS:	P323W2-P323W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_4]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	ينفعش
     IS_TRANS:	ynfE$
        INDEX:	P323W3
      OFFSETS:	7-12
       TOKENS:	P323W3-P323W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nifiE_1]
   UNSPLITVOC:	(yinofaE$)
          POS:	IV3MS+IV+NEG_PART
          VOC:	yi+nofaE+$
        GLOSS:	he/it+be of use+not

 INPUT STRING:	ألوان
     IS_TRANS:	>lwAn
        INDEX:	P323W4
      OFFSETS:	13-18
       TOKENS:	P323W5-P323W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[luwn_1]
   UNSPLITVOC:	(>alowAn)
          POS:	NOUN
          VOC:	>alowAn
        GLOSS:	tint/colors/tints

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P323W5
      OFFSETS:	19-22
       TOKENS:	P323W6-P323W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PART
          VOC:	Hat~aY
        GLOSS:	even/including

 INPUT STRING:	بالأسود
     IS_TRANS:	bAl>swd
        INDEX:	P323W6
      OFFSETS:	23-30
       TOKENS:	P323W7-P323W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisowid_1]
   UNSPLITVOC:	(biAlAisowid)
          POS:	PREP+DET+ADJ
          VOC:	bi+Al+Aisowid
        GLOSS:	with/by+the+black/dark

 INPUT STRING:	اوعي
     IS_TRANS:	AwEy
        INDEX:	P324W1
      OFFSETS:	0-4
       TOKENS:	P324W1-P324W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waEay_1]
   UNSPLITVOC:	(AiwoEiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	AiwoE+iy
        GLOSS:	be cautious/be aware/beware/pay attention to/be aware of/be careful+you

 INPUT STRING:	حهحها
     IS_TRANS:	HhHhA
        INDEX:	P325W1
      OFFSETS:	0-5
       TOKENS:	P325W1-P325W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[haha_1]
   UNSPLITVOC:	(HahaHahA)
          POS:	INTERJ
          VOC:	HahaHahA
        GLOSS:	laughing

 INPUT STRING:	إرميها
     IS_TRANS:	<rmyhA
        INDEX:	P326W1
      OFFSETS:	0-6
       TOKENS:	P326W1-P326W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ramaY_1]
   UNSPLITVOC:	(AiromiyhA)
          POS:	CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:3FS
          VOC:	Airom+iy+hA
        GLOSS:	throw/fling/shoot/be thrown/be flung/be shot+you+it/them/her

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P326W2
      OFFSETS:	7-9
       TOKENS:	P326W3-P326W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	اقرب
     IS_TRANS:	Aqrb
        INDEX:	P326W3
      OFFSETS:	10-14
       TOKENS:	P326W4-P326W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aqorab_1]
   UNSPLITVOC:	(>aqorab)
          POS:	ADJ_COMP
          VOC:	>aqorab
        GLOSS:	soonest/nearer/nearest/more/most likely

 INPUT STRING:	زبالة
     IS_TRANS:	zbAlp
        INDEX:	P326W4
      OFFSETS:	15-20
       TOKENS:	P326W5-P326W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zibAlap_1]
   UNSPLITVOC:	(zibAlap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	zibAl+ap
        GLOSS:	any discarded articles/garbage/rubbish/trash/waste matter/chaff/hay+[fem.sg.]

 INPUT STRING:	وسنة
     IS_TRANS:	wsnp
        INDEX:	P327W1
      OFFSETS:	0-4
       TOKENS:	P327W1-P327W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(wsnp)
          POS:	FOREIGN
          VOC:	wsnp
        GLOSS:	nogloss

 INPUT STRING:	لوك
     IS_TRANS:	lwk
        INDEX:	P327W2
      OFFSETS:	5-8
       TOKENS:	P327W2-P327W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(lwk)
          POS:	FOREIGN
          VOC:	lwk
        GLOSS:	nogloss

 INPUT STRING:	بك
     IS_TRANS:	bk
        INDEX:	P327W3
      OFFSETS:	9-11
       TOKENS:	P327W3-P327W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(bk)
          POS:	FOREIGN
          VOC:	bk
        GLOSS:	nogloss

 INPUT STRING:	إخس
     IS_TRANS:	<xs
        INDEX:	P328W1
      OFFSETS:	0-3
       TOKENS:	P328W1-P328W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<ixos_1]
   UNSPLITVOC:	(<ixos)
          POS:	VERB
          VOC:	<ixos
        GLOSS:	shame on you

 INPUT STRING:	عليكي
     IS_TRANS:	Elyky
        INDEX:	P328W2
      OFFSETS:	4-9
       TOKENS:	P328W2-P328W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(Ealaiykiy)
          POS:	PREP+PRON_2FS
          VOC:	EalaY+ik
        GLOSS:	on/above+you

 INPUT STRING:	إخس
     IS_TRANS:	<xs
        INDEX:	P328W3
      OFFSETS:	10-13
       TOKENS:	P328W4-P328W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<ixoS_1]
   UNSPLITVOC:	(<ixos)
          POS:	VERB
          VOC:	<ixos
        GLOSS:	shame on you

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P329W1
      OFFSETS:	0-2
       TOKENS:	P329W1-P329W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P329W2
      OFFSETS:	3-5
       TOKENS:	P329W2-P329W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_4]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	تكلمنيش
     IS_TRANS:	tklmny$
        INDEX:	P329W3
      OFFSETS:	6-13
       TOKENS:	P329W3-P329W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(tikal~imniy$)
          POS:	IV2MS+IV+IVSUFF_DO:1S+NEG_PART
          VOC:	ti+kal~im+niy+$
        GLOSS:	you+talk/speak/talk to+me+not

 INPUT STRING:	تاني
     IS_TRANS:	tAny
        INDEX:	P329W4
      OFFSETS:	14-18
       TOKENS:	P329W6-P329W6
