 INPUT STRING:	بابا
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jih_1]
   UNSPLITVOC:	(Hatiyojiy)
          POS:	FUT_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	Ha+ti+yoj+iy
        GLOSS:	will+you+occur/came/come/reach/arrive+you

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P55W2
      OFFSETS:	6-8
       TOKENS:	P55W3-P55W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liiy)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+me

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P55W3
      OFFSETS:	9-12
       TOKENS:	P55W5-P55W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after/if/unless/whether/as long as/as soon as/which

 INPUT STRING:	الفرح
     IS_TRANS:	AlfrH
        INDEX:	P55W4
      OFFSETS:	13-18
       TOKENS:	P55W6-P55W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faraH_1]
   UNSPLITVOC:	(AlfaraH)
          POS:	DET+NOUN
          VOC:	Al+faraH
        GLOSS:	the+joy/happiness/festivity/with joy/joyfully/joys/festivities

 INPUT STRING:	ازاي
     IS_TRANS:	AzAy
        INDEX:	P56W1
      OFFSETS:	0-4
       TOKENS:	P56W1-P56W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aiz~Ay_1]
   UNSPLITVOC:	(Aiz~Ay)
          POS:	INTERROG_ADV
          VOC:	Aiz~Ay
        GLOSS:	how/what degree

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P56W2
      OFFSETS:	5-8
       TOKENS:	P56W2-P56W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	شايفاهم
     IS_TRANS:	$AyfAhm
        INDEX:	P56W3
      OFFSETS:	9-16
       TOKENS:	P56W3-P56W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ayif_1]
   UNSPLITVOC:	($AyofAhum)
          POS:	ADJ+NSUFF_FEM_SG+PRON_3P
          VOC:	$Ayof+ap+hum
        GLOSS:	viewer/observer/onlooker/onloker+[fem.sg.]+they

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P56W4
      OFFSETS:	17-20
       TOKENS:	P56W5-P56W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الإنترنت
     IS_TRANS:	Al<ntrnt
        INDEX:	P56W5
      OFFSETS:	21-29
       TOKENS:	P56W6-P56W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<inotaronit_1]
   UNSPLITVOC:	(Al<inotaronit)
          POS:	DET+NOUN
          VOC:	Al+<inotaronit
        GLOSS:	the+internet/net

 INPUT STRING:	وانتي
     IS_TRANS:	wAnty
        INDEX:	P56W6
      OFFSETS:	30-35
       TOKENS:	P56W7-P56W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(wiAinotiy)
          POS:	CONJ+PRON_2FS
          VOC:	wi+Ainotiy
        GLOSS:	and+you [fem.sg.]/you/feminine

 INPUT STRING:	بتقولي
     IS_TRANS:	btqwly
        INDEX:	P56W7
      OFFSETS:	36-42
       TOKENS:	P56W9-P56W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(bitiquwliy)
          POS:	PROG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	bi+ti+quwl+iy
        GLOSS:	[present-tense]+you+said/say/be said/(for example)+you

 INPUT STRING:	مفيش
     IS_TRANS:	mfy$
        INDEX:	P56W8
      OFFSETS:	43-47
       TOKENS:	P56W11-P56W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(mafiy$)
          POS:	VERB+PREP+PRON_3MS+NEG_PART
          VOC:	ma+fiy+h+$
        GLOSS:	not+in+it/him+not

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P56W9
      OFFSETS:	48-51
       TOKENS:	P56W15-P56W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P56W10
      OFFSETS:	52-54
       TOKENS:	P56W16-P56W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P56W11
      OFFSETS:	55-58
       TOKENS:	P56W17-P56W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P57W1
      OFFSETS:	0-2
       TOKENS:	P57W1-P57W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	بدل
     IS_TRANS:	bdl
        INDEX:	P57W2
      OFFSETS:	3-6
       TOKENS:	P57W2-P57W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[badolap_1]
   UNSPLITVOC:	(bidal)
          POS:	NOUN
          VOC:	bidal
        GLOSS:	suit/costume/suits/costumes

 INPUT STRING:	رقص
     IS_TRANS:	rqS
        INDEX:	P57W3
      OFFSETS:	7-10
       TOKENS:	P57W3-P57W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raqoS_1]
   UNSPLITVOC:	(raqoS)
          POS:	NOUN
          VOC:	raqoS
        GLOSS:	dancing/dance

 INPUT STRING:	يانانسي
     IS_TRANS:	yAnAnsy
        INDEX:	P57W4
      OFFSETS:	11-18
       TOKENS:	P57W4-P57W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAnosiy_1]
   UNSPLITVOC:	(yAnAnosiy)
          POS:	VOC_PART+NOUN_PROP
          VOC:	yA+nAnosiy
        GLOSS:	O/oh+Nancy

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P57W5
      OFFSETS:	19-23
       TOKENS:	P57W6-P57W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/that

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P57W6
      OFFSETS:	24-27
       TOKENS:	P57W7-P57W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	هشتريهم
     IS_TRANS:	h$tryhm
        INDEX:	P57W7
      OFFSETS:	28-35
       TOKENS:	P57W8-P57W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ai$otaraY_1]
   UNSPLITVOC:	(HaAa$otiriyhum)
          POS:	FUT_PART+IV1S+IV+IVSUFF_DO:3P
          VOC:	Ha+Aa+$otiriy+hum
        GLOSS:	will+I+buy+them

 INPUT STRING:	اسمهم
     IS_TRANS:	Asmhm
        INDEX:	P57W8
      OFFSETS:	36-41
       TOKENS:	P57W11-P57W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisom_1]
   UNSPLITVOC:	(Aisomhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	Aisom+hum
        GLOSS:	name/names+their

 INPUT STRING:	جلابية
     IS_TRANS:	jlAbyp
        INDEX:	P57W9
      OFFSETS:	42-48
       TOKENS:	P57W13-P57W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jalaAbiyap_1]
   UNSPLITVOC:	(jalaAbiyap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	jalaAbiy+ap
        GLOSS:	dress+[fem.sg.]

 INPUT STRING:	الحنة
     IS_TRANS:	AlHnp
        INDEX:	P57W10
      OFFSETS:	49-54
       TOKENS:	P57W14-P57W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hin~ap_1]
   UNSPLITVOC:	(AlHin~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Hin~+ap
        GLOSS:	the+henna+[fem.sg.]

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P57W11
      OFFSETS:	55-57
       TOKENS:	P57W15-P57W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	Or/if not/unless/except if/except when

 INPUT STRING:	نانسيعجرم
     IS_TRANS:	nAnsyEjrm
        INDEX:	P57W12
      OFFSETS:	58-67
       TOKENS:	P57W16-P57W16
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(nAnsyEjrm)
          POS:	NO_FUNC
          VOC:	nAnsyEjrm
        GLOSS:	nogloss

 INPUT STRING:	نو
     IS_TRANS:	nw
        INDEX:	P58W1
      OFFSETS:	0-2
       TOKENS:	P58W1-P58W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(nw)
          POS:	FOREIGN
          VOC:	nw
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P58W2
      OFFSETS:	2-3
       TOKENS:	P58W2-P58W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P58W3
      OFFSETS:	3-4
       TOKENS:	P58W3-P58W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P58W4
      OFFSETS:	4-6
       TOKENS:	P58W4-P58W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	جلابية
     IS_TRANS:	jlAbyp
        INDEX:	P58W5
      OFFSETS:	7-13
       TOKENS:	P58W5-P58W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jalaAbiyap]
   UNSPLITVOC:	(jalaAbiyap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	jalaAbiy+ap
        GLOSS:	dress+[fem.sg.]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P59W1
      OFFSETS:	0-3
       TOKENS:	P59W1-P59W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	أبي
     IS_TRANS:	>by
        INDEX:	P59W2
      OFFSETS:	4-7
       TOKENS:	P59W2-P59W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(>by)
          POS:	FOREIGN
          VOC:	>by
        GLOSS:	nogloss

 INPUT STRING:	اسمها
     IS_TRANS:	AsmhA
        INDEX:	P59W3
      OFFSETS:	8-13
       TOKENS:	P59W3-P59W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisom_1]
   UNSPLITVOC:	(AisomahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	Aisom+hA
        GLOSS:	name/names+its/their/her

 INPUT STRING:	جلابية
     IS_TRANS:	jlAbyp
        INDEX:	P59W4
      OFFSETS:	14-20
       TOKENS:	P59W5-P59W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jalaAbiyap]
   UNSPLITVOC:	(jalaAbiyap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	jalaAbiy+ap
        GLOSS:	dress+[fem.sg.]

 INPUT STRING:	مصري
     IS_TRANS:	mSry
        INDEX:	P59W5
      OFFSETS:	21-25
       TOKENS:	P59W6-P59W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(maSoriy)
          POS:	ADJ
          VOC:	maSoriy
        GLOSS:	Egyptian

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P60W1
      OFFSETS:	0-3
       TOKENS:	P60W1-P60W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	حاصور
     IS_TRANS:	HASwr
        INDEX:	P60W2
      OFFSETS:	4-9
       TOKENS:	P60W2-P60W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Saw~ar_1]
   UNSPLITVOC:	(HaAaSaw~ar)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+Saw~ar
        GLOSS:	will+I+draw/portray/film/photograph/be filmed/be photographed

 INPUT STRING:	lk
     IS_TRANS:	lk
        INDEX:	P60W3
      OFFSETS:	10-12
       TOKENS:	P60W4-P60W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liik)
          POS:	PREP+PRON_2FS
          VOC:	li+ik
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+you

 INPUT STRING:	جلابية
     IS_TRANS:	jlAbyp
        INDEX:	P60W4
      OFFSETS:	13-19
       TOKENS:	P60W6-P60W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jalaAbiyap]
   UNSPLITVOC:	(jalaAbiyap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	jalaAbiy+ap
        GLOSS:	dress+[fem.sg.]

 INPUT STRING:	الحنة
     IS_TRANS:	AlHnp
        INDEX:	P60W5
      OFFSETS:	20-25
       TOKENS:	P60W7-P60W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hin~ap_1]
   UNSPLITVOC:	(AlHin~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Hin~+ap
        GLOSS:	the+henna+[fem.sg.]

 INPUT STRING:	المصري
     IS_TRANS:	AlmSry
        INDEX:	P60W6
      OFFSETS:	26-32
       TOKENS:	P60W8-P60W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(AlmaSoriy)
          POS:	DET+ADJ
          VOC:	Al+maSoriy
        GLOSS:	the+Egyptian

 INPUT STRING:	بكرة
     IS_TRANS:	bkrp
        INDEX:	P60W7
      OFFSETS:	33-37
       TOKENS:	P60W9-P60W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bukorah_1]
   UNSPLITVOC:	(bukorah)
          POS:	ADV
          VOC:	bukorah
        GLOSS:	tomorrow/sometime in the future/meal/luncheon/breakfast/lunch

 INPUT STRING:	بإذن
     IS_TRANS:	b<*n
        INDEX:	P60W8
      OFFSETS:	38-42
       TOKENS:	P60W10-P60W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<i*on_1]
   UNSPLITVOC:	(bi<i*on)
          POS:	PREP+NOUN
          VOC:	bi+<i*on
        GLOSS:	with/by+permission/authorization/bonds

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P60W9
      OFFSETS:	43-47
       TOKENS:	P60W12-P60W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	وأرسلها
     IS_TRANS:	w>rslhA
        INDEX:	P60W10
      OFFSETS:	48-55
       TOKENS:	P60W13-P60W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>arsal_1]
   UNSPLITVOC:	(wi>arosilhA)
          POS:	CONJ+IV1S+IV+IVSUFF_DO:3FS
          VOC:	wi+>a+rosil+hA
        GLOSS:	and+I+send+it/them/her

 INPUT STRING:	lky
     IS_TRANS:	lky
        INDEX:	P60W11
      OFFSETS:	56-59
       TOKENS:	P60W16-P60W16
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(lky)
          POS:	NO_FUNC
          VOC:	lky
        GLOSS:	nogloss

 INPUT STRING:	بتاعتي
     IS_TRANS:	btAEty
        INDEX:	P61W1
      OFFSETS:	0-6
       TOKENS:	P61W1-P61W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitAEap_1]
   UNSPLITVOC:	(bitAEtiy)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	bitAE+ap+iy
        GLOSS:	own+[fem.sg.]+my

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P61W2
      OFFSETS:	7-10
       TOKENS:	P61W3-P61W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	للبنات
     IS_TRANS:	llbnAt
        INDEX:	P61W3
      OFFSETS:	11-17
       TOKENS:	P61W4-P61W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[binot_1]
   UNSPLITVOC:	(lilbanAt)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+banAt
        GLOSS:	for/to+the+daughter/girl/daughters/girls

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P61W4
      OFFSETS:	17-18
       TOKENS:	P61W6-P61W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

