 INPUT STRING:	بست
          VOC:	Al+siriyr
        GLOSS:	the+bed/couch/beds/couches

 INPUT STRING:	احا
     IS_TRANS:	AHA
        INDEX:	P615W1
      OFFSETS:	0-3
       TOKENS:	P615W1-P615W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AH~A_1]
   UNSPLITVOC:	(AH~A)
          POS:	INTERJ
          VOC:	AH~A
        GLOSS:	sound used to express opposition/resistance/insertion

 INPUT STRING:	مستخسرين
     IS_TRANS:	mstxsryn
        INDEX:	P615W2
      OFFSETS:	4-12
       TOKENS:	P615W2-P615W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mistaxsar_1]
   UNSPLITVOC:	(mistaxsariyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	mistaxsar+iyn
        GLOSS:	looking down+[masc.pl.]

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P615W3
      OFFSETS:	13-16
       TOKENS:	P615W3-P615W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy~A)
          POS:	PREP+PRON_1S
          VOC:	fiy+iy
        GLOSS:	in+I

 INPUT STRING:	السرير
     IS_TRANS:	Alsryr
        INDEX:	P615W4
      OFFSETS:	17-23
       TOKENS:	P615W5-P615W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siriyr_1]
   UNSPLITVOC:	(Alsiriyr)
          POS:	DET+NOUN
          VOC:	Al+siriyr
        GLOSS:	the+bed/couch/beds/couches

 INPUT STRING:	كمان
     IS_TRANS:	kmAn
        INDEX:	P615W5
      OFFSETS:	24-28
       TOKENS:	P615W6-P615W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	metabolism/also/else

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P615W6
      OFFSETS:	29-32
       TOKENS:	P615W7-P615W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P615W7
      OFFSETS:	33-36
       TOKENS:	P615W8-P615W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	ازاي
     IS_TRANS:	AzAy
        INDEX:	P616W1
      OFFSETS:	0-4
       TOKENS:	P616W1-P616W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aiz~Ay_1]
   UNSPLITVOC:	(Aiz~Ay)
          POS:	INTERROG_ADV
          VOC:	Aiz~Ay
        GLOSS:	how/what degree

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P616W2
      OFFSETS:	5-9
       TOKENS:	P616W2-P616W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P616W3
      OFFSETS:	10-11
       TOKENS:	P616W3-P616W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	بتنكح
     IS_TRANS:	btnkH
        INDEX:	P617W1
      OFFSETS:	0-5
       TOKENS:	P617W1-P617W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(btnkH)
          POS:	NO_FUNC
          VOC:	btnkH
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P617W2
      OFFSETS:	5-6
       TOKENS:	P617W2-P617W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P617W3
      OFFSETS:	7-8
       TOKENS:	P617W3-P617W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	حابقى
     IS_TRANS:	HAbqY
        INDEX:	P618W1
      OFFSETS:	0-5
       TOKENS:	P618W1-P618W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(HaAaboqaY)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+boqaY
        GLOSS:	will+I+become/begin/start/be/begin a new day

 INPUT STRING:	اقولك
     IS_TRANS:	Aqwlk
        INDEX:	P618W2
      OFFSETS:	6-11
       TOKENS:	P618W3-P618W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(Aaquwl~ak)
          POS:	IV1S+IV+PREP+PRON_2MS
          VOC:	Aa+quwl+li+ik
        GLOSS:	I+say+for+you

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P618W3
      OFFSETS:	12-15
       TOKENS:	P618W6-P618W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as/when

 INPUT STRING:	اشوفك
     IS_TRANS:	A$wfk
        INDEX:	P618W4
      OFFSETS:	16-21
       TOKENS:	P618W7-P618W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(Aa$uwfak)
          POS:	IV1S+IV+IVSUFF_DO:2MS
          VOC:	Aa+$uwf+ak
        GLOSS:	I+look+you

 INPUT STRING:	لابقي
     IS_TRANS:	lAbqy
        INDEX:	P619W1
      OFFSETS:	0-5
       TOKENS:	P619W1-P619W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(lAbqy)
          POS:	TYPO
          VOC:	lAbqy
        GLOSS:	nogloss

 INPUT STRING:	وريني
     IS_TRANS:	wryny
        INDEX:	P619W2
      OFFSETS:	6-11
       TOKENS:	P619W2-P619W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[war~aY_1]
   UNSPLITVOC:	(war~iyniy)
          POS:	CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:1S
          VOC:	war~+iy+niy
        GLOSS:	stoke/kindle/conceal/feign/be stoked/be kindled/be concealed/be feigned+you+me

 INPUT STRING:	عنية
     IS_TRANS:	Enyp
        INDEX:	P620W1
      OFFSETS:	0-4
       TOKENS:	P620W1-P620W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Eiyn_1]
   UNSPLITVOC:	(Einiy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Einiy~+ap
        GLOSS:	eyes+[fem.sg.]

 INPUT STRING:	هههه
     IS_TRANS:	hhhh
        INDEX:	P621W1
      OFFSETS:	0-4
       TOKENS:	P621W1-P621W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hah_1]
   UNSPLITVOC:	(hahahah)
          POS:	INTERJ
          VOC:	hahahah
        GLOSS:	laughing

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P622W1
      OFFSETS:	0-3
       TOKENS:	P622W1-P622W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P623W1
      OFFSETS:	0-3
       TOKENS:	P623W1-P623W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	مسحول
     IS_TRANS:	msHwl
        INDEX:	P623W2
      OFFSETS:	4-9
       TOKENS:	P623W2-P623W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[masoHuwl_1]
   UNSPLITVOC:	(masoHuwl)
          POS:	ADJ
          VOC:	masoHuwl
        GLOSS:	scraping/abrasion/naked

 INPUT STRING:	نيك
     IS_TRANS:	nyk
        INDEX:	P623W3
      OFFSETS:	10-13
       TOKENS:	P623W3-P623W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(nyk)
          POS:	FOREIGN
          VOC:	nyk
        GLOSS:	nogloss

 INPUT STRING:	وانت
     IS_TRANS:	wAnt
        INDEX:	P624W1
      OFFSETS:	0-4
       TOKENS:	P624W1-P624W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(wiAinota)
          POS:	CONJ+PRON_2MS
          VOC:	wi+Ainota
        GLOSS:	and+you [masc.sg.]/you/masculine

 INPUT STRING:	بتسحلني
     IS_TRANS:	btsHlny
        INDEX:	P624W2
      OFFSETS:	5-12
       TOKENS:	P624W3-P624W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saHal_1]
   UNSPLITVOC:	(bitisoHilniy)
          POS:	PROG_PART+IV2MS+IV+IVSUFF_DO:1S
          VOC:	bi+ti+soHil+niy
        GLOSS:	[present-tense]+you+scrape off/make smooth+me

 INPUT STRING:	أكتر
     IS_TRANS:	>ktr
        INDEX:	P624W3
      OFFSETS:	13-17
       TOKENS:	P624W6-P624W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akotar_1]
   UNSPLITVOC:	(>akotar)
          POS:	ADJ_COMP
          VOC:	>akotar
        GLOSS:	more

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P625W1
      OFFSETS:	0-3
       TOKENS:	P625W1-P625W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P625W2
      OFFSETS:	4-8
       TOKENS:	P625W2-P625W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	مسحولة
     IS_TRANS:	msHwlp
        INDEX:	P625W3
      OFFSETS:	9-15
       TOKENS:	P625W3-P625W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[masoHuwl_1]
   UNSPLITVOC:	(masoHuwlap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	masoHuwl+ap
        GLOSS:	scraping/abrasion/naked+[fem.sg.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P625W4
      OFFSETS:	16-18
       TOKENS:	P625W4-P625W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P625W5
      OFFSETS:	19-22
       TOKENS:	P625W5-P625W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	أصلا
     IS_TRANS:	>SlA
        INDEX:	P625W6
      OFFSETS:	23-27
       TOKENS:	P625W6-P625W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>aSol+AF
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily+[acc.indef.]

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P625W7
      OFFSETS:	27-28
       TOKENS:	P625W7-P625W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P625W8
      OFFSETS:	29-30
       TOKENS:	P625W8-P625W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	فوق
     IS_TRANS:	fwq
        INDEX:	P626W1
      OFFSETS:	0-3
       TOKENS:	P626W1-P626W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fuwq_1]
   UNSPLITVOC:	(fuwq)
          POS:	NOUN
          VOC:	fuwq
        GLOSS:	above/over/top/upper part

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P626W2
      OFFSETS:	4-5
       TOKENS:	P626W2-P626W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	معاك
     IS_TRANS:	mEAk
        INDEX:	P627W1
      OFFSETS:	0-4
       TOKENS:	P627W1-P627W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAk)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	maEa+ak
        GLOSS:	with+your

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P627W2
      OFFSETS:	5-6
       TOKENS:	P627W3-P627W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P628W1
      OFFSETS:	0-2
       TOKENS:	P628W1-P628W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P628W2
      OFFSETS:	3-6
       TOKENS:	P628W2-P628W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P628W3
      OFFSETS:	7-9
       TOKENS:	P628W3-P628W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P628W4
      OFFSETS:	10-11
       TOKENS:	P628W4-P628W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P629W1
      OFFSETS:	0-2
       TOKENS:	P629W1-P629W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P629W2
      OFFSETS:	3-5
       TOKENS:	P629W2-P629W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P629W3
      OFFSETS:	6-10
       TOKENS:	P629W3-P629W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	معينة
     IS_TRANS:	mEynp
        INDEX:	P629W4
      OFFSETS:	11-16
       TOKENS:	P629W4-P629W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muEay~an_1]
   UNSPLITVOC:	(muEay~anap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	muEay~an+ap
        GLOSS:	fixed/determined/prescribed+[fem.sg.]

 INPUT STRING:	حأح
     IS_TRANS:	H>H
        INDEX:	P630W1
      OFFSETS:	0-3
       TOKENS:	P630W1-P630W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(H>H)
          POS:	TYPO
          VOC:	H>H
        GLOSS:	nogloss

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P630W2
      OFFSETS:	4-5
       TOKENS:	P630W2-P630W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	nogloss

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P630W3
      OFFSETS:	5-6
       TOKENS:	P630W3-P630W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	[
     IS_TRANS:	[
        INDEX:	P630W4
      OFFSETS:	6-7
       TOKENS:	P630W4-P630W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	([)
          POS:	PUNC
          VOC:	[
        GLOSS:	nogloss

 INPUT STRING:	]
     IS_TRANS:	]
        INDEX:	P630W5
      OFFSETS:	7-8
       TOKENS:	P630W5-P630W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(])
          POS:	PUNC
          VOC:	]
        GLOSS:	nogloss

 INPUT STRING:	(
     IS_TRANS:	(
        INDEX:	P630W6
      OFFSETS:	8-9
       TOKENS:	P630W6-P630W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(()
          POS:	PUNC
          VOC:	(
        GLOSS:	(

 INPUT STRING:	بتروحي
     IS_TRANS:	btrwHy
        INDEX:	P631W1
      OFFSETS:	0-6
       TOKENS:	P631W1-P631W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(bitiruwHiy)
          POS:	PROG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	bi+ti+ruwH+iy
        GLOSS:	[present-tense]+you+begin/go+you

 INPUT STRING:	فين
     IS_TRANS:	fyn
        INDEX:	P631W2
      OFFSETS:	7-10
       TOKENS:	P631W3-P631W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiyn_1]
   UNSPLITVOC:	(fiyn)
          POS:	INTERROG_ADV
          VOC:	fiyn
        GLOSS:	where

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P631W3
      OFFSETS:	10-11
       TOKENS:	P631W4-P631W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P631W4
      OFFSETS:	11-12
       TOKENS:	P631W5-P631W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	هنا
     IS_TRANS:	hnA
        INDEX:	P632W1
      OFFSETS:	0-3
       TOKENS:	P632W1-P632W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hinA_1]
   UNSPLITVOC:	(hinA)
          POS:	ADV
          VOC:	hinA
        GLOSS:	here/from now on/somewhere

 INPUT STRING:	هه
     IS_TRANS:	hh
        INDEX:	P632W2
      OFFSETS:	4-6
       TOKENS:	P632W2-P632W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hah_1]
   UNSPLITVOC:	(hah)
          POS:	INTERJ
          VOC:	hah
        GLOSS:	laugh

 INPUT STRING:	صحي
     IS_TRANS:	SHy
        INDEX:	P633W1
      OFFSETS:	0-3
       TOKENS:	P633W1-P633W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SiH~iy_1]
   UNSPLITVOC:	(SiH~iy)
          POS:	ADJ
          VOC:	SiH~iy
        GLOSS:	sanitary/health

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P633W2
      OFFSETS:	3-4
       TOKENS:	P633W2-P633W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	حاسح
     IS_TRANS:	HAsH
        INDEX:	P634W1
      OFFSETS:	0-4
       TOKENS:	P634W1-P634W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(HAsH)
          POS:	TYPO
          VOC:	HAsH
        GLOSS:	nogloss

 INPUT STRING:	حوا
     IS_TRANS:	HwA
        INDEX:	P635W1
      OFFSETS:	0-3
       TOKENS:	P635W1-P635W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(HwA)
          POS:	TYPO
          VOC:	HwA
        GLOSS:	nogloss

 INPUT STRING:	فشخ
     IS_TRANS:	f$x
        INDEX:	P635W2
      OFFSETS:	4-7
       TOKENS:	P635W2-P635W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fa$ax_1]
   UNSPLITVOC:	(fa$ax)
          POS:	NOUN
          VOC:	fa$ax
        GLOSS:	digusting/spreading

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P635W3
      OFFSETS:	8-11
       TOKENS:	P635W3-P635W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	then

 INPUT STRING:	فاسحخ
     IS_TRANS:	fAsHx
        INDEX:	P636W1
      OFFSETS:	0-5
       TOKENS:	P636W1-P636W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(fAsHx)
          POS:	TYPO
          VOC:	fAsHx
        GLOSS:	nogloss

 INPUT STRING:	حتعمل
     IS_TRANS:	HtEml
