 INPUT STRING:	لل
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(hy)
          POS:	FOREIGN
          VOC:	hy
        GLOSS:	nogloss

 INPUT STRING:	ريالنزس
     IS_TRANS:	ryAlnzs
        INDEX:	P119W7
      OFFSETS:	24-31
       TOKENS:	P119W8-P119W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(ryAlnzs)
          POS:	FOREIGN
          VOC:	ryAlnzs
        GLOSS:	nogloss

 INPUT STRING:	أيه
     IS_TRANS:	>yh
        INDEX:	P119W8
      OFFSETS:	32-35
       TOKENS:	P119W9-P119W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(>yh)
          POS:	FOREIGN
          VOC:	>yh
        GLOSS:	nogloss

 INPUT STRING:	ههاه
     IS_TRANS:	hhAh
        INDEX:	P119W9
      OFFSETS:	36-40
       TOKENS:	P119W10-P119W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[haha_1]
   UNSPLITVOC:	(haha)
          POS:	INTERJ
          VOC:	haha
        GLOSS:	laughing

 INPUT STRING:	كثير
     IS_TRANS:	kvyr
        INDEX:	P120W1
      OFFSETS:	0-4
       TOKENS:	P120W1-P120W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kiviyr_1]
   UNSPLITVOC:	(kiviyr)
          POS:	NOUN
          VOC:	kiviyr
        GLOSS:	much/numerous/a lot/many

 INPUT STRING:	حتخللي
     IS_TRANS:	Htxlly
        INDEX:	P121W1
      OFFSETS:	1-7
       TOKENS:	P121W1-P121W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xalil_1]
   UNSPLITVOC:	(Hatixlliy)
          POS:	FUT_PART+IV2FS+IV_PASS+IVSUFF_SUBJ:2FS
          VOC:	Ha+ti+xalil+iy
        GLOSS:	will+you+be salted+you

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P122W1
      OFFSETS:	0-2
       TOKENS:	P122W1-P122W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	أميرة
     IS_TRANS:	>myrp
        INDEX:	P122W2
      OFFSETS:	3-8
       TOKENS:	P122W2-P122W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amiyrap_1]
   UNSPLITVOC:	(>amiyrap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	>amiyr+ap
        GLOSS:	princess+[fem.sg.]

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P123W1
      OFFSETS:	0-2
       TOKENS:	P123W1-P123W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	همم
     IS_TRANS:	hmm
        INDEX:	P124W1
      OFFSETS:	0-3
       TOKENS:	P124W1-P124W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hmm_1]
   UNSPLITVOC:	(hmm)
          POS:	INTERJ
          VOC:	hmm
        GLOSS:	meaning understanding something

 INPUT STRING:	مثلا
     IS_TRANS:	mvlA
        INDEX:	P125W1
      OFFSETS:	0-4
       TOKENS:	P125W1-P125W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maval_1]
   UNSPLITVOC:	(mavalAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	maval+AF
        GLOSS:	example/proverb/for example/proverbs/examples+[acc.indef.]

 INPUT STRING:	متضايقة
     IS_TRANS:	mtDAyqp
        INDEX:	P125W2
      OFFSETS:	5-12
       TOKENS:	P125W2-P125W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mitoDAyiq_1]
   UNSPLITVOC:	(mitoDAyoqap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mitoDAyoq+ap
        GLOSS:	annoyed+[fem.sg.]

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P125W3
      OFFSETS:	13-15
       TOKENS:	P125W3-P125W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	بعدت
     IS_TRANS:	bEdt
        INDEX:	P125W4
      OFFSETS:	16-20
       TOKENS:	P125W4-P125W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baEud-u_1]
   UNSPLITVOC:	(baEudotu)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	baEud+tu
        GLOSS:	be distant+I [verb]

 INPUT STRING:	شوية
     IS_TRANS:	$wyp
        INDEX:	P125W5
      OFFSETS:	21-25
       TOKENS:	P125W5-P125W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$iway~ap_1]
   UNSPLITVOC:	($iway~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$iway~+ap
        GLOSS:	little/small+[fem.sg.]

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P125W6
      OFFSETS:	26-28
       TOKENS:	P125W6-P125W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from/off/about/on/over

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P125W7
      OFFSETS:	29-33
       TOKENS:	P125W7-P125W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P126W1
      OFFSETS:	0-2
       TOKENS:	P126W1-P126W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(hy)
          POS:	FOREIGN
          VOC:	hy
        GLOSS:	nogloss

 INPUT STRING:	حيلبد
     IS_TRANS:	Hylbd
        INDEX:	P126W2
      OFFSETS:	3-8
       TOKENS:	P126W2-P126W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Hylbd)
          POS:	FOREIGN
          VOC:	Hylbd
        GLOSS:	nogloss

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P126W3
      OFFSETS:	9-11
       TOKENS:	P126W3-P126W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(mn)
          POS:	FOREIGN
          VOC:	mn
        GLOSS:	nogloss

 INPUT STRING:	أواظب
     IS_TRANS:	>wAZb
        INDEX:	P126W4
      OFFSETS:	12-17
       TOKENS:	P126W4-P126W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[wAZab_1]
   UNSPLITVOC:	(>uwAZiba)
          POS:	IV1S+IV+IVSUFF_MOOD:S
          VOC:	>u+wAZib+a
        GLOSS:	I+persist/persevere+[sub.]

 INPUT STRING:	الأذكار
     IS_TRANS:	Al>*kAr
        INDEX:	P126W5
      OFFSETS:	18-25
       TOKENS:	P126W5-P126W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>*kAr_1]
   UNSPLITVOC:	(Al>*kAr)
          POS:	DET+NOUN
          VOC:	Al+>*kAr
        GLOSS:	the+prayes/Blessings

 INPUT STRING:	استيل
     IS_TRANS:	Astyl
        INDEX:	P127W1
      OFFSETS:	0-5
       TOKENS:	P127W1-P127W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Astyl)
          POS:	FOREIGN
          VOC:	Astyl
        GLOSS:	nogloss

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P127W2
      OFFSETS:	6-8
       TOKENS:	P127W2-P127W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P127W3
      OFFSETS:	9-11
       TOKENS:	P127W3-P127W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	يرضيش
     IS_TRANS:	yrDy$
        INDEX:	P127W4
      OFFSETS:	12-17
       TOKENS:	P127W4-P127W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[raDaY_1]
   UNSPLITVOC:	(yirDy$)
          POS:	IV3MS+IV+NEG_PART
          VOC:	yi+roDiy+$
        GLOSS:	he/it+satisfy+not

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P127W5
      OFFSETS:	18-22
       TOKENS:	P127W6-P127W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P127W6
      OFFSETS:	23-24
       TOKENS:	P127W8-P127W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P128W1
      OFFSETS:	0-2
       TOKENS:	P128W1-P128W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	PART
          VOC:	mA
        GLOSS:	[no gloss]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P128W2
      OFFSETS:	3-6
       TOKENS:	P128W2-P128W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P128W3
      OFFSETS:	7-9
       TOKENS:	P128W3-P128W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عارفة
     IS_TRANS:	EArfp
        INDEX:	P128W4
      OFFSETS:	10-15
       TOKENS:	P128W4-P128W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	أعمل
     IS_TRANS:	>Eml
        INDEX:	P128W5
      OFFSETS:	16-20
       TOKENS:	P128W5-P128W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(AaEomil)
          POS:	IV1S+IV
          VOC:	Aa+Eomil
        GLOSS:	I+function/make/act/do

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P128W6
      OFFSETS:	21-24
       TOKENS:	P128W6-P128W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aayoh_1]
   UNSPLITVOC:	(>ayoh)
          POS:	INTERROG_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	ابعدي
     IS_TRANS:	AbEdy
        INDEX:	P129W1
      OFFSETS:	0-5
       TOKENS:	P129W1-P129W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEad_1]
   UNSPLITVOC:	(AiboEidiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	AiboEid+iy
        GLOSS:	remove/expel/exclude/eliminate/farther/farthest/be removed/be expelled+you

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P130W1
      OFFSETS:	0-3
       TOKENS:	P130W1-P130W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jad~_1]
   UNSPLITVOC:	(bijad~)
          POS:	PREP+NOUN
          VOC:	bi+jad~
        GLOSS:	with+sure

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P130W2
      OFFSETS:	4-5
       TOKENS:	P130W3-P130W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	طب
     IS_TRANS:	Tb
        INDEX:	P131W1
      OFFSETS:	0-2
       TOKENS:	P131W1-P131W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tab_1]
   UNSPLITVOC:	(Tab)
          POS:	INTERJ
          VOC:	Tab
        GLOSS:	ok

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P131W2
      OFFSETS:	3-5
       TOKENS:	P131W2-P131W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that/if/unless/whether/as long as/as soon as

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P131W3
      OFFSETS:	6-8
       TOKENS:	P131W3-P131W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P131W4
      OFFSETS:	9-11
       TOKENS:	P131W4-P131W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	بعدت
     IS_TRANS:	bEdt
        INDEX:	P131W5
      OFFSETS:	12-16
       TOKENS:	P131W5-P131W5
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baEud-u_1]
   UNSPLITVOC:	(baEudotu)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	baEud+tu
        GLOSS:	be distant+I [verb]

 INPUT STRING:	حيفتكر
     IS_TRANS:	Hyftkr
        INDEX:	P131W6
      OFFSETS:	17-23
       TOKENS:	P131W6-P131W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aifotakar_1]
   UNSPLITVOC:	(Hayifotikir)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+fotikir
        GLOSS:	will+he/it+reflect/ponder/believe/think

 INPUT STRING:	إني
     IS_TRANS:	<ny
        INDEX:	P131W7
      OFFSETS:	24-27
       TOKENS:	P131W8-P131W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(Aniy)
          POS:	PRON_1S
          VOC:	Aniy
        GLOSS:	I/me

 INPUT STRING:	اي
     IS_TRANS:	Ay
        INDEX:	P131W8
      OFFSETS:	28-30
       TOKENS:	P131W9-P131W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Ay)
          POS:	FOREIGN
          VOC:	Ay
        GLOSS:	nogloss

 INPUT STRING:	دون
     IS_TRANS:	dwn
        INDEX:	P131W9
      OFFSETS:	31-34
       TOKENS:	P131W10-P131W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(dwn)
          POS:	FOREIGN
          VOC:	dwn
        GLOSS:	nogloss

 INPUT STRING:	ليكي
     IS_TRANS:	lyky
        INDEX:	P131W10
      OFFSETS:	35-39
       TOKENS:	P131W11-P131W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(lyky)
          POS:	FOREIGN
          VOC:	lyky
        GLOSS:	nogloss

 INPUT STRING:	هم
     IS_TRANS:	hm
        INDEX:	P131W11
      OFFSETS:	40-42
       TOKENS:	P131W12-P131W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(hm)
          POS:	FOREIGN
          VOC:	hm
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P131W12
      OFFSETS:	43-44
       TOKENS:	P131W13-P131W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	صح
     IS_TRANS:	SH
        INDEX:	P132W1
      OFFSETS:	0-2
       TOKENS:	P132W1-P132W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaH~_1]
   UNSPLITVOC:	(SaH~)
          POS:	ADJ
          VOC:	SaH~
        GLOSS:	true/correct/really/truly/yes/right/healthy/in good health

 INPUT STRING:	صح
     IS_TRANS:	SH
        INDEX:	P133W1
      OFFSETS:	0-2
       TOKENS:	P133W1-P133W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaH~_1]
   UNSPLITVOC:	(SaH~)
          POS:	ADJ
          VOC:	SaH~
        GLOSS:	true/correct/really/truly/yes/right/healthy/in good health

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P133W2
      OFFSETS:	3-6
       TOKENS:	P133W2-P133W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P134W1
      OFFSETS:	0-3
       TOKENS:	P134W1-P134W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	مشكلتي
     IS_TRANS:	m$klty
        INDEX:	P134W2
      OFFSETS:	4-10
       TOKENS:	P134W2-P134W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$okilap_1]
   UNSPLITVOC:	(mu$okiltiy)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	mu$okil+ap+iy
        GLOSS:	problem/issue/problems/issues/inconveniences+[fem.sg.]+my

 INPUT STRING:	الثانية
     IS_TRANS:	AlvAnyp
        INDEX:	P134W3
      OFFSETS:	11-18
       TOKENS:	P134W4-P134W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[vAniy_1]
   UNSPLITVOC:	(AlvAniyap)
          POS:	DET+ADJ_NUM+NSUFF_FEM_SG
          VOC:	Al+vAniy+ap
        GLOSS:	the+second/next+[fem.sg.]

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P134W4
      OFFSETS:	19-22
       TOKENS:	P134W5-P134W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jad~_1]
   UNSPLITVOC:	(bijad~)
          POS:	PREP+NOUN
          VOC:	bi+jad~
        GLOSS:	with+sure

 INPUT STRING:	عندي
     IS_TRANS:	Endy
        INDEX:	P135W1
      OFFSETS:	0-4
       TOKENS:	P135W1-P135W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanodiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Eanod+iy
        GLOSS:	at/have/possession/with+my

 INPUT STRING:	برود
     IS_TRANS:	brwd
        INDEX:	P135W2
      OFFSETS:	5-9
       TOKENS:	P135W3-P135W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[buruwd_1]
   UNSPLITVOC:	(buruwd)
          POS:	NOUN
          VOC:	buruwd
        GLOSS:	coldness

 INPUT STRING:	عاطفي
     IS_TRANS:	EATfy
        INDEX:	P135W3
      OFFSETS:	10-15
       TOKENS:	P135W4-P135W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EATifiy_1]
   UNSPLITVOC:	(EATifiy)
          POS:	ADJ
          VOC:	EATifiy
        GLOSS:	affectionate/emotional

 INPUT STRING:	ديني
     IS_TRANS:	dyny
        INDEX:	P135W4
      OFFSETS:	16-20
       TOKENS:	P135W5-P135W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diyniy_1]
   UNSPLITVOC:	(diyniy)
          POS:	ADJ
          VOC:	diyniy
        GLOSS:	religious

 INPUT STRING:	فاهمة
     IS_TRANS:	fAhmp
        INDEX:	P135W5
      OFFSETS:	21-26
       TOKENS:	P135W6-P135W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAhim_1]
   UNSPLITVOC:	(fAhomap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	fAhom+ap
        GLOSS:	understanding+[fem.sg.]

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P136W1
      OFFSETS:	0-2
       TOKENS:	P136W1-P136W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(yA)
          POS:	FOREIGN
          VOC:	yA
        GLOSS:	nogloss

 INPUT STRING:	بف
     IS_TRANS:	bf
        INDEX:	P136W2
      OFFSETS:	3-5
       TOKENS:	P136W2-P136W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(bf)
          POS:	FOREIGN
          VOC:	bf
        GLOSS:	nogloss

 INPUT STRING:	فاهمة
     IS_TRANS:	fAhmp
        INDEX:	P136W3
      OFFSETS:	6-11
       TOKENS:	P136W3-P136W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAhim_1]
   UNSPLITVOC:	(fAhomap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	fAhom+ap
        GLOSS:	understanding+[fem.sg.]

 INPUT STRING:	طبعا
     IS_TRANS:	TbEA
        INDEX:	P136W4
      OFFSETS:	12-16
       TOKENS:	P136W4-P136W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaboE_1]
   UNSPLITVOC:	(TaboEAF)
          POS:	ADV+CASE_INDEF_ACC
          VOC:	TaboE+AF
        GLOSS:	temperament/naturally/of course/printing/routine/custom/habit/tradition+[acc.indef.]

 INPUT STRING:	نامي
     IS_TRANS:	nAmy
        INDEX:	P137W1
      OFFSETS:	0-4
       TOKENS:	P137W1-P137W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAm_1]
   UNSPLITVOC:	(nAmiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	nAm+iy
        GLOSS:	sleep/lie down+you
