 INPUT STRING:	انزل
        LEMMA:	[mA_7]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	why/what/which

 INPUT STRING:	بيننا
     IS_TRANS:	bynnA
        INDEX:	P1607W7
      OFFSETS:	25-30
       TOKENS:	P1607W7-P1607W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[biyn_1]
   UNSPLITVOC:	(biynnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	biyn+nA
        GLOSS:	between/among+our

 INPUT STRING:	وبتستغيليني
     IS_TRANS:	wbtstgylyny
        INDEX:	P1608W1
      OFFSETS:	0-11
       TOKENS:	P1608W1-P1608W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(wbtstgylyny)
          POS:	TYPO
          VOC:	wbtstgylyny
        GLOSS:	nogloss

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P1608W2
      OFFSETS:	12-16
       TOKENS:	P1608W2-P1608W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P1608W3
      OFFSETS:	17-20
       TOKENS:	P1608W4-P1608W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P1608W4
      OFFSETS:	21-22
       TOKENS:	P1608W5-P1608W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P1609W1
      OFFSETS:	0-1
       TOKENS:	P1609W1-P1609W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P1609W2
      OFFSETS:	2-3
       TOKENS:	P1609W2-P1609W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P1609W3
      OFFSETS:	3-4
       TOKENS:	P1609W3-P1609W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P1610W1
      OFFSETS:	0-3
       TOKENS:	P1610W1-P1610W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P1610W2
      OFFSETS:	4-5
       TOKENS:	P1610W2-P1610W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P1610W3
      OFFSETS:	5-6
       TOKENS:	P1610W3-P1610W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P1611W1
      OFFSETS:	0-2
       TOKENS:	P1611W1-P1611W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P1612W1
      OFFSETS:	0-3
       TOKENS:	P1612W1-P1612W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	ومهاب
     IS_TRANS:	wmhAb
        INDEX:	P1612W2
      OFFSETS:	4-9
       TOKENS:	P1612W2-P1612W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muhAb_1]
   UNSPLITVOC:	(wimuhAb)
          POS:	CONJ+NOUN_PROP
          VOC:	wi+muhAb
        GLOSS:	and+Mohab

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P1612W3
      OFFSETS:	10-12
       TOKENS:	P1612W4-P1612W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_4]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	كناش
     IS_TRANS:	knA$
        INDEX:	P1612W4
      OFFSETS:	13-17
       TOKENS:	P1612W5-P1612W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kun~A$)
          POS:	PV+PVSUFF_SUBJ:1P+NEG_PART
          VOC:	kun+~A+$
        GLOSS:	be/was/were+we+not

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P1612W5
      OFFSETS:	18-21
       TOKENS:	P1612W7-P1612W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P1612W6
      OFFSETS:	22-23
       TOKENS:	P1612W8-P1612W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	فما
     IS_TRANS:	fmA
        INDEX:	P1613W1
      OFFSETS:	0-3
       TOKENS:	P1613W1-P1613W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_4]
   UNSPLITVOC:	(famA)
          POS:	CONJ+NEG_PART
          VOC:	fa+mA
        GLOSS:	so/and+not

 INPUT STRING:	كنش
     IS_TRANS:	kn$
        INDEX:	P1613W2
      OFFSETS:	4-7
       TOKENS:	P1613W3-P1613W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kan$)
          POS:	PV+PVSUFF_SUBJ:3MS+NEG_PART
          VOC:	kan+(null)+$
        GLOSS:	be/was/were+he/it+not

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P1613W3
      OFFSETS:	8-11
       TOKENS:	P1613W5-P1613W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+him/it

 INPUT STRING:	مجال
     IS_TRANS:	mjAl
        INDEX:	P1613W4
      OFFSETS:	12-16
       TOKENS:	P1613W7-P1613W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majAl_1]
   UNSPLITVOC:	(majAl)
          POS:	NOUN
          VOC:	majAl
        GLOSS:	area/field/arena/context/opportunity/areas/fields/arenas

 INPUT STRING:	للحاجة
     IS_TRANS:	llHAjp
        INDEX:	P1613W5
      OFFSETS:	17-23
       TOKENS:	P1613W8-P1613W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(lilHAjap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	li+Al+HAj+ap
        GLOSS:	for/to+the+need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P1613W6
      OFFSETS:	24-26
       TOKENS:	P1613W10-P1613W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	هايف
     IS_TRANS:	hAyf
        INDEX:	P1614W1
      OFFSETS:	0-4
       TOKENS:	P1614W1-P1614W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(hAyf)
          POS:	FOREIGN
          VOC:	hAyf
        GLOSS:	nogloss

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P1614W2
      OFFSETS:	5-7
       TOKENS:	P1614W2-P1614W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(yA)
          POS:	FOREIGN
          VOC:	yA
        GLOSS:	nogloss

 INPUT STRING:	حور
     IS_TRANS:	Hwr
        INDEX:	P1614W3
      OFFSETS:	8-11
       TOKENS:	P1614W3-P1614W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Hwr)
          POS:	FOREIGN
          VOC:	Hwr
        GLOSS:	nogloss

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P1614W4
      OFFSETS:	12-14
       TOKENS:	P1614W4-P1614W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Hd)
          POS:	FOREIGN
          VOC:	Hd
        GLOSS:	nogloss

 INPUT STRING:	فروم
     IS_TRANS:	frwm
        INDEX:	P1614W5
      OFFSETS:	15-19
       TOKENS:	P1614W5-P1614W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(frwm)
          POS:	FOREIGN
          VOC:	frwm
        GLOSS:	nogloss

 INPUT STRING:	سوموني
     IS_TRANS:	swmwny
        INDEX:	P1614W6
      OFFSETS:	20-26
       TOKENS:	P1614W6-P1614W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(swmwny)
          POS:	FOREIGN
          VOC:	swmwny
        GLOSS:	nogloss

 INPUT STRING:	أندر
     IS_TRANS:	>ndr
        INDEX:	P1614W7
      OFFSETS:	27-31
       TOKENS:	P1614W7-P1614W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(>ndr)
          POS:	FOREIGN
          VOC:	>ndr
        GLOSS:	nogloss

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P1614W8
      OFFSETS:	32-35
       TOKENS:	P1614W8-P1614W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(<yh)
          POS:	FOREIGN
          VOC:	<yh
        GLOSS:	nogloss

 INPUT STRING:	بيد
     IS_TRANS:	byd
        INDEX:	P1614W9
      OFFSETS:	36-39
       TOKENS:	P1614W9-P1614W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(byd)
          POS:	FOREIGN
          VOC:	byd
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P1614W10
      OFFSETS:	39-40
       TOKENS:	P1614W10-P1614W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	اكيد
     IS_TRANS:	Akyd
        INDEX:	P1615W1
      OFFSETS:	0-4
       TOKENS:	P1615W1-P1615W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akiyd_1]
   UNSPLITVOC:	(>akiyd)
          POS:	ADJ
          VOC:	>akiyd
        GLOSS:	certain/definite/certainly/surely/definitely

 INPUT STRING:	وانا
     IS_TRANS:	wAnA
        INDEX:	P1615W2
      OFFSETS:	5-9
       TOKENS:	P1615W2-P1615W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(wiAnA)
          POS:	SUB_CONJ+PRON_1S
          VOC:	wi+AnA
        GLOSS:	while+I/me

 INPUT STRING:	صغيرة
     IS_TRANS:	Sgyrp
        INDEX:	P1615W3
      OFFSETS:	10-15
       TOKENS:	P1615W4-P1615W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sugay~ar_1]
   UNSPLITVOC:	(Sugay~arap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Sugay~ar+ap
        GLOSS:	young/small+[fem.sg.]

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P1615W4
      OFFSETS:	16-17
       TOKENS:	P1615W5-P1615W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	ههه
     IS_TRANS:	hhh
        INDEX:	P1615W5
      OFFSETS:	18-21
       TOKENS:	P1615W6-P1615W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[haha_1]
   UNSPLITVOC:	(hahaha)
          POS:	INTERJ
          VOC:	hahaha
        GLOSS:	laughing

 INPUT STRING:	مم
     IS_TRANS:	mm
        INDEX:	P1616W1
      OFFSETS:	0-2
       TOKENS:	P1616W1-P1616W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mom_1]
   UNSPLITVOC:	(mom)
          POS:	INTERJ
          VOC:	mom
        GLOSS:	hush/filled pause

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P1617W1
      OFFSETS:	0-1
       TOKENS:	P1617W1-P1617W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	##
     IS_TRANS:	##
        INDEX:	P1618W1
      OFFSETS:	0-2
       TOKENS:	P1618W1-P1618W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(##)
          POS:	PUNC
          VOC:	##
        GLOSS:	##

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P1619W1
      OFFSETS:	0-1
       TOKENS:	P1619W1-P1619W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	:

 INPUT STRING:	*
     IS_TRANS:	*
        INDEX:	P1619W2
      OFFSETS:	1-2
       TOKENS:	P1619W2-P1619W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(*)
          POS:	PUNC
          VOC:	*
        GLOSS:	*

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P1620W1
      OFFSETS:	0-1
       TOKENS:	P1620W1-P1620W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P1620W2
      OFFSETS:	2-3
       TOKENS:	P1620W2-P1620W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	نو
     IS_TRANS:	nw
        INDEX:	P1621W1
      OFFSETS:	0-2
       TOKENS:	P1621W1-P1621W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(nw)
          POS:	FOREIGN
          VOC:	nw
        GLOSS:	nogloss

 INPUT STRING:	مور
     IS_TRANS:	mwr
        INDEX:	P1621W2
      OFFSETS:	3-6
       TOKENS:	P1621W2-P1621W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(mwr)
          POS:	FOREIGN
          VOC:	mwr
        GLOSS:	nogloss

 INPUT STRING:	كويسشنس
     IS_TRANS:	kwys$ns
        INDEX:	P1621W3
      OFFSETS:	7-14
       TOKENS:	P1621W3-P1621W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(kwys$ns)
          POS:	FOREIGN
          VOC:	kwys$ns
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P1621W4
      OFFSETS:	15-16
       TOKENS:	P1621W4-P1621W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P1622W1
      OFFSETS:	0-2
       TOKENS:	P1622W1-P1622W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P1622W2
      OFFSETS:	2-3
       TOKENS:	P1622W2-P1622W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	سمير
     IS_TRANS:	smyr
        INDEX:	P1623W1
      OFFSETS:	0-4
       TOKENS:	P1623W1-P1623W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[samiyr_1]
   UNSPLITVOC:	(samiyr)
          POS:	NOUN_PROP
          VOC:	samiyr
        GLOSS:	Samir/Sameer

 INPUT STRING:	طلع
     IS_TRANS:	TlE
        INDEX:	P1623W2
      OFFSETS:	5-8
       TOKENS:	P1623W2-P1623W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(TiliE)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	TiliE+(null)
        GLOSS:	ascend/begin to/rise/start/seems/come out/get out/turn be+he/it

 INPUT STRING:	مالبيسين
     IS_TRANS:	mAlbysyn
        INDEX:	P1623W3
      OFFSETS:	9-17
       TOKENS:	P1623W3-P1623W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[biysiyn_1]
   UNSPLITVOC:	(miAlbiysiyn)
          POS:	PREP+DET+NOUN
          VOC:	mi+Al+biysiyn
        GLOSS:	from+the+swimming pool

 INPUT STRING:	حنروح
     IS_TRANS:	HnrwH
        INDEX:	P1624W1
      OFFSETS:	0-5
       TOKENS:	P1624W1-P1624W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(HaniruwH)
          POS:	FUT_PART+IV1P+IV
          VOC:	Ha+ni+ruwH
        GLOSS:	will+we+begin/go

 INPUT STRING:	نأكل
     IS_TRANS:	n>kl
        INDEX:	P1624W2
      OFFSETS:	6-10
       TOKENS:	P1624W3-P1624W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aakal_1]
   UNSPLITVOC:	(nAkul)
          POS:	IV1P+IV
          VOC:	n+Akul
        GLOSS:	we+eat

 INPUT STRING:	آأخيرا
     IS_TRANS:	|>xyrA
        INDEX:	P1625W1
      OFFSETS:	0-6
       TOKENS:	P1625W1-P1625W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(|>xyrA)
          POS:	TYPO
          VOC:	|>xyrA
        GLOSS:	nogloss

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P1626W1
      OFFSETS:	0-1
       TOKENS:	P1626W1-P1626W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	الف
     IS_TRANS:	Alf
        INDEX:	P1626W2
      OFFSETS:	2-5
       TOKENS:	P1626W2-P1626W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alof_1]
   UNSPLITVOC:	(Alof)
          POS:	NOUN_NUM
          VOC:	Alof
        GLOSS:	thousands/thousand/thounsand/one thousand

 INPUT STRING:	مبروك
     IS_TRANS:	mbrwk
        INDEX:	P1626W3
      OFFSETS:	6-11
       TOKENS:	P1626W3-P1626W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maboruwk_1]
   UNSPLITVOC:	(maboruwk)
          POS:	ADJ
          VOC:	maboruwk
        GLOSS:	congratulations!/blessed

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P1627W1
      OFFSETS:	0-1
       TOKENS:	P1627W1-P1627W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	جعان
     IS_TRANS:	jEAn
        INDEX:	P1628W1
      OFFSETS:	0-4
       TOKENS:	P1628W1-P1628W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jaEAn_1]
   UNSPLITVOC:	(jaEAn)
          POS:	ADJ
          VOC:	jaEAn
        GLOSS:	hungry

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P1628W2
      OFFSETS:	5-8
       TOKENS:	P1628W2-P1628W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	أصلي
     IS_TRANS:	>Sly
        INDEX:	P1628W3
      OFFSETS:	9-13
       TOKENS:	P1628W3-P1628W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSoliy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	>aSol+iy
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily+my

 INPUT STRING:	حتأكل
     IS_TRANS:	Ht>kl
        INDEX:	P1629W1
      OFFSETS:	0-5
       TOKENS:	P1629W1-P1629W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aakal_1]
   UNSPLITVOC:	(HatAkul)
          POS:	FUT_PART+IV2MS+IV
          VOC:	Ha+t+Akul
        GLOSS:	will+you+eat

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P1629W2
      OFFSETS:	6-9
       TOKENS:	P1629W3-P1629W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	أيوه
     IS_TRANS:	>ywh
