 INPUT STRING:	الوو
      OFFSETS:	12-14
       TOKENS:	P508W3-P508W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(sy)
          POS:	FOREIGN
          VOC:	sy
        GLOSS:	nogloss

 INPUT STRING:	الامبولات
     IS_TRANS:	AlAmbwlAt
        INDEX:	P509W1
      OFFSETS:	0-9
       TOKENS:	P509W1-P509W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Ambwlap_1]
   UNSPLITVOC:	(AlAmbwlAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+Ambwl+At
        GLOSS:	the+tubes+[fem.pl.]

 INPUT STRING:	بطني
     IS_TRANS:	bTny
        INDEX:	P510W1
      OFFSETS:	0-4
       TOKENS:	P510W1-P510W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baTon_1]
   UNSPLITVOC:	(baToniy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	baTon+iy
        GLOSS:	stomach/depth/stomachs/interior+my

 INPUT STRING:	بتتعبني
     IS_TRANS:	bttEbny
        INDEX:	P510W2
      OFFSETS:	5-12
       TOKENS:	P510W3-P510W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tiEib_1]
   UNSPLITVOC:	(bititoEabniy)
          POS:	PROG_PART+IV3FS+IV+IVSUFF_DO:1S
          VOC:	bi+ti+toEab+niy
        GLOSS:	[present-tense]+it/they/she+work hard/be tired+me

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P510W3
      OFFSETS:	13-15
       TOKENS:	P510W6-P510W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الادوية
     IS_TRANS:	AlAdwyp
        INDEX:	P510W4
      OFFSETS:	16-23
       TOKENS:	P510W7-P510W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawA_1]
   UNSPLITVOC:	(AlAdowiyap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Adowiy+ap
        GLOSS:	the+medicine+[fem.sg.]

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P510W5
      OFFSETS:	24-29
       TOKENS:	P510W8-P510W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Eala$An)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P510W6
      OFFSETS:	30-33
       TOKENS:	P510W10-P510W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after/if/unless/whether/as long as/as soon as/which

 INPUT STRING:	فترة
     IS_TRANS:	ftrp
        INDEX:	P510W7
      OFFSETS:	34-38
       TOKENS:	P510W11-P510W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fatorap_1]
   UNSPLITVOC:	(fatorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	fator+ap
        GLOSS:	phase/time period/interval/phases/time periods/intervals+[fem.sg.]

 INPUT STRING:	طويله
     IS_TRANS:	Twylh
        INDEX:	P510W8
      OFFSETS:	39-44
       TOKENS:	P510W12-P510W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tawiyl_1]
   UNSPLITVOC:	(Tawiylap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Tawiyl+ap
        GLOSS:	tall/long/for a long time/at length/extensively+[fem.sg.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P510W9
      OFFSETS:	45-47
       TOKENS:	P510W13-P510W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	باكل
     IS_TRANS:	bAkl
        INDEX:	P510W10
      OFFSETS:	48-52
       TOKENS:	P510W14-P510W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aakal_1]
   UNSPLITVOC:	(bAakul)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+kul
        GLOSS:	[present-tense]+I+Gloss:TBA

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P511W1
      OFFSETS:	0-2
       TOKENS:	P511W1-P511W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	الامبولات
     IS_TRANS:	AlAmbwlAt
        INDEX:	P512W1
      OFFSETS:	0-9
       TOKENS:	P512W1-P512W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Ambuwlap_1]
   UNSPLITVOC:	(AlAmbwlAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+Ambwl+At
        GLOSS:	the+tubes+[fem.pl.]

 INPUT STRING:	هتبقى
     IS_TRANS:	htbqY
        INDEX:	P512W2
      OFFSETS:	10-15
       TOKENS:	P512W2-P512W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(HatiboqaY)
          POS:	FUT_PART+IV3FS+IV
          VOC:	Ha+ti+boqaY
        GLOSS:	will+it/they/she+become/begin/start/be/begin a new day

 INPUT STRING:	افضل
     IS_TRANS:	AfDl
        INDEX:	P512W3
      OFFSETS:	16-20
       TOKENS:	P512W4-P512W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>afoDal_1]
   UNSPLITVOC:	(>afoDal)
          POS:	ADJ_COMP
          VOC:	>afoDal
        GLOSS:	better/best

 INPUT STRING:	وانا
     IS_TRANS:	wAnA
        INDEX:	P513W1
      OFFSETS:	0-4
       TOKENS:	P513W1-P513W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(wiAnA)
          POS:	CONJ+PRON_1S
          VOC:	wi+AnA
        GLOSS:	and+I/me

 INPUT STRING:	ابعتلك
     IS_TRANS:	AbEtlk
        INDEX:	P513W2
      OFFSETS:	5-11
       TOKENS:	P513W3-P513W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEat_1]
   UNSPLITVOC:	(AaboEat_lik)
          POS:	IV1S+IV+PREP+PRON_2FS
          VOC:	Aa+boEat+li+ik
        GLOSS:	I+send+to/for+you

 INPUT STRING:	بتاع
     IS_TRANS:	btAE
        INDEX:	P513W3
      OFFSETS:	12-16
       TOKENS:	P513W6-P513W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitAE_1]
   UNSPLITVOC:	(bitAE)
          POS:	NOUN
          VOC:	bitAE
        GLOSS:	owners/something/belongings

 INPUT STRING:	الجلد
     IS_TRANS:	Aljld
        INDEX:	P513W4
      OFFSETS:	17-22
       TOKENS:	P513W7-P513W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jilod_1]
   UNSPLITVOC:	(Aljilod)
          POS:	DET+NOUN
          VOC:	Al+jilod
        GLOSS:	the+skin/leather

 INPUT STRING:	والشعر
     IS_TRANS:	wAl$Er
        INDEX:	P513W5
      OFFSETS:	23-29
       TOKENS:	P513W8-P513W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[$aEor_1]
   UNSPLITVOC:	(wiAl$aEor)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+$aEor
        GLOSS:	and+the+hair/hairs/hair-piece

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P513W6
      OFFSETS:	30-32
       TOKENS:	P513W10-P513W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P514W1
      OFFSETS:	0-2
       TOKENS:	P514W1-P514W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	ابعتيلي
     IS_TRANS:	AbEtyly
        INDEX:	P515W1
      OFFSETS:	0-7
       TOKENS:	P515W1-P515W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEat_1]
   UNSPLITVOC:	(AiboEatiy_liy)
          POS:	CV+CVSUFF_SUBJ:2FS+PREP+PRON_1S
          VOC:	AiboEat+iy+li+iy
        GLOSS:	send+you+to/for+I

 INPUT STRING:	ابو
     IS_TRANS:	Abw
        INDEX:	P515W2
      OFFSETS:	8-11
       TOKENS:	P515W4-P515W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Aab~_1]
   UNSPLITVOC:	(Abuw)
          POS:	NOUN
          VOC:	Abuw
        GLOSS:	father/parents/fathers/ancestors

 INPUT STRING:	7
     IS_TRANS:	7
        INDEX:	P515W3
      OFFSETS:	12-13
       TOKENS:	P515W5-P515W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(7)
          POS:	NOUN_NUM
          VOC:	7
        GLOSS:	7

 INPUT STRING:	دولار
     IS_TRANS:	dwlAr
        INDEX:	P515W4
      OFFSETS:	13-18
       TOKENS:	P515W6-P515W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[duwlAr_1]
   UNSPLITVOC:	(duwlAr)
          POS:	NOUN
          VOC:	duwlAr
        GLOSS:	dollar/dollars

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P515W5
      OFFSETS:	19-21
       TOKENS:	P515W7-P515W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	ماشي
     IS_TRANS:	mA$y
        INDEX:	P516W1
      OFFSETS:	0-4
       TOKENS:	P516W1-P516W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA$iy_1]
   UNSPLITVOC:	(mA$iy)
          POS:	ADJ
          VOC:	mA$iy
        GLOSS:	going

 INPUT STRING:	عايزه
     IS_TRANS:	EAyzh
        INDEX:	P516W2
      OFFSETS:	5-10
       TOKENS:	P516W2-P516W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyozap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EAyoz+ap
        GLOSS:	needing/liking/requiring/wanting/desiring+[fem.sg.]

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P516W3
      OFFSETS:	11-15
       TOKENS:	P516W3-P516W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	تاني
     IS_TRANS:	tAny
        INDEX:	P516W4
      OFFSETS:	16-20
       TOKENS:	P516W4-P516W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[VAniy_1]
   UNSPLITVOC:	(TAniy)
          POS:	ADJ
          VOC:	VAniy
        GLOSS:	second/next/II/secondly/thani/other/another/the last

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P517W1
      OFFSETS:	0-2
       TOKENS:	P517W1-P517W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P517W2
      OFFSETS:	3-7
       TOKENS:	P517W2-P517W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	يخليكي
     IS_TRANS:	yxlyky
        INDEX:	P517W3
      OFFSETS:	8-14
       TOKENS:	P517W4-P517W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xal~aY_1]
   UNSPLITVOC:	(yixal~iykiy)
          POS:	IV3MS+IV+IVSUFF_DO:2FS
          VOC:	yi+xal~iy+ik
        GLOSS:	he/it+release/evacuate/allow/be released/be evacuated/be allowed+you

 INPUT STRING:	شوفتيلي
     IS_TRANS:	$wftyly
        INDEX:	P518W1
      OFFSETS:	0-7
       TOKENS:	P518W1-P518W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($uwftiy_liy)
          POS:	PV+PVSUFF_SUBJ:2FS+PREP+PRON_1S
          VOC:	$uwf+tiy+li+iy
        GLOSS:	look+you+to/for+I

 INPUT STRING:	السماعة
     IS_TRANS:	AlsmAEp
        INDEX:	P518W2
      OFFSETS:	8-15
       TOKENS:	P518W4-P518W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sam~AEap_1]
   UNSPLITVOC:	(Alsam~AEap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+sam~AE+ap
        GLOSS:	the+telephone receiver/earphone+[fem.sg.]

 INPUT STRING:	والبطارية
     IS_TRANS:	wAlbTAryp
        INDEX:	P518W3
      OFFSETS:	16-25
       TOKENS:	P518W5-P518W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baT~Ariy~ap_1]
   UNSPLITVOC:	(wiAlbaT~Ariy~ap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+baT~Ariy~+ap
        GLOSS:	and+the+battery+[fem.sg.]

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P519W1
      OFFSETS:	0-2
       TOKENS:	P519W1-P519W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P519W2
      OFFSETS:	3-7
       TOKENS:	P519W2-P519W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	يسهل
     IS_TRANS:	yshl
        INDEX:	P519W3
      OFFSETS:	8-12
       TOKENS:	P519W4-P519W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sah~il_1]
   UNSPLITVOC:	(yisah~il)
          POS:	IV3MS+IV
          VOC:	yi+sah~il
        GLOSS:	he/it+facilitate

 INPUT STRING:	ويجو
     IS_TRANS:	wyjw
        INDEX:	P519W4
      OFFSETS:	13-17
       TOKENS:	P519W5-P519W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[jih_1]
   UNSPLITVOC:	(wiyijuwA)
          POS:	CONJ+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	wi+yi+j+uwA
        GLOSS:	and+they+came/come+we

 INPUT STRING:	قبل
     IS_TRANS:	qbl
        INDEX:	P519W5
      OFFSETS:	18-21
       TOKENS:	P519W7-P519W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabol_1]
   UNSPLITVOC:	(qabol)
          POS:	NOUN
          VOC:	qabol
        GLOSS:	before/previously/formerly

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P519W6
      OFFSETS:	22-24
       TOKENS:	P519W8-P519W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that/if/unless/whether/as long as/as soon as

 INPUT STRING:	يارا
     IS_TRANS:	yArA
        INDEX:	P519W7
      OFFSETS:	25-29
       TOKENS:	P519W9-P519W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yArA_1]
   UNSPLITVOC:	(yArA)
          POS:	NOUN_PROP
          VOC:	yArA
        GLOSS:	Yara

 INPUT STRING:	تمشي
     IS_TRANS:	tm$y
        INDEX:	P519W8
      OFFSETS:	30-34
       TOKENS:	P519W10-P519W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$iy_1]
   UNSPLITVOC:	(timo$iy)
          POS:	IV3FS+IV
          VOC:	ti+mo$iy
        GLOSS:	it/they/she+go/walk

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P520W1
      OFFSETS:	0-2
       TOKENS:	P520W1-P520W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	it/they/she

 INPUT STRING:	هتمشي
     IS_TRANS:	htm$y
        INDEX:	P520W2
      OFFSETS:	3-8
       TOKENS:	P520W2-P520W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$iy_1]
   UNSPLITVOC:	(Hatimo$iy)
          POS:	FUT_PART+IV3FS+IV
          VOC:	Ha+ti+mo$iy
        GLOSS:	will+it/they/she+go/walk

 INPUT STRING:	امتى
     IS_TRANS:	AmtY
        INDEX:	P520W3
      OFFSETS:	9-13
       TOKENS:	P520W4-P520W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<imotaY_1]
   UNSPLITVOC:	(<imotaY)
          POS:	INTERROG_ADV
          VOC:	<imotaY
        GLOSS:	when

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P521W1
      OFFSETS:	0-3
       TOKENS:	P521W1-P521W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after/if/unless/whether/as long as/as soon as/which

 INPUT STRING:	اسبوعين
     IS_TRANS:	AsbwEyn
        INDEX:	P521W2
      OFFSETS:	4-11
       TOKENS:	P521W2-P521W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AusobuwE_1]
   UNSPLITVOC:	(AusobuwEayn)
          POS:	NOUN+NSUFF_MASC_DU
          VOC:	AusobuwE+ayn
        GLOSS:	week/weeks+two

 INPUT STRING:	ابعتيلي
     IS_TRANS:	AbEtyly
        INDEX:	P522W1
      OFFSETS:	0-7
       TOKENS:	P522W1-P522W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEat_1]
   UNSPLITVOC:	(AiboEatiy_liy)
          POS:	CV+CVSUFF_SUBJ:2FS+PREP+PRON_1S
          VOC:	AiboEat+iy+li+iy
        GLOSS:	send+you+to/for+I

 INPUT STRING:	صورة
     IS_TRANS:	Swrp
        INDEX:	P522W2
      OFFSETS:	8-12
       TOKENS:	P522W4-P522W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Suwrap_1]
   UNSPLITVOC:	(Suwrap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Suwr+ap
        GLOSS:	picture/image/illustration/photo/pictures/photographs/illustrations/photos+[fem.sg.]

 INPUT STRING:	المسكرا
     IS_TRANS:	AlmskrA
        INDEX:	P522W3
      OFFSETS:	13-20
       TOKENS:	P522W5-P522W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(AlmskrA)
          POS:	FOREIGN
          VOC:	AlmskrA
        GLOSS:	nogloss

 INPUT STRING:	الةة
     IS_TRANS:	Alpp
        INDEX:	P523W1
      OFFSETS:	0-4
       TOKENS:	P523W1-P523W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Alpp)
          POS:	TYPO
          VOC:	Alpp
        GLOSS:	nogloss

 INPUT STRING:	ازيك
     IS_TRANS:	Azyk
        INDEX:	P524W1
      OFFSETS:	0-4
       TOKENS:	P524W1-P524W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aiz~ay~_1]
   UNSPLITVOC:	(Aiz~ay~ik)
          POS:	INTERROG_ADV+PRON_2FS
          VOC:	Aiz~ay~+ik
        GLOSS:	how+you

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P524W2
      OFFSETS:	5-7
       TOKENS:	P524W3-P524W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	اماني
     IS_TRANS:	AmAny
        INDEX:	P524W3
      OFFSETS:	8-13
       TOKENS:	P524W4-P524W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AamAniy_1]
   UNSPLITVOC:	(AmAniy)
          POS:	NOUN_PROP
          VOC:	AmAniy
        GLOSS:	Amani

 INPUT STRING:	عاملة
     IS_TRANS:	EAmlp
        INDEX:	P524W4
      OFFSETS:	14-19
       TOKENS:	P524W5-P524W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EAmil_1]
   UNSPLITVOC:	(EAmolap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EAmol+ap
        GLOSS:	acting/doing+[fem.sg.]

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P524W5
      OFFSETS:	20-23
       TOKENS:	P524W6-P524W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aayoh_1]
   UNSPLITVOC:	(>ayoh)
          POS:	INTERROG_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	الحند
     IS_TRANS:	AlHnd
        INDEX:	P525W1
      OFFSETS:	0-5
       TOKENS:	P525W1-P525W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AlHnd)
          POS:	TYPO
          VOC:	AlHnd
        GLOSS:	nogloss

 INPUT STRING:	لله
     IS_TRANS:	llh
        INDEX:	P525W2
      OFFSETS:	6-9
       TOKENS:	P525W2-P525W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(lil~ah)
          POS:	PREP+NOUN_PROP
          VOC:	li+All~ah
        GLOSS:	for/to+Allah/God

 INPUT STRING:	جبت
     IS_TRANS:	jbt
        INDEX:	P526W1
      OFFSETS:	0-3
       TOKENS:	P526W1-P526W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAb_1]
   UNSPLITVOC:	(jibt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	jib+t
        GLOSS:	explore/traverse/bring+I

 INPUT STRING:	المسكرا
     IS_TRANS:	AlmskrA
        INDEX:	P526W2
      OFFSETS:	4-11
