 INPUT STRING:	اهلا
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Al_1]
   UNSPLITVOC:	(Al)
          POS:	DET
          VOC:	Al
        GLOSS:	the

 INPUT STRING:	مبني
     IS_TRANS:	mbny
        INDEX:	P62W5
      OFFSETS:	13-17
       TOKENS:	P62W5-P62W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mabonaY_1]
   UNSPLITVOC:	(mabonaY)
          POS:	NOUN
          VOC:	mabonaY
        GLOSS:	building/structure/buildings/structures

 INPUT STRING:	ال
     IS_TRANS:	Al
        INDEX:	P62W6
      OFFSETS:	18-20
       TOKENS:	P62W6-P62W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Al_1]
   UNSPLITVOC:	(Al)
          POS:	DET
          VOC:	Al
        GLOSS:	the

 INPUT STRING:	عليه
     IS_TRANS:	Elyh
        INDEX:	P62W7
      OFFSETS:	21-25
       TOKENS:	P62W7-P62W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EalyA_1]
   UNSPLITVOC:	(EalyA)
          POS:	ADJ
          VOC:	EalyA
        GLOSS:	high

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P62W8
      OFFSETS:	26-27
       TOKENS:	P62W8-P62W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P62W9
      OFFSETS:	28-31
       TOKENS:	P62W9-P62W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	بتكتم
     IS_TRANS:	btktm
        INDEX:	P62W10
      OFFSETS:	32-37
       TOKENS:	P62W10-P62W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[katam_1]
   UNSPLITVOC:	(bitikotim)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+kotim
        GLOSS:	[present-tense]+it/they/she+conceal/muffle

 INPUT STRING:	ال
     IS_TRANS:	Al
        INDEX:	P62W11
      OFFSETS:	38-40
       TOKENS:	P62W12-P62W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Al_1]
   UNSPLITVOC:	(Al)
          POS:	DET
          VOC:	Al
        GLOSS:	the

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P62W12
      OFFSETS:	41-43
       TOKENS:	P62W13-P62W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hawA_1]
   UNSPLITVOC:	(hawA)
          POS:	NOUN
          VOC:	hawA
        GLOSS:	air

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P62W13
      OFFSETS:	44-45
       TOKENS:	P62W14-P62W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P62W14
      OFFSETS:	46-48
       TOKENS:	P62W15-P62W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P62W15
      OFFSETS:	49-53
       TOKENS:	P62W16-P62W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P62W16
      OFFSETS:	54-57
       TOKENS:	P62W17-P62W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as/when

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P62W17
      OFFSETS:	58-61
       TOKENS:	P62W18-P62W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after/if/unless/whether/as long as/as soon as/which

 INPUT STRING:	فل
     IS_TRANS:	fl
        INDEX:	P62W18
      OFFSETS:	62-64
       TOKENS:	P62W19-P62W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fi_1]
   UNSPLITVOC:	(fil)
          POS:	PREP+DET
          VOC:	fi+Al
        GLOSS:	in+the

 INPUT STRING:	بلكونه
     IS_TRANS:	blkwnh
        INDEX:	P62W19
      OFFSETS:	65-71
       TOKENS:	P62W21-P62W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[balakuwnap_1]
   UNSPLITVOC:	(balakuwnap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	balakuwn+ap
        GLOSS:	balcony+[fem.sg.]

 INPUT STRING:	عندنا
     IS_TRANS:	EndnA
        INDEX:	P62W20
      OFFSETS:	72-77
       TOKENS:	P62W22-P62W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(EanodinA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	Eanod+nA
        GLOSS:	at/have/possession/with+our

 INPUT STRING:	ال
     IS_TRANS:	Al
        INDEX:	P62W21
      OFFSETS:	78-80
       TOKENS:	P62W24-P62W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Al_1]
   UNSPLITVOC:	(Al)
          POS:	DET
          VOC:	Al
        GLOSS:	the

 INPUT STRING:	جو
     IS_TRANS:	jw
        INDEX:	P62W22
      OFFSETS:	81-83
       TOKENS:	P62W25-P62W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jaw~_1]
   UNSPLITVOC:	(jaw~)
          POS:	NOUN
          VOC:	jaw~
        GLOSS:	climate/atmosphere/by air/by plane/air

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P62W23
      OFFSETS:	84-86
       TOKENS:	P62W26-P62W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	no/not

 INPUT STRING:	وحش
     IS_TRANS:	wH$
        INDEX:	P62W24
      OFFSETS:	87-90
       TOKENS:	P62W27-P62W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wiHi$_1]
   UNSPLITVOC:	(wiHi$)
          POS:	ADJ
          VOC:	wiHi$
        GLOSS:	wicked/evil/bad guy (film)/bad

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P62W25
      OFFSETS:	91-92
       TOKENS:	P62W28-P62W28
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P63W1
      OFFSETS:	0-2
       TOKENS:	P63W1-P63W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	Ah!

 INPUT STRING:	عملت
     IS_TRANS:	Emlt
        INDEX:	P63W2
      OFFSETS:	3-7
       TOKENS:	P63W2-P63W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(Eamalt)
          POS:	PV+PVSUFF_SUBJ:2MS
          VOC:	Eamal+t
        GLOSS:	make+you

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P63W3
      OFFSETS:	8-10
       TOKENS:	P63W3-P63W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	بقي
     IS_TRANS:	bqy
        INDEX:	P63W4
      OFFSETS:	11-14
       TOKENS:	P63W4-P63W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	so/then

 INPUT STRING:	امبارح
     IS_TRANS:	AmbArH
        INDEX:	P63W5
      OFFSETS:	15-21
       TOKENS:	P63W5-P63W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AimobAriH_1]
   UNSPLITVOC:	(AimobAriH)
          POS:	ADV
          VOC:	AimobAriH
        GLOSS:	yesterday

 INPUT STRING:	?
     IS_TRANS:	?
        INDEX:	P63W6
      OFFSETS:	22-23
       TOKENS:	P63W6-P63W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	كلمت
     IS_TRANS:	klmt
        INDEX:	P63W7
      OFFSETS:	24-28
       TOKENS:	P63W7-P63W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(kal~imtiy)
          POS:	PV+PVSUFF_SUBJ:2FS
          VOC:	kal~im+tiy
        GLOSS:	talk/speak/talk to+you

 INPUT STRING:	ناس
     IS_TRANS:	nAs
        INDEX:	P63W8
      OFFSETS:	29-32
       TOKENS:	P63W8-P63W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(nAs)
          POS:	NOUN
          VOC:	nAs
        GLOSS:	people

 INPUT STRING:	جديده
     IS_TRANS:	jdydh
        INDEX:	P63W9
      OFFSETS:	33-38
       TOKENS:	P63W9-P63W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jidiyd_1]
   UNSPLITVOC:	(jidiydap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	jidiyd+ap
        GLOSS:	new/modern/recent/again/anew/brand new/junior/inexperienced+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P63W10
      OFFSETS:	39-40
       TOKENS:	P63W10-P63W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	embasatti
     IS_TRANS:	embasatti
        INDEX:	P63W11
      OFFSETS:	41-50
       TOKENS:	P63W11-P63W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(embasatti)
          POS:	TRANSLIT_ERR
          VOC:	embasatti
        GLOSS:	embasatti

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P64W1
      OFFSETS:	0-2
       TOKENS:	P64W1-P64W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[|ah_]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	Ah!

 INPUT STRING:	كانت
     IS_TRANS:	kAnt
        INDEX:	P64W2
      OFFSETS:	3-7
       TOKENS:	P64W2-P64W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	kAn+it
        GLOSS:	be/was/were+it/they/she

 INPUT STRING:	خروجه
     IS_TRANS:	xrwjh
        INDEX:	P64W3
      OFFSETS:	8-13
       TOKENS:	P64W3-P64W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xuruwjap_1]
   UNSPLITVOC:	(xuruwjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	xuruwj+ap
        GLOSS:	exit/getting out/departure/deviation/trimming/piping+[fem.sg.]

 INPUT STRING:	حلوه
     IS_TRANS:	Hlwh
        INDEX:	P64W4
      OFFSETS:	14-18
       TOKENS:	P64W4-P64W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilowap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Hilow+ap
        GLOSS:	nice+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P64W5
      OFFSETS:	19-20
       TOKENS:	P64W5-P64W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P64W6
      OFFSETS:	21-25
       TOKENS:	P64W6-P64W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	اتعرفت
     IS_TRANS:	AtErft
        INDEX:	P64W7
      OFFSETS:	26-32
       TOKENS:	P64W7-P64W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitoEar~af_1]
   UNSPLITVOC:	(AitoEar~aft)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	AitoEar~af+t
        GLOSS:	become acquainted with/get to know/identify/be introduced/become acquainted/recognize/get know+I

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P64W8
      OFFSETS:	33-36
       TOKENS:	P64W8-P64W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	كذا
     IS_TRANS:	k*A
        INDEX:	P64W9
      OFFSETS:	37-40
       TOKENS:	P64W9-P64W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ka*A_1]
   UNSPLITVOC:	(ka*A)
          POS:	NOUN
          VOC:	ka*A
        GLOSS:	such/thus/so

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P64W10
      OFFSETS:	41-43
       TOKENS:	P64W10-P64W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	some one

 INPUT STRING:	جديد
     IS_TRANS:	jdyd
        INDEX:	P64W11
      OFFSETS:	44-48
       TOKENS:	P64W11-P64W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jidiyd_1]
   UNSPLITVOC:	(jidiyd)
          POS:	ADJ
          VOC:	jidiyd
        GLOSS:	new/modern/recent/again/anew/brand new/junior/inexperienced

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P64W12
      OFFSETS:	49-50
       TOKENS:	P64W12-P64W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	قعدنا
     IS_TRANS:	qEdnA
        INDEX:	P64W13
      OFFSETS:	51-56
       TOKENS:	P64W13-P64W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaEad_1]
   UNSPLITVOC:	(qaEadnA)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	qaEad+nA
        GLOSS:	sit down/be seated/remain+we

 INPUT STRING:	نرغي
     IS_TRANS:	nrgy
        INDEX:	P64W14
      OFFSETS:	57-61
       TOKENS:	P64W14-P64W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ragaY_1]
   UNSPLITVOC:	(nirogiy)
          POS:	IV1P+IV
          VOC:	ni+rogiy
        GLOSS:	we+chatter/prattle/talk a lot/babble/gossip/masticate/chew/babble on

 INPUT STRING:	ا
     IS_TRANS:	A
        INDEX:	P64W15
      OFFSETS:	62-63
       TOKENS:	P64W15-P64W15
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(A)
          POS:	NO_FUNC
          VOC:	A
        GLOSS:	nogloss

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P64W16
      OFFSETS:	64-67
       TOKENS:	P64W16-P64W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P64W17
      OFFSETS:	68-69
       TOKENS:	P64W17-P64W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	شكلهم
     IS_TRANS:	$klhm
        INDEX:	P64W18
      OFFSETS:	70-75
       TOKENS:	P64W18-P64W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$akol_1]
   UNSPLITVOC:	($akoluhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	$akol+hum
        GLOSS:	manner/form/configuration/manners/types/forms/configurations+their

 INPUT STRING:	ناس
     IS_TRANS:	nAs
        INDEX:	P64W19
      OFFSETS:	76-79
       TOKENS:	P64W20-P64W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(nAs)
          POS:	NOUN
          VOC:	nAs
        GLOSS:	people

 INPUT STRING:	لذيذا
     IS_TRANS:	l*y*A
        INDEX:	P64W20
      OFFSETS:	80-85
       TOKENS:	P64W21-P64W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[la*iy*_1]
   UNSPLITVOC:	(la*iy*aA)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	la*iy*+ap
        GLOSS:	pleasant/delicious/delightful+[fem.sg.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P64W21
      OFFSETS:	86-88
       TOKENS:	P64W22-P64W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	no/not

 INPUT STRING:	معقدين
     IS_TRANS:	mEqdyn
        INDEX:	P64W22
      OFFSETS:	89-95
       TOKENS:	P64W23-P64W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEaq~ad_1]
   UNSPLITVOC:	(maEaq~adiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	maEaq~ad+iyn
        GLOSS:	complex+pl.

 INPUT STRING:	زي
     IS_TRANS:	zy
        INDEX:	P64W23
      OFFSETS:	96-98
       TOKENS:	P64W24-P64W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	like/as

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P64W24
      OFFSETS:	99-101
       TOKENS:	P64W25-P64W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_8]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that/if/unless/whether/as long as/as soon as

 INPUT STRING:	كنت
     IS_TRANS:	knt
        INDEX:	P64W25
      OFFSETS:	102-105
       TOKENS:	P64W26-P64W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be/was/were+I

 INPUT STRING:	فاكره
     IS_TRANS:	fAkrh
        INDEX:	P64W26
      OFFSETS:	106-111
       TOKENS:	P64W27-P64W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAkir_1]
   UNSPLITVOC:	(fAkorap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	fAkor+ap
        GLOSS:	remembering+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P64W27
      OFFSETS:	112-113
       TOKENS:	P64W28-P64W28
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	كويس
     IS_TRANS:	kwys
        INDEX:	P65W1
      OFFSETS:	0-4
       TOKENS:	P65W1-P65W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kuway~is_1]
   UNSPLITVOC:	(kuway~is)
          POS:	ADJ
          VOC:	kuway~is
        GLOSS:	beautiful/nice/fine (arts)/brilliant/pleasant/shining with light/pretty/attractive

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P65W2
      OFFSETS:	5-6
       TOKENS:	P65W2-P65W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	ال
     IS_TRANS:	Al
        INDEX:	P65W3
      OFFSETS:	7-9
       TOKENS:	P65W3-P65W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Al_1]
   UNSPLITVOC:	(Al)
          POS:	DET
          VOC:	Al
        GLOSS:	the

 INPUT STRING:	ناس
     IS_TRANS:	nAs
        INDEX:	P65W4
      OFFSETS:	10-13
       TOKENS:	P65W4-P65W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(nAs)
          POS:	NOUN
          VOC:	nAs
        GLOSS:	people

 INPUT STRING:	دوله
     IS_TRANS:	dwlh
        INDEX:	P65W5
      OFFSETS:	14-18
       TOKENS:	P65W5-P65W5
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(dwlh)
          POS:	NO_FUNC
          VOC:	dwlh
        GLOSS:	nogloss

 INPUT STRING:	قيئن
     IS_TRANS:	qy}n
        INDEX:	P65W6
      OFFSETS:	19-23
       TOKENS:	P65W6-P65W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(qy}n)
          POS:	TYPO
          VOC:	qy}n
        GLOSS:	nogloss

 INPUT STRING:	منقيا
     IS_TRANS:	mnqyA
        INDEX:	P65W7
      OFFSETS:	24-29
       TOKENS:	P65W7-P65W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(mnqyA)
          POS:	TYPO
          VOC:	mnqyA
