 INPUT STRING:	ازاي
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(fAlntyn)
          POS:	FOREIGN
          VOC:	fAlntyn
        GLOSS:	nogloss

 INPUT STRING:	عبر
     IS_TRANS:	Ebr
        INDEX:	P824W6
      OFFSETS:	23-26
       TOKENS:	P824W7-P824W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eabor_1]
   UNSPLITVOC:	(Eabor)
          POS:	NOUN
          VOC:	Eabor
        GLOSS:	across/over/via/by means of/crossing

 INPUT STRING:	القارات
     IS_TRANS:	AlqArAt
        INDEX:	P824W7
      OFFSETS:	27-34
       TOKENS:	P824W8-P824W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAr~ap_1]
   UNSPLITVOC:	(AlqAr~At)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+qAr~+At
        GLOSS:	the+continent/continents+[fem.pl.]

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P825W1
      OFFSETS:	0-2
       TOKENS:	P825W1-P825W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P825W2
      OFFSETS:	3-4
       TOKENS:	P825W2-P825W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P825W3
      OFFSETS:	5-7
       TOKENS:	P825W3-P825W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P825W4
      OFFSETS:	8-10
       TOKENS:	P825W4-P825W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	مشكلة
     IS_TRANS:	m$klp
        INDEX:	P825W5
      OFFSETS:	11-16
       TOKENS:	P825W5-P825W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$okilap_1]
   UNSPLITVOC:	(mu$okilap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mu$okil+ap
        GLOSS:	problem/issue/problems/issues/inconveniences+[fem.sg.]

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P825W6
      OFFSETS:	17-18
       TOKENS:	P825W6-P825W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P826W1
      OFFSETS:	0-2
       TOKENS:	P826W1-P826W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P826W2
      OFFSETS:	2-3
       TOKENS:	P826W2-P826W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P826W3
      OFFSETS:	4-6
       TOKENS:	P826W3-P826W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_4]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	تقلقيش
     IS_TRANS:	tqlqy$
        INDEX:	P826W4
      OFFSETS:	7-13
       TOKENS:	P826W4-P826W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qiliq_1]
   UNSPLITVOC:	(tiqolaqiy$)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS+NEG_PART
          VOC:	ti+qolaq+iy+$
        GLOSS:	you+worry+you+not

 INPUT STRING:	حأضبطك
     IS_TRANS:	H>DbTk
        INDEX:	P826W5
      OFFSETS:	14-20
       TOKENS:	P826W6-P826W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Dab~aT_1]
   UNSPLITVOC:	(Ha>aDab~aTak)
          POS:	FUT_PART+IV1S+IV+IVSUFF_DO:2MS
          VOC:	Ha+>a+Dab~aT+ak
        GLOSS:	will+I+purify/adjust+you

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P826W6
      OFFSETS:	21-26
       TOKENS:	P826W9-P826W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ahi)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	with/by+Allah/God

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P826W7
      OFFSETS:	26-27
       TOKENS:	P826W11-P826W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P827W1
      OFFSETS:	0-3
       TOKENS:	P827W1-P827W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	مستنية
     IS_TRANS:	mstnyp
        INDEX:	P827W2
      OFFSETS:	4-10
       TOKENS:	P827W2-P827W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[misotan~iy_1]
   UNSPLITVOC:	(misotan~iy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	misotan~iy~+ap
        GLOSS:	waiting/anticipating+[fem.sg.]

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P827W3
      OFFSETS:	11-12
       TOKENS:	P827W3-P827W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	ماشي
     IS_TRANS:	mA$y
        INDEX:	P828W1
      OFFSETS:	0-4
       TOKENS:	P828W1-P828W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA$iy_1]
   UNSPLITVOC:	(mA$iy)
          POS:	ADJ
          VOC:	mA$iy
        GLOSS:	going/walking/on foot

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P828W2
      OFFSETS:	5-7
       TOKENS:	P828W2-P828W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	عم
     IS_TRANS:	Em
        INDEX:	P828W3
      OFFSETS:	8-10
       TOKENS:	P828W3-P828W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eam~_1]
   UNSPLITVOC:	(Eam~)
          POS:	NOUN
          VOC:	Eam~
        GLOSS:	paternal uncle/paternal uncles

 INPUT STRING:	أصيل
     IS_TRANS:	>Syl
        INDEX:	P829W1
      OFFSETS:	0-4
       TOKENS:	P829W1-P829W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSiyl_1]
   UNSPLITVOC:	(>aSiyl)
          POS:	ADJ
          VOC:	>aSiyl
        GLOSS:	authentic/indigenous/permanent/late afternoons

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P829W2
      OFFSETS:	5-6
       TOKENS:	P829W2-P829W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P829W3
      OFFSETS:	7-8
       TOKENS:	P829W3-P829W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P830W1
      OFFSETS:	0-1
       TOKENS:	P830W1-P830W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P831W1
      OFFSETS:	0-1
       TOKENS:	P831W1-P831W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	”
     IS_TRANS:	&#x201d;
        INDEX:	P832W1
      OFFSETS:	0-1
       TOKENS:	P832W1-P832W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(&#x201d;)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	صحيتي
     IS_TRANS:	SHyty
        INDEX:	P832W2
      OFFSETS:	1-6
       TOKENS:	P832W2-P832W2
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(SHyty)
          POS:	NO_FUNC
          VOC:	SHyty
        GLOSS:	nogloss

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P832W3
      OFFSETS:	7-9
       TOKENS:	P832W3-P832W3
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(yA)
          POS:	NO_FUNC
          VOC:	yA
        GLOSS:	nogloss

 INPUT STRING:	حبيبتي
     IS_TRANS:	Hbybty
        INDEX:	P832W4
      OFFSETS:	10-16
       TOKENS:	P832W4-P832W4
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(Hbybty)
          POS:	NO_FUNC
          VOC:	Hbybty
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P832W5
      OFFSETS:	16-17
       TOKENS:	P832W5-P832W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	صباحية
     IS_TRANS:	SbAHyp
        INDEX:	P832W6
      OFFSETS:	18-24
       TOKENS:	P832W6-P832W6
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(SbAHyp)
          POS:	NO_FUNC
          VOC:	SbAHyp
        GLOSS:	nogloss

 INPUT STRING:	مباركه
     IS_TRANS:	mbArkh
        INDEX:	P832W7
      OFFSETS:	25-31
       TOKENS:	P832W7-P832W7
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mbArkh)
          POS:	NO_FUNC
          VOC:	mbArkh
        GLOSS:	nogloss

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P832W8
      OFFSETS:	32-34
       TOKENS:	P832W8-P832W8
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(m$)
          POS:	NO_FUNC
          VOC:	m$
        GLOSS:	nogloss

 INPUT STRING:	بيقولوا
     IS_TRANS:	byqwlwA
        INDEX:	P832W9
      OFFSETS:	35-42
       TOKENS:	P832W9-P832W9
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(byqwlwA)
          POS:	NO_FUNC
          VOC:	byqwlwA
        GLOSS:	nogloss

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P832W10
      OFFSETS:	43-46
       TOKENS:	P832W10-P832W10
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(kdh)
          POS:	NO_FUNC
          VOC:	kdh
        GLOSS:	nogloss

 INPUT STRING:	برضه
     IS_TRANS:	brDh
        INDEX:	P832W11
      OFFSETS:	47-51
       TOKENS:	P832W11-P832W11
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(brDh)
          POS:	NO_FUNC
          VOC:	brDh
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P832W12
      OFFSETS:	51-52
       TOKENS:	P832W12-P832W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	”
     IS_TRANS:	&#x201d;
        INDEX:	P832W13
      OFFSETS:	52-53
       TOKENS:	P832W13-P832W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(&#x201d;)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	شادي
     IS_TRANS:	$Ady
        INDEX:	P833W1
      OFFSETS:	0-4
       TOKENS:	P833W1-P833W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Adiy_1]
   UNSPLITVOC:	($Adiy)
          POS:	NOUN_PROP
          VOC:	$Adiy
        GLOSS:	Shadi

 INPUT STRING:	هههه
     IS_TRANS:	hhhh
        INDEX:	P833W2
      OFFSETS:	5-9
       TOKENS:	P833W2-P833W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hah_1]
   UNSPLITVOC:	(hahahah)
          POS:	INTERJ
          VOC:	hahahah
        GLOSS:	laughing

 INPUT STRING:	”
     IS_TRANS:	&#x201d;
        INDEX:	P833W3
      OFFSETS:	9-10
       TOKENS:	P833W3-P833W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(&#x201d;)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	أيوه
     IS_TRANS:	>ywh
        INDEX:	P833W4
      OFFSETS:	11-15
       TOKENS:	P833W4-P833W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ayowah_1]
   UNSPLITVOC:	(>ayowah)
          POS:	INTERJ
          VOC:	>ayowah
        GLOSS:	yes

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P833W5
      OFFSETS:	16-18
       TOKENS:	P833W5-P833W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	حبيبي
     IS_TRANS:	Hbyby
        INDEX:	P833W6
      OFFSETS:	19-24
       TOKENS:	P833W6-P833W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Habiyb_1]
   UNSPLITVOC:	(Habiybiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Habiyb+iy
        GLOSS:	dear/beloved/sweetheart+my

 INPUT STRING:	”
     IS_TRANS:	&#x201d;
        INDEX:	P833W7
      OFFSETS:	24-25
       TOKENS:	P833W8-P833W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(&#x201d;)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	نورهان
     IS_TRANS:	nwrhAn
        INDEX:	P833W8
      OFFSETS:	26-32
       TOKENS:	P833W9-P833W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nuwrhAn_1]
   UNSPLITVOC:	(nuwrhAn)
          POS:	NOUN_PROP
          VOC:	nuwrhAn
        GLOSS:	Norhan

 INPUT STRING:	مات
     IS_TRANS:	mAt
        INDEX:	P834W1
      OFFSETS:	0-3
       TOKENS:	P834W1-P834W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAt_1]
   UNSPLITVOC:	(mAt)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	mAt+(null)
        GLOSS:	die/pass away+he/it

 INPUT STRING:	الكلام
     IS_TRANS:	AlklAm
        INDEX:	P834W2
      OFFSETS:	4-10
       TOKENS:	P834W2-P834W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(AlkalAm)
          POS:	DET+NOUN
          VOC:	Al+kalAm
        GLOSS:	the+speech/statement/remark/talk/saying

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P835W1
      OFFSETS:	0-3
       TOKENS:	P835W1-P835W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as/when

 INPUT STRING:	تشوفي
     IS_TRANS:	t$wfy
        INDEX:	P835W2
      OFFSETS:	4-9
       TOKENS:	P835W2-P835W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(ti$uwfiy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+$uwf+iy
        GLOSS:	you+look+you

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P835W3
      OFFSETS:	10-12
       TOKENS:	P835W3-P835W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	قولي
     IS_TRANS:	qwly
        INDEX:	P835W4
      OFFSETS:	13-17
       TOKENS:	P835W4-P835W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(quwliy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	quwl+iy
        GLOSS:	said/say/be said/(for example)+you

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P835W5
      OFFSETS:	18-20
       TOKENS:	P835W5-P835W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	to/for+me

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P835W6
      OFFSETS:	21-25
       TOKENS:	P835W7-P835W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P835W7
      OFFSETS:	26-29
       TOKENS:	P835W9-P835W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	there is+it/him

 INPUT STRING:	حوارات
     IS_TRANS:	HwArAt
        INDEX:	P835W8
      OFFSETS:	30-36
       TOKENS:	P835W11-P835W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HiwAr_1]
   UNSPLITVOC:	(HiwArAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	HiwAr+At
        GLOSS:	conversation/dialogue/discussion/discussions/talks+[fem.pl.]

 INPUT STRING:	حصلت
     IS_TRANS:	HSlt
        INDEX:	P835W9
      OFFSETS:	37-41
       TOKENS:	P835W12-P835W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(HaSalit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	HaSal+it
        GLOSS:	obtain/acquire/get/be obtained/be acquired/occur/happen/take place+it/they/she

 INPUT STRING:	عايز
     IS_TRANS:	EAyz
        INDEX:	P835W10
      OFFSETS:	42-46
       TOKENS:	P835W13-P835W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyiz)
          POS:	ADJ.VN
          VOC:	EAyiz
        GLOSS:	needing/liking/requiring/wanting/desiring

 INPUT STRING:	احكي
     IS_TRANS:	AHky
        INDEX:	P835W11
      OFFSETS:	47-51
       TOKENS:	P835W14-P835W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HakaY_1]
   UNSPLITVOC:	(AaHokiy)
          POS:	IV1S+IV
          VOC:	Aa+Hokiy
        GLOSS:	I+relate/report/tell/be related/be reported/be told

 INPUT STRING:	لك
     IS_TRANS:	lk
        INDEX:	P835W12
      OFFSETS:	52-54
       TOKENS:	P835W15-P835W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lik)
          POS:	PREP+PRON_2FS
          VOC:	li+ik
        GLOSS:	for/to+you

 INPUT STRING:	عنها
     IS_TRANS:	EnhA
        INDEX:	P835W13
      OFFSETS:	55-59
       TOKENS:	P835W17-P835W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(EanhA)
          POS:	PREP+PRON_3FS
          VOC:	Ean+hA
        GLOSS:	(away) from/off/about/on/over+her/it

 INPUT STRING:	نعم
     IS_TRANS:	nEm
        INDEX:	P836W1
      OFFSETS:	0-3
       TOKENS:	P836W1-P836W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naEam_1]
   UNSPLITVOC:	(naEam)
          POS:	INTERJ
          VOC:	naEam
        GLOSS:	yes

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P836W2
      OFFSETS:	4-7
       TOKENS:	P836W2-P836W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P836W3
      OFFSETS:	8-10
       TOKENS:	P836W3-P836W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P836W4
      OFFSETS:	11-14
       TOKENS:	P836W4-P836W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	الحصل
     IS_TRANS:	AlHSl
        INDEX:	P836W5
      OFFSETS:	15-20
       TOKENS:	P836W5-P836W5
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(AlHSl)
